,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST,join_id_bonds,join_id_fut,CPN,MATURITY,DAY_CNT_DES,INT_ACC_DT,CPN_FREQ,ISSUE_DT,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
12/22/2005,0.706302,EC876682,JBH06,136.55,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.305
12/26/2005,0.706302,EC876682,JBH06,136.68,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.29
12/27/2005,0.706302,EC876682,JBH06,137.16,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.24
12/28/2005,0.706302,EC876682,JBH06,136.92,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.27
12/29/2005,0.706302,EC876682,JBH06,137.03,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.26
12/30/2005,0.706302,EC876682,JBH06,137.35,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.223
1/4/2006,0.706302,EC876682,JBH06,137.78,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.182
1/5/2006,0.706302,EC876682,JBH06,138.05,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.15
1/6/2006,0.706302,EC876682,JBH06,137.94,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.16
1/10/2006,0.706302,EC876682,JBH06,138.11,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.145
1/11/2006,0.706302,EC876682,JBH06,137.73,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.185
1/12/2006,0.706302,EC876682,JBH06,137.9,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.17
1/13/2006,0.706302,EC876682,JBH06,137.87,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.175
1/16/2006,0.706302,EC876682,JBH06,137.8,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.176
1/17/2006,0.706302,EC876682,JBH06,138.15,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.145
1/18/2006,0.706302,EC876682,JBH06,138.15,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.145
1/19/2006,0.706302,EC876682,JBH06,137.72,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.19
1/20/2006,0.706302,EC876682,JBH06,137.73,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.19
1/23/2006,0.706302,EC876682,JBH06,138.05,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.155
1/24/2006,0.706302,EC876682,JBH06,138.01,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.16
1/25/2006,0.706302,EC876682,JBH06,137.87,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.179
1/26/2006,0.706302,EC876682,JBH06,137.33,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.24
1/27/2006,0.706302,EC876682,JBH06,137.04,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.27
1/30/2006,0.706302,EC876682,JBH06,136.89,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.288
1/31/2006,0.706302,EC876682,JBH06,136.79,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.3
2/1/2006,0.706302,EC876682,JBH06,136.92,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.29
2/2/2006,0.706302,EC876682,JBH06,136.72,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.305
2/3/2006,0.706302,EC876682,JBH06,136.4,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.345
2/6/2006,0.706302,EC876682,JBH06,136.6,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.325
2/7/2006,0.706302,EC876682,JBH06,136.42,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.325
2/8/2006,0.706302,EC876682,JBH06,136.38,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.35
2/9/2006,0.706302,EC876682,JBH06,136.5,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.342
2/10/2006,0.706302,EC876682,JBH06,135.82,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.415
2/13/2006,0.706302,EC876682,JBH06,136.21,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.375
2/14/2006,0.706302,EC876682,JBH06,135.87,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.415
2/15/2006,0.706302,EC876682,JBH06,135.98,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.405
2/16/2006,0.706302,EC876682,JBH06,136.29,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.37
2/17/2006,0.706302,EC876682,JBH06,136.47,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.347
2/20/2006,0.706302,EC876682,JBH06,136.6,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.335
2/21/2006,0.706302,EC876682,JBH06,136.82,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.32
2/22/2006,0.706302,EC876682,JBH06,136.68,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.325
2/23/2006,0.706302,EC876682,JBH06,136.27,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.375
2/27/2006,0.706302,EC876682,JBH06,135.86,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.455
2/28/2006,0.706302,EC876682,JBH06,135.99,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.425
3/1/2006,0.706302,EC876682,JBH06,135.86,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.41
3/2/2006,0.706302,EC876682,JBH06,135.8,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.425
3/3/2006,0.706302,EC876682,JBH06,136.01,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.435
3/6/2006,0.706302,EC876682,JBH06,135.79,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.414
3/7/2006,0.706302,EC876682,JBH06,135.68,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.435
3/8/2006,0.706302,EC876682,JBH06,136.12,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.45
3/9/2006,0.706302,EC876682,JBH06,136.18,EC876682 Govt,JBH06 Comdty,0.8,3/20/2013,NL/365,3/20/2003,2,3/20/2003,6-Mar,1.4
2/24/2006,0.700654,EC918639,JBH06,135.65,EC918639 Govt,JBH06 Comdty,0.7,3/20/2013,NL/365,3/20/2003,2,4/21/2003,6-Mar,1.395
3/10/2006,0.717598,ED083375,JBM06,134.6,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.429
3/13/2006,0.717598,ED083375,JBM06,134.07,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.535
3/14/2006,0.717598,ED083375,JBM06,134.2,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.52
3/15/2006,0.717598,ED083375,JBM06,133.8,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.565
3/16/2006,0.717598,ED083375,JBM06,134.03,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.545
3/17/2006,0.717598,ED083375,JBM06,134.05,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.54
3/20/2006,0.717598,ED083375,JBM06,133.78,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.575
3/22/2006,0.717598,ED083375,JBM06,133.72,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.585
3/23/2006,0.717598,ED083375,JBM06,133.89,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.566
3/24/2006,0.717598,ED083375,JBM06,133.74,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.586
3/27/2006,0.717598,ED083375,JBM06,134.11,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.545
3/28/2006,0.717598,ED083375,JBM06,133.99,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.555
3/29/2006,0.717598,ED083375,JBM06,133.15,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.656
3/30/2006,0.717598,ED083375,JBM06,133.28,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.642
3/31/2006,0.717598,ED083375,JBM06,133.46,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.621
4/3/2006,0.717598,ED083375,JBM06,132.8,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.69
4/4/2006,0.717598,ED083375,JBM06,133.03,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.665
4/5/2006,0.717598,ED083375,JBM06,133.14,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.656
4/6/2006,0.717598,ED083375,JBM06,132.61,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.717
4/7/2006,0.717598,ED083375,JBM06,132.49,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.731
4/10/2006,0.717598,ED083375,JBM06,132.58,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.72
4/11/2006,0.717598,ED083375,JBM06,132.58,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.72
4/12/2006,0.717598,ED083375,JBM06,132.58,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.726
4/13/2006,0.717598,ED083375,JBM06,132.33,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.756
4/14/2006,0.717598,ED083375,JBM06,132,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.796
4/17/2006,0.717598,ED083375,JBM06,132.15,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.781
4/18/2006,0.717598,ED083375,JBM06,132.05,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.796
4/19/2006,0.717598,ED083375,JBM06,132.6,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.73
4/20/2006,0.717598,ED083375,JBM06,132.45,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.75
4/21/2006,0.717598,ED083375,JBM06,132.59,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.737
4/24/2006,0.717598,ED083375,JBM06,132.82,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.71
4/25/2006,0.717598,ED083375,JBM06,132.67,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.725
4/26/2006,0.717598,ED083375,JBM06,132.32,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.766
4/27/2006,0.717598,ED083375,JBM06,131.98,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.807
4/28/2006,0.717598,ED083375,JBM06,132.6,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.742
5/1/2006,0.717598,ED083375,JBM06,133.14,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.682
5/2/2006,0.717598,ED083375,JBM06,132.74,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.73
5/8/2006,0.717598,ED083375,JBM06,132.34,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.778
5/9/2006,0.717598,ED083375,JBM06,132.22,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.791
5/10/2006,0.717598,ED083375,JBM06,131.65,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.861
5/11/2006,0.717598,ED083375,JBM06,131.8,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.847
5/12/2006,0.717598,ED083375,JBM06,131.74,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.855
5/15/2006,0.717598,ED083375,JBM06,131.79,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.851
5/16/2006,0.717598,ED083375,JBM06,132.15,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.81
5/17/2006,0.717598,ED083375,JBM06,132.57,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.761
5/18/2006,0.717598,ED083375,JBM06,132.3,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.792
5/19/2006,0.717598,ED083375,JBM06,132.65,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.75
5/22/2006,0.717598,ED083375,JBM06,133.39,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.665
5/23/2006,0.717598,ED083375,JBM06,133.78,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.62
5/24/2006,0.717598,ED083375,JBM06,133.55,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.65
5/25/2006,0.717598,ED083375,JBM06,133.3,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.681
5/26/2006,0.717598,ED083375,JBM06,133.42,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.671
5/29/2006,0.717598,ED083375,JBM06,133.34,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.68
5/30/2006,0.717598,ED083375,JBM06,133.37,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.675
5/31/2006,0.717598,ED083375,JBM06,133.66,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.641
6/1/2006,0.717598,ED083375,JBM06,132.72,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.75
6/2/2006,0.717598,ED083375,JBM06,133.03,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.721
6/5/2006,0.717598,ED083375,JBM06,133.51,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.663
6/7/2006,0.717598,ED083375,JBM06,133.41,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.675
6/8/2006,0.717598,ED083375,JBM06,133.83,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.628
6/9/2006,0.717598,ED083375,JBM06,134.1,ED083375 Govt,JBM06 Comdty,1,6/20/2013,NL/365,6/20/2003,2,8/20/2003,6-Jun,1.597
6/12/2006,0.751486,ED116378,JBU06,132.63,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.591
6/13/2006,0.751486,ED116378,JBU06,133.1,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.535
6/14/2006,0.751486,ED116378,JBU06,133.2,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.524
6/15/2006,0.751486,ED116378,JBU06,133.23,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.52
6/16/2006,0.751486,ED116378,JBU06,132.72,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.579
6/19/2006,0.751486,ED116378,JBU06,132.68,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.585
6/20/2006,0.751486,ED116378,JBU06,132.33,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.626
6/21/2006,0.751486,ED116378,JBU06,132.4,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.62
6/22/2006,0.751486,ED116378,JBU06,132.28,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.635
6/23/2006,0.751486,ED116378,JBU06,132.11,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.655
6/26/2006,0.751486,ED116378,JBU06,131.86,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.685
6/27/2006,0.751486,ED116378,JBU06,131.78,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.695
6/28/2006,0.751486,ED116378,JBU06,131.75,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.7
6/29/2006,0.751486,ED116378,JBU06,131.58,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.72
6/30/2006,0.751486,ED116378,JBU06,131.65,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.715
7/3/2006,0.751486,ED116378,JBU06,131.08,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.785
7/4/2006,0.751486,ED116378,JBU06,131.24,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.775
7/5/2006,0.751486,ED116378,JBU06,130.99,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.805
7/6/2006,0.751486,ED116378,JBU06,130.9,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.814
7/7/2006,0.751486,ED116378,JBU06,131.15,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.785
7/10/2006,0.751486,ED116378,JBU06,131.04,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.798
7/11/2006,0.751486,ED116378,JBU06,131.2,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.779
7/12/2006,0.751486,ED116378,JBU06,131.61,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.729
7/13/2006,0.751486,ED116378,JBU06,131.77,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.715
7/14/2006,0.751486,ED116378,JBU06,132.45,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.635
7/18/2006,0.751486,ED116378,JBU06,132.64,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.614
7/19/2006,0.751486,ED116378,JBU06,132.4,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.644
7/20/2006,0.751486,ED116378,JBU06,132.62,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.622
7/21/2006,0.751486,ED116378,JBU06,132.65,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.62
7/24/2006,0.751486,ED116378,JBU06,132.33,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.655
7/25/2006,0.751486,ED116378,JBU06,132.24,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.665
7/26/2006,0.751486,ED116378,JBU06,132.37,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.65
7/27/2006,0.751486,ED116378,JBU06,132.35,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.654
7/28/2006,0.751486,ED116378,JBU06,131.95,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.705
7/31/2006,0.751486,ED116378,JBU06,132,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.7
8/1/2006,0.751486,ED116378,JBU06,132,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.699
8/2/2006,0.751486,ED116378,JBU06,132.33,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.66
8/3/2006,0.751486,ED116378,JBU06,132.45,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.649
8/4/2006,0.751486,ED116378,JBU06,132.37,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.66
8/7/2006,0.751486,ED116378,JBU06,132.82,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.606
8/8/2006,0.751486,ED116378,JBU06,132.69,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.62
8/9/2006,0.751486,ED116378,JBU06,132.56,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.635
8/10/2006,0.751486,ED116378,JBU06,132.1,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.694
8/11/2006,0.751486,ED116378,JBU06,132.68,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.625
8/14/2006,0.751486,ED116378,JBU06,132.3,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.663
8/15/2006,0.751486,ED116378,JBU06,132.42,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.654
8/16/2006,0.751486,ED116378,JBU06,132.74,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.621
