,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST,join_id_bonds,join_id_fut,CPN,MATURITY,DAY_CNT_DES,INT_ACC_DT,CPN_FREQ,ISSUE_DT,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
8/17/2006,0.751486,ED116378,JBU06,132.86,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.605
8/18/2006,0.751486,ED116378,JBU06,132.6,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.639
8/21/2006,0.751486,ED116378,JBU06,133.05,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.585
8/22/2006,0.751486,ED116378,JBU06,133.18,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.57
8/23/2006,0.751486,ED116378,JBU06,133.12,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.58
8/24/2006,0.751486,ED116378,JBU06,133.19,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.574
8/25/2006,0.751486,ED116378,JBU06,134.18,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.459
8/28/2006,0.751486,ED116378,JBU06,134.47,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.423
8/29/2006,0.751486,ED116378,JBU06,134.29,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.445
8/30/2006,0.751486,ED116378,JBU06,134.61,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.41
8/31/2006,0.751486,ED116378,JBU06,134.98,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.37
9/1/2006,0.751486,ED116378,JBU06,134.89,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.381
9/4/2006,0.751486,ED116378,JBU06,134.63,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.41
9/5/2006,0.751486,ED116378,JBU06,134.53,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.417
9/6/2006,0.751486,ED116378,JBU06,134.59,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.415
9/7/2006,0.751486,ED116378,JBU06,134.58,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.413
9/8/2006,0.751486,ED116378,JBU06,134.46,ED116378 Govt,JBU06 Comdty,1.6,9/20/2013,NL/365,9/20/2003,2,9/22/2003,6-Sep,1.448
9/11/2006,0.74019,ED239303,JBZ06,134.55,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.419
9/12/2006,0.74019,ED239303,JBZ06,134.4,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.436
9/13/2006,0.74019,ED239303,JBZ06,134.6,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.415
9/14/2006,0.74019,ED239303,JBZ06,134.5,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.425
9/15/2006,0.74019,ED239303,JBZ06,134.58,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.416
9/19/2006,0.74019,ED239303,JBZ06,134.22,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.456
9/20/2006,0.74019,ED239303,JBZ06,134.6,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.416
9/21/2006,0.74019,ED239303,JBZ06,134.46,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.431
9/22/2006,0.74019,ED239303,JBZ06,135,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.374
9/25/2006,0.74019,ED239303,JBZ06,134.99,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.375
9/26/2006,0.74019,ED239303,JBZ06,135.31,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.34
9/27/2006,0.74019,ED239303,JBZ06,135,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.373
9/28/2006,0.74019,ED239303,JBZ06,135.01,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.375
9/29/2006,0.74019,ED239303,JBZ06,134.8,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.399
10/2/2006,0.74019,ED239303,JBZ06,134.22,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.465
10/3/2006,0.74019,ED239303,JBZ06,134.61,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.424
10/4/2006,0.74019,ED239303,JBZ06,134.56,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.43
10/5/2006,0.74019,ED239303,JBZ06,134.44,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.445
10/6/2006,0.74019,ED239303,JBZ06,134.66,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.42
10/10/2006,0.74019,ED239303,JBZ06,134.51,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.434
10/11/2006,0.74019,ED239303,JBZ06,134.2,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.47
10/12/2006,0.74019,ED239303,JBZ06,134.2,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.475
10/13/2006,0.74019,ED239303,JBZ06,133.9,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.51
10/16/2006,0.74019,ED239303,JBZ06,133.52,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.553
10/17/2006,0.74019,ED239303,JBZ06,133.64,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.54
10/18/2006,0.74019,ED239303,JBZ06,133.52,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.555
10/19/2006,0.74019,ED239303,JBZ06,133.49,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.559
10/20/2006,0.74019,ED239303,JBZ06,133.56,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.554
10/23/2006,0.74019,ED239303,JBZ06,133.27,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.585
10/24/2006,0.74019,ED239303,JBZ06,133.51,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.56
10/25/2006,0.74019,ED239303,JBZ06,133.7,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.539
10/26/2006,0.74019,ED239303,JBZ06,134.14,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.489
10/27/2006,0.74019,ED239303,JBZ06,134.15,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.489
10/30/2006,0.74019,ED239303,JBZ06,134.31,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.471
10/31/2006,0.74019,ED239303,JBZ06,134.48,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.45
11/1/2006,0.74019,ED239303,JBZ06,134.48,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.45
11/2/2006,0.74019,ED239303,JBZ06,134.53,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.445
11/6/2006,0.74019,ED239303,JBZ06,133.99,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.51
11/7/2006,0.74019,ED239303,JBZ06,134.02,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.509
11/8/2006,0.74019,ED239303,JBZ06,134.37,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.47
11/9/2006,0.74019,ED239303,JBZ06,134.59,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.445
11/10/2006,0.74019,ED239303,JBZ06,134.8,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.419
11/13/2006,0.74019,ED239303,JBZ06,135.08,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.389
11/14/2006,0.74019,ED239303,JBZ06,134.45,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.46
11/15/2006,0.74019,ED239303,JBZ06,134.61,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.446
11/16/2006,0.74019,ED239303,JBZ06,134.55,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.451
11/17/2006,0.74019,ED239303,JBZ06,134.46,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.46
11/20/2006,0.74019,ED239303,JBZ06,134.88,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.421
11/21/2006,0.74019,ED239303,JBZ06,134.91,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.414
11/22/2006,0.74019,ED239303,JBZ06,134.96,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.41
11/24/2006,0.74019,ED239303,JBZ06,134.98,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.405
11/27/2006,0.74019,ED239303,JBZ06,134.93,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.411
11/28/2006,0.74019,ED239303,JBZ06,135.12,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.39
11/29/2006,0.74019,ED239303,JBZ06,134.75,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.435
11/30/2006,0.74019,ED239303,JBZ06,135.09,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.395
12/4/2006,0.74019,ED239303,JBZ06,135.33,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.49
12/5/2006,0.74019,ED239303,JBZ06,135.37,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.37
12/6/2006,0.74019,ED239303,JBZ06,135.2,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.367
12/7/2006,0.74019,ED239303,JBZ06,134.8,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.385
12/8/2006,0.74019,ED239303,JBZ06,134.66,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.431
12/11/2006,0.74019,ED239303,JBZ06,134.93,ED239303 Govt,JBZ06 Comdty,1.4,12/20/2013,NL/365,12/20/2003,2,12/22/2003,6-Dec,1.455
12/1/2006,0.738536,ED463343,JBZ06,135.47,ED463343 Govt,JBZ06 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,6-Dec,1.41
12/12/2006,0.745838,ED463343,JBH07,134.62,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
12/13/2006,0.745838,ED463343,JBH07,134.88,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
12/14/2006,0.745838,ED463343,JBH07,134.79,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
12/15/2006,0.745838,ED463343,JBH07,134.32,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
12/18/2006,0.745838,ED463343,JBH07,134.08,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
12/19/2006,0.745838,ED463343,JBH07,134.49,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
12/20/2006,0.745838,ED463343,JBH07,134.76,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
12/21/2006,0.745838,ED463343,JBH07,134.75,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
12/22/2006,0.745838,ED463343,JBH07,134.89,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
12/25/2006,0.745838,ED463343,JBH07,134.9,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
12/26/2006,0.745838,ED463343,JBH07,135,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
12/27/2006,0.745838,ED463343,JBH07,134.32,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
12/28/2006,0.745838,ED463343,JBH07,134.17,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
12/29/2006,0.745838,ED463343,JBH07,134.05,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
1/17/2007,0.745838,ED463343,JBH07,134.4,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.51
1/18/2007,0.745838,ED463343,JBH07,134.1,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.505
1/19/2007,0.745838,ED463343,JBH07,134.58,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.52
1/22/2007,0.745838,ED463343,JBH07,134.71,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.535
1/23/2007,0.745838,ED463343,JBH07,134.71,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.515
1/24/2007,0.745838,ED463343,JBH07,134.72,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.524
1/25/2007,0.745838,ED463343,JBH07,134.7,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.52
1/26/2007,0.745838,ED463343,JBH07,134.63,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.509
1/29/2007,0.745838,ED463343,JBH07,134.35,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
1/30/2007,0.745838,ED463343,JBH07,134.41,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
1/31/2007,0.745838,ED463343,JBH07,134.51,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/1/2007,0.745838,ED463343,JBH07,134.44,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/2/2007,0.745838,ED463343,JBH07,134.17,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/5/2007,0.745838,ED463343,JBH07,134.25,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/6/2007,0.745838,ED463343,JBH07,134.07,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/7/2007,0.745838,ED463343,JBH07,134.06,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/8/2007,0.745838,ED463343,JBH07,134.19,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/9/2007,0.745838,ED463343,JBH07,134.57,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/13/2007,0.745838,ED463343,JBH07,134.05,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/14/2007,0.745838,ED463343,JBH07,134.1,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/16/2007,0.745838,ED463343,JBH07,134.3,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/19/2007,0.745838,ED463343,JBH07,134.25,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/20/2007,0.745838,ED463343,JBH07,134.34,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/21/2007,0.745838,ED463343,JBH07,134.47,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/22/2007,0.745838,ED463343,JBH07,134.75,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/23/2007,0.745838,ED463343,JBH07,134.59,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/26/2007,0.745838,ED463343,JBH07,134.7,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/27/2007,0.745838,ED463343,JBH07,134.94,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
2/28/2007,0.745838,ED463343,JBH07,135.02,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.504
3/1/2007,0.745838,ED463343,JBH07,134.82,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
3/2/2007,0.745838,ED463343,JBH07,134.82,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
3/5/2007,0.745838,ED463343,JBH07,135.24,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
3/6/2007,0.745838,ED463343,JBH07,135.13,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
3/7/2007,0.745838,ED463343,JBH07,135.24,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
3/8/2007,0.745838,ED463343,JBH07,135.28,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
3/9/2007,0.745838,ED463343,JBH07,135.45,ED463343 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,5/25/2004,7-Mar,1.49
1/4/2007,0.745838,ED409838,JBH07,133.67,ED409838 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,4/20/2004,7-Mar,1.49
1/5/2007,0.745838,ED409838,JBH07,133.74,ED409838 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,4/20/2004,7-Mar,1.49
1/9/2007,0.745838,ED409838,JBH07,133.64,ED409838 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,4/20/2004,7-Mar,1.49
1/10/2007,0.745838,ED409838,JBH07,133.53,ED409838 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,4/20/2004,7-Mar,1.49
1/11/2007,0.745838,ED409838,JBH07,133.7,ED409838 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,4/20/2004,7-Mar,1.49
1/12/2007,0.745838,ED409838,JBH07,133.6,ED409838 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,4/20/2004,7-Mar,1.49
1/15/2007,0.745838,ED409838,JBH07,133.65,ED409838 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,4/20/2004,7-Mar,1.49
1/16/2007,0.745838,ED409838,JBH07,133.76,ED409838 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,4/20/2004,7-Mar,1.49
2/15/2007,0.745838,ED409838,JBH07,133.88,ED409838 Govt,JBH07 Comdty,1.5,3/20/2014,NL/365,3/20/2004,2,4/20/2004,7-Mar,1.49
3/12/2007,0.76843,ED565037,JBM07,134.34,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.355
3/13/2007,0.76843,ED565037,JBM07,134.45,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.34
3/14/2007,0.76843,ED565037,JBM07,134.87,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.294
3/15/2007,0.76843,ED565037,JBM07,134.73,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.309
3/16/2007,0.76843,ED565037,JBM07,134.79,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.304
3/19/2007,0.76843,ED565037,JBM07,134.72,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.314
3/20/2007,0.76843,ED565037,JBM07,134.8,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.304
3/22/2007,0.76843,ED565037,JBM07,134.9,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.294
3/23/2007,0.76843,ED565037,JBM07,134.41,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.35
3/26/2007,0.76843,ED565037,JBM07,134.11,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.383
3/27/2007,0.76843,ED565037,JBM07,134.25,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.37
3/28/2007,0.76843,ED565037,JBM07,133.94,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.404
3/29/2007,0.76843,ED565037,JBM07,134.18,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.379
3/30/2007,0.76843,ED565037,JBM07,134.15,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.383
4/2/2007,0.76843,ED565037,JBM07,134.25,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.37
4/3/2007,0.76843,ED565037,JBM07,134.17,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.38
4/4/2007,0.76843,ED565037,JBM07,133.75,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.429
4/5/2007,0.76843,ED565037,JBM07,133.89,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.415
4/6/2007,0.76843,ED565037,JBM07,133.96,ED565037 Govt,JBM07 Comdty,1.9,6/20/2014,NL/365,6/20/2004,2,8/20/2004,7-Jun,1.409
