,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST,join_id_bonds,join_id_fut,CPN,CPN_FREQ,ISSUE_DT,DAY_CNT_DES,INT_ACC_DT,MATURITY,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
1/2/2013,0.989728,EI876047,FBBH13,105.88,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,105.96
1/3/2013,0.989728,EI876047,FBBH13,106.13,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,106.065
1/4/2013,0.989728,EI876047,FBBH13,105.99,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,105.795
1/7/2013,0.989728,EI876047,FBBH13,105.55,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,105.388
1/8/2013,0.989728,EI876047,FBBH13,105.72,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,105.66
1/9/2013,0.989728,EI876047,FBBH13,105.35,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,105.197
1/10/2013,0.989728,EI876047,FBBH13,106.9,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,106.898
1/11/2013,0.989728,EI876047,FBBH13,107.23,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,107.01
1/14/2013,0.989728,EI876047,FBBH13,106.09,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,105.955
1/15/2013,0.989728,EI876047,FBBH13,106.22,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,106.043
1/16/2013,0.989728,EI876047,FBBH13,106.11,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,105.965
1/17/2013,0.989728,EI876047,FBBH13,105.64,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,105.193
1/18/2013,0.989728,EI876047,FBBH13,105.8,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,105.6
1/21/2013,0.989728,EI876047,FBBH13,105.28,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,104.955
1/22/2013,0.989728,EI876047,FBBH13,105.47,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,105.26
1/23/2013,0.989728,EI876047,FBBH13,105.85,EI876047 Govt,FBBH13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Mar,105.655
3/13/2013,0.989718,EI876047,FBBM13,108.36,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,101.32
3/21/2013,0.989718,EI876047,FBBM13,107.53,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,101.855
3/22/2013,0.989718,EI876047,FBBM13,107.93,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,101.293
3/25/2013,0.989718,EI876047,FBBM13,106.76,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,101.96
3/26/2013,0.989718,EI876047,FBBM13,107.01,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,101.45
3/28/2013,0.989718,EI876047,FBBM13,105.9,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,101.775
4/2/2013,0.989718,EI876047,FBBM13,106.96,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,101.588
4/3/2013,0.989718,EI876047,FBBM13,107.25,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,99.83
4/5/2013,0.989718,EI876047,FBBM13,109.02,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,100.285
4/8/2013,0.989718,EI876047,FBBM13,108.95,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,99.745
4/9/2013,0.989718,EI876047,FBBM13,109.11,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,99.97
4/29/2013,0.989718,EI876047,FBBM13,114.16,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,100.378
4/30/2013,0.989718,EI876047,FBBM13,114.55,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,99.903
5/2/2013,0.989718,EI876047,FBBM13,115.5,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,100.675
5/3/2013,0.989718,EI876047,FBBM13,115.26,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,101.585
5/6/2013,0.989718,EI876047,FBBM13,114.56,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,101.635
5/7/2013,0.989718,EI876047,FBBM13,114.72,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,101.688
5/8/2013,0.989718,EI876047,FBBM13,114.83,EI876047 Govt,FBBM13 Comdty,5.85,1,11/22/2011,ACT/ACT,11/22/2011,1/31/2022,13-Jun,101.345
1/24/2013,0.956161,EJ525879,FBBH13,106.32,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,101.615
1/25/2013,0.956161,EJ525879,FBBH13,106.84,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,101.713
1/28/2013,0.956161,EJ525879,FBBH13,106.33,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,101.595
1/29/2013,0.956161,EJ525879,FBBH13,107,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,102.005
1/30/2013,0.956161,EJ525879,FBBH13,106.62,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,101.833
1/31/2013,0.956161,EJ525879,FBBH13,106.85,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,100.338
2/1/2013,0.956161,EJ525879,FBBH13,106.72,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,101.345
2/4/2013,0.956161,EJ525879,FBBH13,105,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,102.423
2/5/2013,0.956161,EJ525879,FBBH13,105.5,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,102.38
2/6/2013,0.956161,EJ525879,FBBH13,105.1,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,102.4
2/7/2013,0.956161,EJ525879,FBBH13,105.22,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,102.825
2/8/2013,0.956161,EJ525879,FBBH13,105.63,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,105.01
2/11/2013,0.956161,EJ525879,FBBH13,105.14,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,105.023
2/12/2013,0.956161,EJ525879,FBBH13,105.96,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,105.288
2/13/2013,0.956161,EJ525879,FBBH13,107,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,108.64
2/14/2013,0.956161,EJ525879,FBBH13,107.09,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,104.223
2/15/2013,0.956161,EJ525879,FBBH13,107.18,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,103.748
2/18/2013,0.956161,EJ525879,FBBH13,106.72,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,103.435
2/19/2013,0.956161,EJ525879,FBBH13,107,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,102.828
2/20/2013,0.956161,EJ525879,FBBH13,107.09,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,103.33
2/21/2013,0.956161,EJ525879,FBBH13,107,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,107.685
2/22/2013,0.956161,EJ525879,FBBH13,107.36,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,107.86
2/25/2013,0.956161,EJ525879,FBBH13,107.7,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,107.065
2/26/2013,0.956161,EJ525879,FBBH13,105.85,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,107.24
2/27/2013,0.956161,EJ525879,FBBH13,106.67,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,102.52
2/28/2013,0.956161,EJ525879,FBBH13,107.85,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,106.193
3/1/2013,0.956161,EJ525879,FBBH13,107.8,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,107.093
3/4/2013,0.956161,EJ525879,FBBH13,107.86,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,107.32
3/5/2013,0.956161,EJ525879,FBBH13,108.28,EJ525879 Govt,FBBH13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Mar,103.79
3/8/2013,0.95674,EJ525879,FBBM13,108.4,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,108.615
3/11/2013,0.95674,EJ525879,FBBM13,108.52,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,108.778
3/12/2013,0.95674,EJ525879,FBBM13,108.67,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,108.958
3/14/2013,0.95674,EJ525879,FBBM13,107.62,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,105.955
3/15/2013,0.95674,EJ525879,FBBM13,107.38,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,105.727
3/18/2013,0.95674,EJ525879,FBBM13,106.8,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,105.538
3/19/2013,0.95674,EJ525879,FBBM13,106.11,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,105.215
3/20/2013,0.95674,EJ525879,FBBM13,106.76,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,105.213
3/27/2013,0.95674,EJ525879,FBBM13,106.11,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,105.605
4/4/2013,0.95674,EJ525879,FBBM13,107.62,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,105.705
4/10/2013,0.95674,EJ525879,FBBM13,109.91,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,106.078
4/11/2013,0.95674,EJ525879,FBBM13,109.7,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,107.115
4/12/2013,0.95674,EJ525879,FBBM13,109.4,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,108.85
4/15/2013,0.95674,EJ525879,FBBM13,109.13,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,108.79
4/16/2013,0.95674,EJ525879,FBBM13,109.2,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,108.78
4/17/2013,0.95674,EJ525879,FBBM13,109.68,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,108.845
4/18/2013,0.95674,EJ525879,FBBM13,109.85,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,113.61
4/19/2013,0.95674,EJ525879,FBBM13,110.02,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,113.78
4/22/2013,0.95674,EJ525879,FBBM13,111,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,114.545
4/23/2013,0.95674,EJ525879,FBBM13,112.87,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,114.503
4/24/2013,0.95674,EJ525879,FBBM13,113.02,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,114
4/25/2013,0.95674,EJ525879,FBBM13,112.94,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,114
4/26/2013,0.95674,EJ525879,FBBM13,113.27,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,114.167
5/9/2013,0.95674,EJ525879,FBBM13,114.16,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,109.595
5/10/2013,0.95674,EJ525879,FBBM13,113.95,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,109.46
5/13/2013,0.95674,EJ525879,FBBM13,113.56,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,108.745
5/14/2013,0.95674,EJ525879,FBBM13,112.83,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,108.288
5/15/2013,0.95674,EJ525879,FBBM13,112.89,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,108.313
5/16/2013,0.95674,EJ525879,FBBM13,113.17,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,108.58
5/17/2013,0.95674,EJ525879,FBBM13,113.9,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,109.423
5/20/2013,0.95674,EJ525879,FBBM13,114.02,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,109.443
5/21/2013,0.95674,EJ525879,FBBM13,114.08,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,109.568
5/22/2013,0.95674,EJ525879,FBBM13,114.22,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,109.618
5/23/2013,0.95674,EJ525879,FBBM13,113.34,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,108.688
5/24/2013,0.95674,EJ525879,FBBM13,112.09,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,107.66
5/27/2013,0.95674,EJ525879,FBBM13,113.06,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,108.363
5/28/2013,0.95674,EJ525879,FBBM13,113.35,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,108.678
5/29/2013,0.95674,EJ525879,FBBM13,112.55,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,107.673
5/30/2013,0.95674,EJ525879,FBBM13,112.83,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,108.073
5/31/2013,0.95674,EJ525879,FBBM13,112.16,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,107.473
6/3/2013,0.95674,EJ525879,FBBM13,112.17,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,107.203
6/4/2013,0.95674,EJ525879,FBBM13,112.57,EJ525879 Govt,FBBM13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Jun,107.605
6/7/2013,0.957533,EJ525879,FBBU13,109.36,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,106.598
6/10/2013,0.957533,EJ525879,FBBU13,109.83,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,106.208
6/17/2013,0.957533,EJ525879,FBBU13,109.84,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,100.208
6/18/2013,0.957533,EJ525879,FBBU13,110.08,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,100.352
6/19/2013,0.957533,EJ525879,FBBU13,110.28,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,100.488
6/21/2013,0.957533,EJ525879,FBBU13,106.94,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,100.74
6/26/2013,0.957533,EJ525879,FBBU13,108.12,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,106.29
6/27/2013,0.957533,EJ525879,FBBU13,108.42,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,106.528
6/28/2013,0.957533,EJ525879,FBBU13,108.8,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,106.68
7/1/2013,0.957533,EJ525879,FBBU13,109.52,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,98.785
7/2/2013,0.957533,EJ525879,FBBU13,110.09,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,103.732
7/3/2013,0.957533,EJ525879,FBBU13,108.84,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,97.115
7/4/2013,0.957533,EJ525879,FBBU13,109.5,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,97.363
7/5/2013,0.957533,EJ525879,FBBU13,109.56,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,104.545
7/8/2013,0.957533,EJ525879,FBBU13,109.78,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,104.993
7/9/2013,0.957533,EJ525879,FBBU13,109.37,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,105.148
7/10/2013,0.957533,EJ525879,FBBU13,108.65,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,106.343
7/11/2013,0.957533,EJ525879,FBBU13,108.52,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,106.223
7/12/2013,0.957533,EJ525879,FBBU13,108.82,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,105.105
7/15/2013,0.957533,EJ525879,FBBU13,109.38,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,105.995
7/16/2013,0.957533,EJ525879,FBBU13,109.58,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,105.965
7/17/2013,0.957533,EJ525879,FBBU13,109.34,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,105.808
7/18/2013,0.957533,EJ525879,FBBU13,110.16,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,105.313
7/19/2013,0.957533,EJ525879,FBBU13,110.05,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,104.778
7/22/2013,0.957533,EJ525879,FBBU13,110.36,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,104.655
7/23/2013,0.957533,EJ525879,FBBU13,109.96,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,104.96
7/24/2013,0.957533,EJ525879,FBBU13,110.4,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,105.363
7/25/2013,0.957533,EJ525879,FBBU13,110.4,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,105.675
7/26/2013,0.957533,EJ525879,FBBU13,110.2,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,105.328
7/29/2013,0.957533,EJ525879,FBBU13,109.8,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,105.93
7/30/2013,0.957533,EJ525879,FBBU13,110,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,105.77
7/31/2013,0.957533,EJ525879,FBBU13,109.78,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,106.322
8/1/2013,0.957533,EJ525879,FBBU13,110.1,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,105.745
8/2/2013,0.957533,EJ525879,FBBU13,110.4,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,105.78
8/5/2013,0.957533,EJ525879,FBBU13,110.38,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,106.183
8/6/2013,0.957533,EJ525879,FBBU13,110.67,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,106.265
8/7/2013,0.957533,EJ525879,FBBU13,110.61,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,105.783
8/8/2013,0.957533,EJ525879,FBBU13,111,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,105.963
8/9/2013,0.957533,EJ525879,FBBU13,111.34,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,105.968
8/12/2013,0.957533,EJ525879,FBBU13,111.44,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,106.2
8/13/2013,0.957533,EJ525879,FBBU13,111.46,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,106.608
8/14/2013,0.957533,EJ525879,FBBU13,112.15,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,106.393
8/15/2013,0.957533,EJ525879,FBBU13,111.88,EJ525879 Govt,FBBU13 Comdty,5.4,1,1/29/2013,ACT/ACT,1/29/2013,1/31/2023,13-Sep,106.465
