,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST,join_id_bonds,join_id_fut,CPN,CPN_FREQ,ISSUE_DT,DAY_CNT_DES,INT_ACC_DT,MATURITY,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
11/13/2015,0.780916,EK328970,FBBZ5,139.33,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.917
11/16/2015,0.780916,EK328970,FBBZ5,139.21,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.813
11/17/2015,0.780916,EK328970,FBBZ5,139.35,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,108.993
11/18/2015,0.780916,EK328970,FBBZ5,139.77,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,109.31
11/19/2015,0.780916,EK328970,FBBZ5,140.22,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,109.615
11/20/2015,0.780916,EK328970,FBBZ5,140.65,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,110.042
11/23/2015,0.780916,EK328970,FBBZ5,140.5,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,110.005
11/24/2015,0.780916,EK328970,FBBZ5,140.76,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,110.063
11/25/2015,0.780916,EK328970,FBBZ5,141.66,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,110.665
11/26/2015,0.780916,EK328970,FBBZ5,141.78,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,110.743
11/27/2015,0.780916,EK328970,FBBZ5,142.1,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,111.14
11/30/2015,0.780916,EK328970,FBBZ5,142.06,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,111.12
12/1/2015,0.780916,EK328970,FBBZ5,142.36,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,111.373
12/2/2015,0.780916,EK328970,FBBZ5,142.48,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,111.5
12/3/2015,0.780916,EK328970,FBBZ5,140.12,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,109.403
12/4/2015,0.780916,EK328970,FBBZ5,139.72,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,109.315
12/7/2015,0.780916,EK328970,FBBZ5,141.55,EK328970 Govt,FBBZ5 Comdty,2.75,1,6/20/2014,ACT/ACT,6/20/2014,10/31/2024,15-Dec,110.225
