Date,Conversion Factor,CTD CUSIP,Futures Ticker,Futures Price,CTD ID,Futures ID,CTD Coupon,CTD Coupon Frequency,CTD Issue Date,CTD Day Count,CTD Interest Accrual Start,CTD Maturity Date,CTD Settlement Year/Month,CTD Price
28-Jun-2012,0.989058,EI876047,FBBU12,92.91,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,92.792
29-Jun-2012,0.989058,EI876047,FBBU12,96.49,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,96.857
2-Jul-2012,0.989058,EI876047,FBBU12,96.41,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,96.53
3-Jul-2012,0.989058,EI876047,FBBU12,97.67,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,97.415
4-Jul-2012,0.989058,EI876047,FBBU12,96.39,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,96.283
5-Jul-2012,0.989058,EI876047,FBBU12,93.82,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,93.848
6-Jul-2012,0.989058,EI876047,FBBU12,92.68,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,92.698
9-Jul-2012,0.989058,EI876047,FBBU12,92.48,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,91.988
10-Jul-2012,0.989058,EI876047,FBBU12,93.42,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,93.615
11-Jul-2012,0.989058,EI876047,FBBU12,95.39,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,95.17
12-Jul-2012,0.989058,EI876047,FBBU12,94.74,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,94.808
13-Jul-2012,0.989058,EI876047,FBBU12,94.55,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,94.643
16-Jul-2012,0.989058,EI876047,FBBU12,93.59,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,93.618
17-Jul-2012,0.989058,EI876047,FBBU12,93.76,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,93.635
18-Jul-2012,0.989058,EI876047,FBBU12,92.63,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,92.678
19-Jul-2012,0.989058,EI876047,FBBU12,92.57,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,92.352
20-Jul-2012,0.989058,EI876047,FBBU12,91.14,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,90.71
23-Jul-2012,0.989058,EI876047,FBBU12,89.93,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,89.35
24-Jul-2012,0.989058,EI876047,FBBU12,89.21,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,88.6
25-Jul-2012,0.989058,EI876047,FBBU12,90.22,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,90.068
26-Jul-2012,0.989058,EI876047,FBBU12,92.98,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,92.95
27-Jul-2012,0.989058,EI876047,FBBU12,94.45,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,94.115
30-Jul-2012,0.989058,EI876047,FBBU12,94.96,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,94.977
31-Jul-2012,0.989058,EI876047,FBBU12,94.28,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,94.075
1-Aug-2012,0.989058,EI876047,FBBU12,94.4,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,94.188
2-Aug-2012,0.989058,EI876047,FBBU12,91.5,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,91.41
3-Aug-2012,0.989058,EI876047,FBBU12,93.68,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,93.418
6-Aug-2012,0.989058,EI876047,FBBU12,94.4,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,94.153
7-Aug-2012,0.989058,EI876047,FBBU12,93.55,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,93.345
8-Aug-2012,0.989058,EI876047,FBBU12,93.99,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,93.35
9-Aug-2012,0.989058,EI876047,FBBU12,94.2,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,93.373
10-Aug-2012,0.989058,EI876047,FBBU12,93.8,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,92.983
13-Aug-2012,0.989058,EI876047,FBBU12,94.06,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,93.4
14-Aug-2012,0.989058,EI876047,FBBU12,94.94,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,94.163
15-Aug-2012,0.989058,EI876047,FBBU12,95.33,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,94.72
16-Aug-2012,0.989058,EI876047,FBBU12,96.28,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,95.48
17-Aug-2012,0.989058,EI876047,FBBU12,97.02,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,96.05
20-Aug-2012,0.989058,EI876047,FBBU12,97.52,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,97.15
21-Aug-2012,0.989058,EI876047,FBBU12,98.42,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,97.625
22-Aug-2012,0.989058,EI876047,FBBU12,98.03,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,97.19
23-Aug-2012,0.989058,EI876047,FBBU12,97.44,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,96.718
24-Aug-2012,0.989058,EI876047,FBBU12,97.38,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,96.232
27-Aug-2012,0.989058,EI876047,FBBU12,97.32,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,96.538
28-Aug-2012,0.989058,EI876047,FBBU12,96.57,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,95.85
29-Aug-2012,0.989058,EI876047,FBBU12,96.9,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,95.92
30-Aug-2012,0.989058,EI876047,FBBU12,96.24,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,95.04
31-Aug-2012,0.989058,EI876047,FBBU12,94.41,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,93.305
3-Sep-2012,0.989058,EI876047,FBBU12,94.62,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,93.358
4-Sep-2012,0.989058,EI876047,FBBU12,96.14,EI876047 Govt,FBBU12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Sep-2016,95.22
7-Sep-2012,0.989466,EI876047,FBBZ12,100.58,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.743
10-Sep-2012,0.989466,EI876047,FBBZ12,100.32,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.223
11-Sep-2012,0.989466,EI876047,FBBZ12,100.83,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.288
12-Sep-2012,0.989466,EI876047,FBBZ12,100.95,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.818
13-Sep-2012,0.989466,EI876047,FBBZ12,100.92,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.748
14-Sep-2012,0.989466,EI876047,FBBZ12,99.95,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,100.63
17-Sep-2012,0.989466,EI876047,FBBZ12,98.9,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,99.295
18-Sep-2012,0.989466,EI876047,FBBZ12,99.54,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,99.823
19-Sep-2012,0.989466,EI876047,FBBZ12,100.78,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.268
20-Sep-2012,0.989466,EI876047,FBBZ12,100.55,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,100.725
21-Sep-2012,0.989466,EI876047,FBBZ12,100.65,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,100.818
24-Sep-2012,0.989466,EI876047,FBBZ12,101.3,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.368
25-Sep-2012,0.989466,EI876047,FBBZ12,100.74,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,100.908
26-Sep-2012,0.989466,EI876047,FBBZ12,99.03,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,98.693
27-Sep-2012,0.989466,EI876047,FBBZ12,99.56,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,99.543
28-Sep-2012,0.989466,EI876047,FBBZ12,99.44,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,99.588
1-Oct-2012,0.989466,EI876047,FBBZ12,100,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,99.92
2-Oct-2012,0.989466,EI876047,FBBZ12,100.98,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,100.88
3-Oct-2012,0.989466,EI876047,FBBZ12,100.62,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,100.433
4-Oct-2012,0.989466,EI876047,FBBZ12,99.96,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,99.763
5-Oct-2012,0.989466,EI876047,FBBZ12,101.38,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.27
8-Oct-2012,0.989466,EI876047,FBBZ12,101.17,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.055
9-Oct-2012,0.989466,EI876047,FBBZ12,100.35,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,100.292
10-Oct-2012,0.989466,EI876047,FBBZ12,100.57,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,100.44
11-Oct-2012,0.989466,EI876047,FBBZ12,100.86,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,100.702
12-Oct-2012,0.989466,EI876047,FBBZ12,101.84,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.708
15-Oct-2012,0.989466,EI876047,FBBZ12,100.65,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,100.348
16-Oct-2012,0.989466,EI876047,FBBZ12,100.76,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,100.428
17-Oct-2012,0.989466,EI876047,FBBZ12,103.08,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,102.858
18-Oct-2012,0.989466,EI876047,FBBZ12,104.05,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,103.77
19-Oct-2012,0.989466,EI876047,FBBZ12,103.74,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,103.56
22-Oct-2012,0.989466,EI876047,FBBZ12,102.86,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,102.673
23-Oct-2012,0.989466,EI876047,FBBZ12,102.1,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.743
24-Oct-2012,0.989466,EI876047,FBBZ12,102.47,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,102.123
25-Oct-2012,0.989466,EI876047,FBBZ12,102.14,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.793
26-Oct-2012,0.989466,EI876047,FBBZ12,102.47,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.95
29-Oct-2012,0.989466,EI876047,FBBZ12,101.83,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.46
30-Oct-2012,0.989466,EI876047,FBBZ12,101.8,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.365
31-Oct-2012,0.989466,EI876047,FBBZ12,102.41,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.75
1-Nov-2012,0.989466,EI876047,FBBZ12,102.52,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.925
2-Nov-2012,0.989466,EI876047,FBBZ12,101.92,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.438
5-Nov-2012,0.989466,EI876047,FBBZ12,101.4,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,100.778
6-Nov-2012,0.989466,EI876047,FBBZ12,102.07,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.447
7-Nov-2012,0.989466,EI876047,FBBZ12,101.98,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.18
8-Nov-2012,0.989466,EI876047,FBBZ12,100.58,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,100.07
9-Nov-2012,0.989466,EI876047,FBBZ12,100.72,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,100.265
12-Nov-2012,0.989466,EI876047,FBBZ12,100.26,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,99.79
13-Nov-2012,0.989466,EI876047,FBBZ12,100.8,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,100.075
14-Nov-2012,0.989466,EI876047,FBBZ12,100.2,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,99.49
15-Nov-2012,0.989466,EI876047,FBBZ12,100.43,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,99.733
16-Nov-2012,0.989466,EI876047,FBBZ12,100.7,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,99.923
19-Nov-2012,0.989466,EI876047,FBBZ12,100.72,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,99.738
20-Nov-2012,0.989466,EI876047,FBBZ12,101.24,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,100.503
21-Nov-2012,0.989466,EI876047,FBBZ12,101.9,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.055
22-Nov-2012,0.989466,EI876047,FBBZ12,102.34,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.443
23-Nov-2012,0.989466,EI876047,FBBZ12,102.57,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.748
26-Nov-2012,0.989466,EI876047,FBBZ12,102.66,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,101.72
27-Nov-2012,0.989466,EI876047,FBBZ12,103.31,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,102.408
28-Nov-2012,0.989466,EI876047,FBBZ12,104.88,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,103.788
29-Nov-2012,0.989466,EI876047,FBBZ12,104.8,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,103.74
30-Nov-2012,0.989466,EI876047,FBBZ12,104.87,EI876047 Govt,FBBZ12 Comdty,5.85,1,22-Nov-2011,ACT/ACT,22-Nov-2011,31-Jan-2022,12-Dec-2016,103.89
