Date,ConversionFactor,CTD CUSIP,Futures Ticker,Futures Price,CTD Bond ID,Futures ID,DayCount,CTD Maturity,CTD Coupon,CTD Interest Accrual Date,CTD Coupon Frequency,CTD Issue Date,Futures Expiry Month/Year,CTD Price
24-Feb-2010,0.8045,912810FT,WNH10,122.46875,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,97.375
25-Feb-2010,0.8045,912810FT,WNH10,123.5,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,98.890625
26-Feb-2010,0.8045,912810FT,WNH10,124.59375,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,98.859375
1-Mar-2010,0.8045,912810FT,WNH10,124.0625,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,99.796875
2-Mar-2010,0.8045,912810FT,WNH10,123.8125,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,100.140625
3-Mar-2010,0.8045,912810FT,WNH10,123.5,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,100.1875
4-Mar-2010,0.8045,912810FT,WNH10,124.0625,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,100
5-Mar-2010,0.8045,912810FT,WNH10,122.46875,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,99.71875
8-Mar-2010,0.8045,912810FT,WNH10,121.78125,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,100.125
9-Mar-2010,0.8045,912810FT,WNH10,121.71875,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,98.71875
10-Mar-2010,0.8045,912810FT,WNH10,121.625,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,98.03125
11-Mar-2010,0.8045,912810FT,WNH10,122.1875,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,98.21875
12-Mar-2010,0.8045,912810FT,WNH10,122.78125,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,98.03125
15-Mar-2010,0.8045,912810FT,WNH10,122.6875,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,98.359375
16-Mar-2010,0.8045,912810FT,WNH10,123.5625,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,99.03125
17-Mar-2010,0.8045,912810FT,WNH10,123.96875,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,99
18-Mar-2010,0.8045,912810FT,WNH10,123.71875,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,99.65625
19-Mar-2010,0.8045,912810FT,WNH10,123.90625,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,99.921875
22-Mar-2010,0.8045,912810FT,WNH10,123.875,912810FT Govt,WNH10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Mar-2016,99.5625
12-Jan-2010,0.8671,912810PU,WNH10,121.78125,912810PU Govt,WNH10 Comdty,ACT/ACT,15-May-2037,5,15-May-2007,2,15-Aug-2007,10-Mar-2016,99.765625
25-Jan-2010,0.8671,912810PU,WNH10,123.3125,912810PU Govt,WNH10 Comdty,ACT/ACT,15-May-2037,5,15-May-2007,2,15-Aug-2007,10-Mar-2016,99.96875
23-Mar-2010,0.8054,912810FT,WNM10,122.03125,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,99.390625
24-Mar-2010,0.8054,912810FT,WNM10,119.65625,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,97.390625
25-Mar-2010,0.8054,912810FT,WNM10,118.5625,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,96.953125
26-Mar-2010,0.8054,912810FT,WNM10,119.15625,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,97.1875
29-Mar-2010,0.8054,912810FT,WNM10,119,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,96.859375
30-Mar-2010,0.8054,912810FT,WNM10,119.09375,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,97.1875
31-Mar-2010,0.8054,912810FT,WNM10,119.96875,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,97.734375
1-Apr-2010,0.8054,912810FT,WNM10,119.78125,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,97.5
2-Apr-2010,0.8054,912810FT,WNM10,118.25,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,96.328125
5-Apr-2010,0.8054,912810FT,WNM10,117.59375,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,95.796875
6-Apr-2010,0.8054,912810FT,WNM10,117.53125,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,95.890625
7-Apr-2010,0.8054,912810FT,WNM10,119.46875,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,97.265625
8-Apr-2010,0.8054,912810FT,WNM10,119.15625,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,97.0625
9-Apr-2010,0.8054,912810FT,WNM10,119.46875,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,97.25
12-Apr-2010,0.8054,912810FT,WNM10,120.40625,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,97.9375
13-Apr-2010,0.8054,912810FT,WNM10,120.96875,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,98.15625
14-Apr-2010,0.8054,912810FT,WNM10,119.96875,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,97.421875
15-Apr-2010,0.8054,912810FT,WNM10,119.84375,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,97.640625
16-Apr-2010,0.8054,912810FT,WNM10,120.96875,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,98.265625
19-Apr-2010,0.8054,912810FT,WNM10,120.375,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,97.984375
20-Apr-2010,0.8054,912810FT,WNM10,120.9375,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,98.234375
21-Apr-2010,0.8054,912810FT,WNM10,122.15625,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,99.109375
22-Apr-2010,0.8054,912810FT,WNM10,121.71875,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,98.796875
23-Apr-2010,0.8054,912810FT,WNM10,121.125,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,98.4375
26-Apr-2010,0.8054,912810FT,WNM10,121,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,98.375
27-Apr-2010,0.8054,912810FT,WNM10,123.21875,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,99.734375
28-Apr-2010,0.8054,912810FT,WNM10,121.75,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,99
29-Apr-2010,0.8054,912810FT,WNM10,122.65625,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,99.515625
30-Apr-2010,0.8054,912810FT,WNM10,124.03125,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,100.703125
3-May-2010,0.8054,912810FT,WNM10,123.6875,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,100.59375
4-May-2010,0.8054,912810FT,WNM10,125.75,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,102.359375
5-May-2010,0.8054,912810FT,WNM10,126.59375,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,102.78125
6-May-2010,0.8054,912810FT,WNM10,131.4375,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,105.796875
7-May-2010,0.8054,912810FT,WNM10,128.75,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,104.484375
10-May-2010,0.8054,912810FT,WNM10,126.46875,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,102.40625
11-May-2010,0.8054,912810FT,WNM10,126.25,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,102.28125
12-May-2010,0.8054,912810FT,WNM10,125.28125,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,101.359375
13-May-2010,0.8054,912810FT,WNM10,125.5,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,102.203125
14-May-2010,0.8054,912810FT,WNM10,128.53125,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,103.609375
17-May-2010,0.8054,912810FT,WNM10,127.96875,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,103.34375
18-May-2010,0.8054,912810FT,WNM10,129.8125,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,105.4375
19-May-2010,0.8054,912810FT,WNM10,130.15625,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,105.15625
20-May-2010,0.8054,912810FT,WNM10,132.125,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,107.59375
21-May-2010,0.8054,912810FT,WNM10,133.4375,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,107.296875
24-May-2010,0.8054,912810FT,WNM10,132.4375,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,107.421875
25-May-2010,0.8054,912810FT,WNM10,133.8125,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,108
26-May-2010,0.8054,912810FT,WNM10,132.375,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,107.421875
27-May-2010,0.8054,912810FT,WNM10,129.71875,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,104.703125
28-May-2010,0.8054,912810FT,WNM10,130.25,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,105.359375
1-Jun-2010,0.8054,912810FT,WNM10,130.53125,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,105.875
2-Jun-2010,0.8054,912810FT,WNM10,130.03125,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,104.859375
3-Jun-2010,0.8054,912810FT,WNM10,129.0625,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,104.5
4-Jun-2010,0.8054,912810FT,WNM10,132.625,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,106.875
7-Jun-2010,0.8054,912810FT,WNM10,132.53125,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,107.640625
8-Jun-2010,0.8054,912810FT,WNM10,133.125,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,107.21875
9-Jun-2010,0.8054,912810FT,WNM10,132.71875,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,107.1875
10-Jun-2010,0.8054,912810FT,WNM10,130.25,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,105.21875
11-Jun-2010,0.8054,912810FT,WNM10,132.5,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,106.578125
14-Jun-2010,0.8054,912810FT,WNM10,131.15625,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,106.140625
15-Jun-2010,0.8054,912810FT,WNM10,130.5625,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,105.4375
16-Jun-2010,0.8054,912810FT,WNM10,131.21875,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,106.125
17-Jun-2010,0.8054,912810FT,WNM10,132.90625,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,107.109375
18-Jun-2010,0.8054,912810FT,WNM10,132.375,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,106.6875
21-Jun-2010,0.8054,912810FT,WNM10,132.1875,912810FT Govt,WNM10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Jun-2016,106.46875
22-Jun-2010,0.8061,912810FT,WNU10,131.90625,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,107.4375
23-Jun-2010,0.8061,912810FT,WNU10,132.75,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,108.203125
24-Jun-2010,0.8061,912810FT,WNU10,132.1875,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,107.375
25-Jun-2010,0.8061,912810FT,WNU10,132.59375,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,108.09375
28-Jun-2010,0.8061,912810FT,WNU10,133.78125,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,109.015625
29-Jun-2010,0.8061,912810FT,WNU10,135,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,110.15625
30-Jun-2010,0.8061,912810FT,WNU10,135.8125,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,110.84375
1-Jul-2010,0.8061,912810FT,WNU10,136.84375,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,110.734375
2-Jul-2010,0.8061,912810FT,WNU10,135.71875,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,110
6-Jul-2010,0.8061,912810FT,WNU10,136.40625,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,110.96875
7-Jul-2010,0.8061,912810FT,WNU10,135.125,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,109.78125
8-Jul-2010,0.8061,912810FT,WNU10,134.125,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,108.8125
9-Jul-2010,0.8061,912810FT,WNU10,133.28125,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,108.421875
12-Jul-2010,0.8061,912810FT,WNU10,133.3125,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,108.09375
13-Jul-2010,0.8061,912810FT,WNU10,132.0625,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,107.125
14-Jul-2010,0.8061,912810FT,WNU10,133.53125,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,108.5
15-Jul-2010,0.8061,912810FT,WNU10,134.90625,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,109.3125
16-Jul-2010,0.8061,912810FT,WNU10,135.46875,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,110.171875
19-Jul-2010,0.8061,912810FT,WNU10,134.71875,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,109.53125
20-Jul-2010,0.8061,912810FT,WNU10,135.28125,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,109.59375
21-Jul-2010,0.8061,912810FT,WNU10,136.59375,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,111.078125
22-Jul-2010,0.8061,912810FT,WNU10,135.40625,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,109.90625
23-Jul-2010,0.8061,912810FT,WNU10,134,912810FT Govt,WNU10 Comdty,ACT/ACT,15-Feb-2036,4.5,15-Feb-2006,2,15-Feb-2006,10-Sep-2016,108.8125
