,FUT_CNVS_FACTOR,FUT_CTD_CUSIP,FUT_CUR_GEN_TICKER,PX_LAST,join_id_bonds,join_id_fut,CPN,MATURITY,ISSUE_DT,DAY_CNT_DES,CPN_FREQ,INT_ACC_DT,CURRENT_CONTRACT_MONTH_YR,PX_LAST_BONDS
7/19/2004,0.84922,ED033382,RXU04,114.36,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,97.321
7/20/2004,0.84922,ED033382,RXU04,114.21,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,97.197
7/21/2004,0.84922,ED033382,RXU04,113.56,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,96.698
7/22/2004,0.84922,ED033382,RXU04,113.93,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,96.923
7/23/2004,0.84922,ED033382,RXU04,113.95,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,96.949
7/26/2004,0.84922,ED033382,RXU04,113.73,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,96.774
7/27/2004,0.84922,ED033382,RXU04,113.52,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,96.627
7/28/2004,0.84922,ED033382,RXU04,113.58,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,96.565
7/29/2004,0.84922,ED033382,RXU04,113.73,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,96.727
7/30/2004,0.84922,ED033382,RXU04,114.25,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,97.154
8/2/2004,0.84922,ED033382,RXU04,114.34,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,97.278
8/3/2004,0.84922,ED033382,RXU04,114.52,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,97.355
8/4/2004,0.84922,ED033382,RXU04,114.66,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,97.466
8/5/2004,0.84922,ED033382,RXU04,114.86,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,97.663
8/6/2004,0.84922,ED033382,RXU04,115.58,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.238
8/9/2004,0.84922,ED033382,RXU04,115.56,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.207
8/10/2004,0.84922,ED033382,RXU04,115.58,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.306
8/11/2004,0.84922,ED033382,RXU04,115.44,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.112
8/12/2004,0.84922,ED033382,RXU04,115.68,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.257
8/13/2004,0.84922,ED033382,RXU04,115.87,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.427
8/16/2004,0.84922,ED033382,RXU04,115.44,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.126
8/17/2004,0.84922,ED033382,RXU04,115.64,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.283
8/18/2004,0.84922,ED033382,RXU04,115.53,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.169
8/19/2004,0.84922,ED033382,RXU04,115.64,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.234
8/20/2004,0.84922,ED033382,RXU04,115.77,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.314
8/23/2004,0.84922,ED033382,RXU04,115.36,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,97.929
8/24/2004,0.84922,ED033382,RXU04,115.31,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,97.953
8/25/2004,0.84922,ED033382,RXU04,115.6,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.217
8/26/2004,0.84922,ED033382,RXU04,115.75,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.294
8/27/2004,0.84922,ED033382,RXU04,115.75,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.269
8/30/2004,0.84922,ED033382,RXU04,115.7,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.318
8/31/2004,0.84922,ED033382,RXU04,116.18,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.631
9/1/2004,0.84922,ED033382,RXU04,116.03,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.491
9/2/2004,0.84922,ED033382,RXU04,115.7,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,98.268
9/3/2004,0.84922,ED033382,RXU04,115.03,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,97.704
9/6/2004,0.84922,ED033382,RXU04,115.13,ED033382 Govt,RXU04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Sep,97.79
9/9/2004,0.8524,ED033382,RXZ04,114.71,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.188
9/10/2004,0.8524,ED033382,RXZ04,114.86,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.341
9/13/2004,0.8524,ED033382,RXZ04,114.89,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.253
9/14/2004,0.8524,ED033382,RXZ04,115,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.347
9/15/2004,0.8524,ED033382,RXZ04,114.94,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.306
9/16/2004,0.8524,ED033382,RXZ04,115.12,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.382
9/17/2004,0.8524,ED033382,RXZ04,115.31,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.588
9/20/2004,0.8524,ED033382,RXZ04,115.41,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.699
9/21/2004,0.8524,ED033382,RXZ04,115.39,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.651
9/22/2004,0.8524,ED033382,RXZ04,115.86,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.948
9/23/2004,0.8524,ED033382,RXZ04,116,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.159
9/24/2004,0.8524,ED033382,RXZ04,115.85,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.998
9/27/2004,0.8524,ED033382,RXZ04,115.97,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.201
9/28/2004,0.8524,ED033382,RXZ04,115.93,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.143
9/29/2004,0.8524,ED033382,RXZ04,115.63,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.856
9/30/2004,0.8524,ED033382,RXZ04,115.65,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.851
10/1/2004,0.8524,ED033382,RXZ04,115.36,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.632
10/4/2004,0.8524,ED033382,RXZ04,115.32,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.55
10/5/2004,0.8524,ED033382,RXZ04,115.59,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.818
10/6/2004,0.8524,ED033382,RXZ04,115.64,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.845
10/7/2004,0.8524,ED033382,RXZ04,115.46,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,98.679
10/8/2004,0.8524,ED033382,RXZ04,116.08,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.197
10/11/2004,0.8524,ED033382,RXZ04,116.05,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.13
10/12/2004,0.8524,ED033382,RXZ04,116.44,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.452
10/13/2004,0.8524,ED033382,RXZ04,116.42,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.442
10/14/2004,0.8524,ED033382,RXZ04,116.68,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.629
10/15/2004,0.8524,ED033382,RXZ04,116.37,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.537
10/18/2004,0.8524,ED033382,RXZ04,116.65,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.622
10/19/2004,0.8524,ED033382,RXZ04,116.53,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.459
10/20/2004,0.8524,ED033382,RXZ04,116.83,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.811
10/21/2004,0.8524,ED033382,RXZ04,116.87,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.791
10/22/2004,0.8524,ED033382,RXZ04,116.9,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.831
10/25/2004,0.8524,ED033382,RXZ04,117.22,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.094
10/26/2004,0.8524,ED033382,RXZ04,117.15,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.076
10/27/2004,0.8524,ED033382,RXZ04,116.84,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.957
10/28/2004,0.8524,ED033382,RXZ04,116.87,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.642
10/29/2004,0.8524,ED033382,RXZ04,116.94,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.76
11/1/2004,0.8524,ED033382,RXZ04,116.86,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.791
11/2/2004,0.8524,ED033382,RXZ04,116.68,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.529
11/3/2004,0.8524,ED033382,RXZ04,116.8,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.612
11/4/2004,0.8524,ED033382,RXZ04,117.17,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.99
11/5/2004,0.8524,ED033382,RXZ04,116.6,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.544
11/8/2004,0.8524,ED033382,RXZ04,116.72,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.583
11/9/2004,0.8524,ED033382,RXZ04,117.15,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.85
11/10/2004,0.8524,ED033382,RXZ04,116.93,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,99.811
11/11/2004,0.8524,ED033382,RXZ04,117.39,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.187
11/12/2004,0.8524,ED033382,RXZ04,117.85,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.451
11/15/2004,0.8524,ED033382,RXZ04,117.8,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.484
11/16/2004,0.8524,ED033382,RXZ04,117.96,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.664
11/17/2004,0.8524,ED033382,RXZ04,117.94,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.552
11/18/2004,0.8524,ED033382,RXZ04,117.56,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.217
11/19/2004,0.8524,ED033382,RXZ04,117.79,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.399
11/22/2004,0.8524,ED033382,RXZ04,117.98,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.586
11/23/2004,0.8524,ED033382,RXZ04,118.17,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.712
11/24/2004,0.8524,ED033382,RXZ04,118.18,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.728
11/25/2004,0.8524,ED033382,RXZ04,118.35,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.922
11/26/2004,0.8524,ED033382,RXZ04,118.42,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.923
11/29/2004,0.8524,ED033382,RXZ04,117.96,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.6
11/30/2004,0.8524,ED033382,RXZ04,118.23,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.761
12/1/2004,0.8524,ED033382,RXZ04,118.43,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.878
12/2/2004,0.8524,ED033382,RXZ04,117.93,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,100.489
12/3/2004,0.8524,ED033382,RXZ04,118.65,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,101.033
12/6/2004,0.8524,ED033382,RXZ04,118.99,ED033382 Govt,RXZ04 Comdty,3.75,7/4/2013,7/4/2003,ACT/ACT,1,7/4/2003,4-Dec,101.345
12/9/2004,0.882591,ED195422,RXH05,119.02,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.585
12/10/2004,0.882591,ED195422,RXH05,119.2,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.663
12/13/2004,0.882591,ED195422,RXH05,119.29,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.776
12/14/2004,0.882591,ED195422,RXH05,119.31,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.778
12/15/2004,0.882591,ED195422,RXH05,119.84,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,106.227
12/16/2004,0.882591,ED195422,RXH05,119.51,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.93
12/17/2004,0.882591,ED195422,RXH05,119.12,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.558
12/20/2004,0.882591,ED195422,RXH05,119.33,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.737
12/21/2004,0.882591,ED195422,RXH05,119.11,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.496
12/22/2004,0.882591,ED195422,RXH05,119.04,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.468
12/23/2004,0.882591,ED195422,RXH05,119.28,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.717
12/27/2004,0.882591,ED195422,RXH05,119.03,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.552
12/28/2004,0.882591,ED195422,RXH05,118.47,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.066
12/29/2004,0.882591,ED195422,RXH05,118.15,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,104.795
12/30/2004,0.882591,ED195422,RXH05,118.59,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,104.989
1/3/2005,0.882591,ED195422,RXH05,118.94,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.354
1/4/2005,0.882591,ED195422,RXH05,118.85,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.249
1/5/2005,0.882591,ED195422,RXH05,118.9,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.208
1/6/2005,0.882591,ED195422,RXH05,119.03,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.454
1/7/2005,0.882591,ED195422,RXH05,119.19,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.591
1/10/2005,0.882591,ED195422,RXH05,119.33,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.712
1/11/2005,0.882591,ED195422,RXH05,119.33,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.649
1/12/2005,0.882591,ED195422,RXH05,119.26,ED195422 Govt,RXH05 Comdty,4.25,1/4/2014,10/31/2003,ACT/ACT,1,10/31/2003,5-Mar,105.625
