Date,ConversionFactor,CTD CUSIP,Futures Ticker,Futures Price,CTD Bond ID,Futures ID,CTD Coupon,CTD Maturity Date,CTD Interest Accrual Date,CTD Day Count,CTD Coupon Frequency,CTD Issue Date,Futures Expiry Month/Year,CTD Price
30-Jul-2004,0.84922,ED033382,RXU04,114.25,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,97.154
2-Aug-2004,0.84922,ED033382,RXU04,114.34,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,97.278
3-Aug-2004,0.84922,ED033382,RXU04,114.52,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,97.355
4-Aug-2004,0.84922,ED033382,RXU04,114.66,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,97.466
5-Aug-2004,0.84922,ED033382,RXU04,114.86,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,97.663
6-Aug-2004,0.84922,ED033382,RXU04,115.58,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.238
9-Aug-2004,0.84922,ED033382,RXU04,115.56,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.207
10-Aug-2004,0.84922,ED033382,RXU04,115.58,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.306
11-Aug-2004,0.84922,ED033382,RXU04,115.44,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.112
12-Aug-2004,0.84922,ED033382,RXU04,115.68,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.257
13-Aug-2004,0.84922,ED033382,RXU04,115.87,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.427
16-Aug-2004,0.84922,ED033382,RXU04,115.44,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.126
17-Aug-2004,0.84922,ED033382,RXU04,115.64,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.283
18-Aug-2004,0.84922,ED033382,RXU04,115.53,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.169
19-Aug-2004,0.84922,ED033382,RXU04,115.64,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.234
20-Aug-2004,0.84922,ED033382,RXU04,115.77,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.314
23-Aug-2004,0.84922,ED033382,RXU04,115.36,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,97.929
24-Aug-2004,0.84922,ED033382,RXU04,115.31,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,97.953
25-Aug-2004,0.84922,ED033382,RXU04,115.6,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.217
26-Aug-2004,0.84922,ED033382,RXU04,115.75,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.294
27-Aug-2004,0.84922,ED033382,RXU04,115.75,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.269
30-Aug-2004,0.84922,ED033382,RXU04,115.7,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.318
31-Aug-2004,0.84922,ED033382,RXU04,116.18,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.631
1-Sep-2004,0.84922,ED033382,RXU04,116.03,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.491
2-Sep-2004,0.84922,ED033382,RXU04,115.7,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,98.268
3-Sep-2004,0.84922,ED033382,RXU04,115.03,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,97.704
6-Sep-2004,0.84922,ED033382,RXU04,115.13,ED033382 Govt,RXU04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Sep-2016,97.79
9-Sep-2004,0.8524,ED033382,RXZ04,114.71,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.188
10-Sep-2004,0.8524,ED033382,RXZ04,114.86,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.341
13-Sep-2004,0.8524,ED033382,RXZ04,114.89,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.253
14-Sep-2004,0.8524,ED033382,RXZ04,115,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.347
15-Sep-2004,0.8524,ED033382,RXZ04,114.94,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.306
16-Sep-2004,0.8524,ED033382,RXZ04,115.12,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.382
17-Sep-2004,0.8524,ED033382,RXZ04,115.31,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.588
20-Sep-2004,0.8524,ED033382,RXZ04,115.41,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.699
21-Sep-2004,0.8524,ED033382,RXZ04,115.39,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.651
22-Sep-2004,0.8524,ED033382,RXZ04,115.86,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.948
23-Sep-2004,0.8524,ED033382,RXZ04,116,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.159
24-Sep-2004,0.8524,ED033382,RXZ04,115.85,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.998
27-Sep-2004,0.8524,ED033382,RXZ04,115.97,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.201
28-Sep-2004,0.8524,ED033382,RXZ04,115.93,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.143
29-Sep-2004,0.8524,ED033382,RXZ04,115.63,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.856
30-Sep-2004,0.8524,ED033382,RXZ04,115.65,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.851
1-Oct-2004,0.8524,ED033382,RXZ04,115.36,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.632
4-Oct-2004,0.8524,ED033382,RXZ04,115.32,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.55
5-Oct-2004,0.8524,ED033382,RXZ04,115.59,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.818
6-Oct-2004,0.8524,ED033382,RXZ04,115.64,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.845
7-Oct-2004,0.8524,ED033382,RXZ04,115.46,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,98.679
8-Oct-2004,0.8524,ED033382,RXZ04,116.08,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.197
11-Oct-2004,0.8524,ED033382,RXZ04,116.05,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.13
12-Oct-2004,0.8524,ED033382,RXZ04,116.44,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.452
13-Oct-2004,0.8524,ED033382,RXZ04,116.42,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.442
14-Oct-2004,0.8524,ED033382,RXZ04,116.68,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.629
15-Oct-2004,0.8524,ED033382,RXZ04,116.37,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.537
18-Oct-2004,0.8524,ED033382,RXZ04,116.65,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.622
19-Oct-2004,0.8524,ED033382,RXZ04,116.53,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.459
20-Oct-2004,0.8524,ED033382,RXZ04,116.83,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.811
21-Oct-2004,0.8524,ED033382,RXZ04,116.87,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.791
22-Oct-2004,0.8524,ED033382,RXZ04,116.9,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.831
25-Oct-2004,0.8524,ED033382,RXZ04,117.22,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.094
26-Oct-2004,0.8524,ED033382,RXZ04,117.15,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.076
27-Oct-2004,0.8524,ED033382,RXZ04,116.84,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.957
28-Oct-2004,0.8524,ED033382,RXZ04,116.87,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.642
29-Oct-2004,0.8524,ED033382,RXZ04,116.94,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.76
1-Nov-2004,0.8524,ED033382,RXZ04,116.86,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.791
2-Nov-2004,0.8524,ED033382,RXZ04,116.68,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.529
3-Nov-2004,0.8524,ED033382,RXZ04,116.8,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.612
4-Nov-2004,0.8524,ED033382,RXZ04,117.17,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.99
5-Nov-2004,0.8524,ED033382,RXZ04,116.6,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.544
8-Nov-2004,0.8524,ED033382,RXZ04,116.72,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.583
9-Nov-2004,0.8524,ED033382,RXZ04,117.15,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.85
10-Nov-2004,0.8524,ED033382,RXZ04,116.93,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,99.811
11-Nov-2004,0.8524,ED033382,RXZ04,117.39,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.187
12-Nov-2004,0.8524,ED033382,RXZ04,117.85,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.451
15-Nov-2004,0.8524,ED033382,RXZ04,117.8,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.484
16-Nov-2004,0.8524,ED033382,RXZ04,117.96,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.664
17-Nov-2004,0.8524,ED033382,RXZ04,117.94,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.552
18-Nov-2004,0.8524,ED033382,RXZ04,117.56,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.217
19-Nov-2004,0.8524,ED033382,RXZ04,117.79,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.399
22-Nov-2004,0.8524,ED033382,RXZ04,117.98,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.586
23-Nov-2004,0.8524,ED033382,RXZ04,118.17,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.712
24-Nov-2004,0.8524,ED033382,RXZ04,118.18,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.728
25-Nov-2004,0.8524,ED033382,RXZ04,118.35,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.922
26-Nov-2004,0.8524,ED033382,RXZ04,118.42,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.923
29-Nov-2004,0.8524,ED033382,RXZ04,117.96,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.6
30-Nov-2004,0.8524,ED033382,RXZ04,118.23,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.761
1-Dec-2004,0.8524,ED033382,RXZ04,118.43,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.878
2-Dec-2004,0.8524,ED033382,RXZ04,117.93,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,100.489
3-Dec-2004,0.8524,ED033382,RXZ04,118.65,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,101.033
6-Dec-2004,0.8524,ED033382,RXZ04,118.99,ED033382 Govt,RXZ04 Comdty,3.75,4-Jul-2013,4-Jul-2003,ACT/ACT,1,4-Jul-2003,4-Dec-2016,101.345
9-Dec-2004,0.882591,ED195422,RXH05,119.02,ED195422 Govt,RXH05 Comdty,4.25,4-Jan-2014,31-Oct-2003,ACT/ACT,1,31-Oct-2003,5-Mar-2016,105.585
10-Dec-2004,0.882591,ED195422,RXH05,119.2,ED195422 Govt,RXH05 Comdty,4.25,4-Jan-2014,31-Oct-2003,ACT/ACT,1,31-Oct-2003,5-Mar-2016,105.663
13-Dec-2004,0.882591,ED195422,RXH05,119.29,ED195422 Govt,RXH05 Comdty,4.25,4-Jan-2014,31-Oct-2003,ACT/ACT,1,31-Oct-2003,5-Mar-2016,105.776
14-Dec-2004,0.882591,ED195422,RXH05,119.31,ED195422 Govt,RXH05 Comdty,4.25,4-Jan-2014,31-Oct-2003,ACT/ACT,1,31-Oct-2003,5-Mar-2016,105.778
15-Dec-2004,0.882591,ED195422,RXH05,119.84,ED195422 Govt,RXH05 Comdty,4.25,4-Jan-2014,31-Oct-2003,ACT/ACT,1,31-Oct-2003,5-Mar-2016,106.227
16-Dec-2004,0.882591,ED195422,RXH05,119.51,ED195422 Govt,RXH05 Comdty,4.25,4-Jan-2014,31-Oct-2003,ACT/ACT,1,31-Oct-2003,5-Mar-2016,105.93
17-Dec-2004,0.882591,ED195422,RXH05,119.12,ED195422 Govt,RXH05 Comdty,4.25,4-Jan-2014,31-Oct-2003,ACT/ACT,1,31-Oct-2003,5-Mar-2016,105.558
