Date,ConversionFactor,CTD CUSIP,Futures Ticker,Futures Price,CTD Bond ID,Futures ID,CTD Coupon Frequency,CTD Day Count,CTD Maturity Date,CTD Interest Accrual Date,CTD Issue Date,CTD Coupon,Futures Expiry Month/Year,CTD Price
16-Sep-2013,0.872263,EG395336,OATZ13,130.5,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,114.77
17-Sep-2013,0.872263,EG395336,OATZ13,130.41,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,114.79
18-Sep-2013,0.872263,EG395336,OATZ13,130.22,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,114.548
19-Sep-2013,0.872263,EG395336,OATZ13,131.09,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,115.357
20-Sep-2013,0.872263,EG395336,OATZ13,130.74,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,115.088
23-Sep-2013,0.872263,EG395336,OATZ13,131.18,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,115.343
24-Sep-2013,0.872263,EG395336,OATZ13,131.84,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,116.01
25-Sep-2013,0.872263,EG395336,OATZ13,132.2,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,116.13
26-Sep-2013,0.872263,EG395336,OATZ13,132.06,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,116.028
27-Sep-2013,0.872263,EG395336,OATZ13,132.31,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,116.275
30-Sep-2013,0.872263,EG395336,OATZ13,132.49,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,116.388
1-Oct-2013,0.872263,EG395336,OATZ13,132.46,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,116.328
2-Oct-2013,0.872263,EG395336,OATZ13,132.42,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,116.158
3-Oct-2013,0.872263,EG395336,OATZ13,132.21,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,116.143
4-Oct-2013,0.872263,EG395336,OATZ13,132.15,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,115.97
7-Oct-2013,0.872263,EG395336,OATZ13,132.43,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,116.225
8-Oct-2013,0.872263,EG395336,OATZ13,132.29,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,116.167
9-Oct-2013,0.872263,EG395336,OATZ13,132.3,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,116.072
10-Oct-2013,0.872263,EG395336,OATZ13,131.91,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,115.7
11-Oct-2013,0.872263,EG395336,OATZ13,132.09,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,115.815
14-Oct-2013,0.872263,EG395336,OATZ13,132.11,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,115.865
15-Oct-2013,0.872263,EG395336,OATZ13,131.7,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,115.44
16-Oct-2013,0.872263,EG395336,OATZ13,131.49,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,115.31
17-Oct-2013,0.872263,EG395336,OATZ13,132.05,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,115.808
18-Oct-2013,0.872263,EG395336,OATZ13,132.46,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,116.143
21-Oct-2013,0.872263,EG395336,OATZ13,132.38,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,116.058
22-Oct-2013,0.872263,EG395336,OATZ13,133.13,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,116.69
23-Oct-2013,0.872263,EG395336,OATZ13,133.52,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,116.977
24-Oct-2013,0.872263,EG395336,OATZ13,133.52,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,116.988
25-Oct-2013,0.872263,EG395336,OATZ13,133.64,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.033
28-Oct-2013,0.872263,EG395336,OATZ13,133.76,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.143
29-Oct-2013,0.872263,EG395336,OATZ13,133.98,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.322
30-Oct-2013,0.872263,EG395336,OATZ13,134.35,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.625
31-Oct-2013,0.872263,EG395336,OATZ13,134.68,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.895
1-Nov-2013,0.872263,EG395336,OATZ13,134.7,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.985
4-Nov-2013,0.872263,EG395336,OATZ13,134.78,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,118
5-Nov-2013,0.872263,EG395336,OATZ13,134.03,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.305
6-Nov-2013,0.872263,EG395336,OATZ13,134,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.238
7-Nov-2013,0.872263,EG395336,OATZ13,134.59,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.852
8-Nov-2013,0.872263,EG395336,OATZ13,134.04,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.17
11-Nov-2013,0.872263,EG395336,OATZ13,134.02,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.197
12-Nov-2013,0.872263,EG395336,OATZ13,133.66,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,116.85
13-Nov-2013,0.872263,EG395336,OATZ13,134.25,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.415
14-Nov-2013,0.872263,EG395336,OATZ13,134.68,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.723
15-Nov-2013,0.872263,EG395336,OATZ13,134.54,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.588
18-Nov-2013,0.872263,EG395336,OATZ13,134.68,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.697
19-Nov-2013,0.872263,EG395336,OATZ13,134.36,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.39
20-Nov-2013,0.872263,EG395336,OATZ13,134.44,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.418
21-Nov-2013,0.872263,EG395336,OATZ13,134.22,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.218
22-Nov-2013,0.872263,EG395336,OATZ13,134.34,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.365
25-Nov-2013,0.872263,EG395336,OATZ13,134.57,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.558
26-Nov-2013,0.872263,EG395336,OATZ13,134.89,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.822
27-Nov-2013,0.872263,EG395336,OATZ13,134.8,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.563
28-Nov-2013,0.872263,EG395336,OATZ13,134.83,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.697
29-Nov-2013,0.872263,EG395336,OATZ13,135.03,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.87
2-Dec-2013,0.872263,EG395336,OATZ13,134.75,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.593
3-Dec-2013,0.872263,EG395336,OATZ13,135.08,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.895
4-Dec-2013,0.872263,EG395336,OATZ13,134.56,EG395336 Govt,OATZ13 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,13-Dec-2016,117.26
9-Dec-2013,0.874484,EG395336,OATH14,132.37,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,116.888
10-Dec-2013,0.874484,EG395336,OATH14,132.51,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,116.988
11-Dec-2013,0.874484,EG395336,OATH14,132.64,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,117.113
12-Dec-2013,0.874484,EG395336,OATH14,132.5,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,116.878
13-Dec-2013,0.874484,EG395336,OATH14,132.61,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,117.003
16-Dec-2013,0.874484,EG395336,OATH14,132.6,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,116.928
17-Dec-2013,0.874484,EG395336,OATH14,132.64,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,116.998
18-Dec-2013,0.874484,EG395336,OATH14,132.47,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,116.783
19-Dec-2013,0.874484,EG395336,OATH14,132.31,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,116.61
20-Dec-2013,0.874484,EG395336,OATH14,132.42,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,116.655
23-Dec-2013,0.874484,EG395336,OATH14,132.18,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,116.443
27-Dec-2013,0.874484,EG395336,OATH14,131.36,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,115.623
30-Dec-2013,0.874484,EG395336,OATH14,131.44,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,115.74
2-Jan-2014,0.874484,EG395336,OATH14,131.55,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,115.795
3-Jan-2014,0.874484,EG395336,OATH14,131.62,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,115.86
6-Jan-2014,0.874484,EG395336,OATH14,131.88,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,116.072
7-Jan-2014,0.874484,EG395336,OATH14,132.22,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,116.37
8-Jan-2014,0.874484,EG395336,OATH14,132.1,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,116.238
9-Jan-2014,0.874484,EG395336,OATH14,131.71,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,115.713
10-Jan-2014,0.874484,EG395336,OATH14,132.26,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,116.352
13-Jan-2014,0.874484,EG395336,OATH14,132.55,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,116.55
14-Jan-2014,0.874484,EG395336,OATH14,132.75,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,116.735
15-Jan-2014,0.874484,EG395336,OATH14,132.59,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,116.58
16-Jan-2014,0.874484,EG395336,OATH14,133.05,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,116.918
17-Jan-2014,0.874484,EG395336,OATH14,133.45,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,117.27
20-Jan-2014,0.874484,EG395336,OATH14,133.67,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,117.455
21-Jan-2014,0.874484,EG395336,OATH14,133.57,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,117.352
22-Jan-2014,0.874484,EG395336,OATH14,133.27,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,117.018
23-Jan-2014,0.874484,EG395336,OATH14,133.49,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,117.208
24-Jan-2014,0.874484,EG395336,OATH14,134.04,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,117.665
27-Jan-2014,0.874484,EG395336,OATH14,134.18,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,117.8
28-Jan-2014,0.874484,EG395336,OATH14,134.17,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,117.793
29-Jan-2014,0.874484,EG395336,OATH14,134.48,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,118.03
30-Jan-2014,0.874484,EG395336,OATH14,134.91,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,118.358
31-Jan-2014,0.874484,EG395336,OATH14,135.78,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,119.115
3-Feb-2014,0.874484,EG395336,OATH14,135.9,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,119.243
4-Feb-2014,0.874484,EG395336,OATH14,135.79,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,119.065
5-Feb-2014,0.874484,EG395336,OATH14,135.81,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,119.065
6-Feb-2014,0.874484,EG395336,OATH14,135.16,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,118.53
7-Feb-2014,0.874484,EG395336,OATH14,135.59,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,118.878
10-Feb-2014,0.874484,EG395336,OATH14,135.28,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,118.545
11-Feb-2014,0.874484,EG395336,OATH14,135.21,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,118.493
12-Feb-2014,0.874484,EG395336,OATH14,134.89,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,118.235
13-Feb-2014,0.874484,EG395336,OATH14,135.29,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,118.575
14-Feb-2014,0.874484,EG395336,OATH14,135.2,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,118.463
17-Feb-2014,0.874484,EG395336,OATH14,135.22,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,118.445
18-Feb-2014,0.874484,EG395336,OATH14,135.48,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,118.74
19-Feb-2014,0.874484,EG395336,OATH14,135.58,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,118.713
20-Feb-2014,0.874484,EG395336,OATH14,135.16,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,118.373
21-Feb-2014,0.874484,EG395336,OATH14,135.67,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,118.792
24-Feb-2014,0.874484,EG395336,OATH14,135.6,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,118.675
25-Feb-2014,0.874484,EG395336,OATH14,135.96,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,119.075
26-Feb-2014,0.874484,EG395336,OATH14,136.49,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,119.37
27-Feb-2014,0.874484,EG395336,OATH14,137.21,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,120.088
28-Feb-2014,0.874484,EG395336,OATH14,136.51,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,119.368
3-Mar-2014,0.874484,EG395336,OATH14,137.03,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,119.958
4-Mar-2014,0.874484,EG395336,OATH14,136.79,EG395336 Govt,OATH14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Mar-2016,119.595
7-Mar-2014,0.876945,EG395336,OATM14,134.6,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,119.008
10-Mar-2014,0.876945,EG395336,OATM14,134.72,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,119.143
11-Mar-2014,0.876945,EG395336,OATM14,134.49,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,118.958
12-Mar-2014,0.876945,EG395336,OATM14,134.92,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,119.308
13-Mar-2014,0.876945,EG395336,OATM14,135.44,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,119.753
14-Mar-2014,0.876945,EG395336,OATM14,135.62,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,119.88
17-Mar-2014,0.876945,EG395336,OATM14,135.52,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,119.805
18-Mar-2014,0.876945,EG395336,OATM14,135.62,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,119.893
19-Mar-2014,0.876945,EG395336,OATM14,135.25,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,119.463
20-Mar-2014,0.876945,EG395336,OATM14,134.9,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,119.223
21-Mar-2014,0.876945,EG395336,OATM14,135.26,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,119.488
24-Mar-2014,0.876945,EG395336,OATM14,135.66,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,119.88
25-Mar-2014,0.876945,EG395336,OATM14,135.75,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,119.933
26-Mar-2014,0.876945,EG395336,OATM14,136.11,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.135
27-Mar-2014,0.876945,EG395336,OATM14,136.59,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.538
28-Mar-2014,0.876945,EG395336,OATM14,136.39,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.463
31-Mar-2014,0.876945,EG395336,OATM14,136.27,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.255
1-Apr-2014,0.876945,EG395336,OATM14,135.97,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.083
2-Apr-2014,0.876945,EG395336,OATM14,135.62,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,119.673
3-Apr-2014,0.876945,EG395336,OATM14,135.89,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,119.903
4-Apr-2014,0.876945,EG395336,OATM14,136.8,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.695
7-Apr-2014,0.876945,EG395336,OATM14,136.72,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.585
8-Apr-2014,0.876945,EG395336,OATM14,136.43,EG395336 Govt,OATM14 Comdty,1,ACT/ACT,25-Oct-2023,9-May-2007,25-Oct-2006,4.25,14-Jun-2016,120.403
