,SFDR1T   Curncy,SF0001W  Index,SF0001M  Index,SF0002M  Index,SF0003M  Index,SF0006M  Index,SF0012M  Index,SFSW2    Curncy,SFSW3    Curncy,SFSW4    Curncy,SFSW5    Curncy,SFSW6    Curncy,SFSW7    Curncy,SFSW8    Curncy,SFSW9    Curncy,SFSW10   Curncy,SFSW12   Curncy,SFSW15   Curncy,SFSW20   Curncy,SFSW25   Curncy,SFSW30   Curncy
1/22/1991,,,8.56,8.63,8.63,8.5,,8.1,8,7.66,7.61,,7.44,,,7.34,,,,,
1/23/1991,,,8.25,8.38,8.44,8.44,,8.06,7.96,7.56,7.55,,7.38,,,7.28,,,,,
1/24/1991,,,8.38,8.25,8.31,8.31,,7.93,7.82,7.46,7.43,,7.2,,,7.11,,,,,
1/25/1991,,,8.38,8.25,8.31,8.31,,7.73,7.51,7.3,7.28,,7.1,,,7.03,,,,,
1/28/1991,,,8.31,8.31,8.31,8.31,,7.78,7.58,7.4,7.36,,7.11,,,6.98,,,,,
1/29/1991,,,8.19,8.31,8.31,8.25,,7.75,7.55,7.33,7.31,,7.06,,,6.94,,,,,
1/30/1991,,,8,8.06,8.06,8.06,,7.66,7.48,7.28,7.26,,6.98,,,6.84,,,,,
1/31/1991,,,8,8,8,8,,7.76,7.53,7.38,7.33,,7.11,,,7,,,,,
2/1/1991,,,8.19,8.19,8.19,8.25,,7.73,7.56,7.4,7.33,,7.08,,,6.98,,,,,
2/4/1991,,,8.19,8.19,8.19,8.25,,7.68,7.51,7.33,7.3,,7.01,,,6.94,,,,,
2/5/1991,,,8.19,8.19,8.19,8.25,,7.64,7.5,7.32,7.28,,6.98,,,6.91,,,,,
2/6/1991,,,7.94,7.94,7.94,7.81,,7.58,7.44,7.28,7.24,,6.94,,,6.9,,,,,
2/7/1991,,,7.94,7.94,7.94,7.81,,7.5,7.33,7.15,7.13,,6.94,,,6.86,,,,,
2/8/1991,,,7.94,7.94,7.94,7.81,,7.52,7.36,7.17,7.12,,6.95,,,6.88,,,,,
2/11/1991,,,7.94,7.94,7.94,7.81,,7.46,7.33,7.11,7.08,,6.9,,,6.84,,,,,
2/12/1991,,,7.94,7.94,7.94,7.81,,7.53,7.33,7.17,7.14,,6.9,,,6.84,,,,,
2/13/1991,,,7.94,7.94,7.94,7.81,,7.46,7.25,7.08,7.03,,6.84,,,6.81,,,,,
2/14/1991,,,7.94,7.94,7.94,7.81,,7.18,7.01,6.8,6.78,,6.68,,,6.64,,,,,
2/15/1991,,,7.81,7.81,7.81,7.88,,7.13,6.91,6.76,6.73,,6.64,,,6.61,,,,,
2/18/1991,,,,,,,,7.1,6.91,6.76,6.72,,6.62,,,6.57,,,,,
2/19/1991,,,7.81,7.81,7.81,7.88,,7.14,6.94,6.77,6.73,,6.65,,,6.61,,,,,
2/20/1991,,,,,,,,7.23,7.08,6.86,6.84,,6.75,,,6.64,,,,,
2/21/1991,,,7.81,7.81,7.81,7.88,,7.28,7.14,6.9,6.88,,6.77,,,6.66,,,,,
2/22/1991,,,7.81,7.81,7.81,7.88,,7.31,7.17,6.91,6.89,,6.77,,,6.67,,,,,
2/25/1991,,,7.81,7.81,7.81,7.88,,7.33,7.2,6.93,6.91,,6.78,,,6.68,,,,,
2/26/1991,,,7.81,7.81,7.81,7.88,,7.42,7.28,7,6.98,,6.86,,,6.76,,,,,
2/27/1991,,,7.81,7.81,7.81,7.88,,7.42,7.31,7,6.98,,6.86,,,6.76,,,,,
2/28/1991,,,8.25,8.19,8.25,8.06,,7.55,7.41,7.14,7.12,,6.93,,,6.81,,,,,
3/1/1991,,,8.25,8.19,8.25,8.06,,7.55,7.41,7.14,7.12,,6.93,,,6.81,,,,,
3/4/1991,,,,,,,,7.5,7.41,7.11,7.09,,6.92,,,6.81,,,,,
3/5/1991,,,8.25,8.25,8.13,8.13,,7.51,7.41,7.16,7.15,,6.93,,,6.84,,,,,
3/6/1991,,,,,,,,7.42,7.32,7.11,7.09,,6.9,,,6.82,,,,,
3/7/1991,,,8.25,8.25,8.13,8.13,,7.43,7.34,7.13,7.08,,6.91,,,6.85,,,,,
3/8/1991,,,8.25,8.13,8.13,8.06,,7.43,7.34,7.13,7.08,,6.91,,,6.85,,,,,
3/11/1991,,,8.25,8.13,8.13,8.06,,7.53,7.4,7.18,7.13,,6.96,,,6.88,,,,,
3/12/1991,,,8.25,8.13,8.13,8.06,,7.47,7.36,7.11,7.06,,6.88,,,6.84,,,,,
3/13/1991,,,8.38,8.31,8.25,8.06,,7.44,7.32,7.11,7.03,,6.88,,,6.84,,,,,
3/14/1991,,,,,,,,7.42,7.25,7.04,7,,6.82,,,6.8,,,,,
3/15/1991,,,8.38,8.31,8.25,8.06,,7.54,7.3,7.1,7.06,,6.92,,,6.86,,,,,
3/18/1991,,,8.38,8.31,8.25,8.06,,7.58,7.33,7.14,7.08,,6.93,,,6.88,,,,,
3/19/1991,,,8.38,8.31,8.25,8.06,,7.64,7.44,7.22,7.18,,6.98,,,6.96,,,,,
3/20/1991,,,8.38,8.31,8.25,8.06,,7.55,7.33,7.18,7.16,,6.96,,,6.92,,,,,
3/21/1991,,,8.38,8.31,8.25,8.06,,7.47,7.26,7.06,7.03,,6.91,,,6.86,,,,,
3/22/1991,,,8.38,8.31,8.25,8.06,,7.47,7.26,7.06,7.03,,6.91,,,6.86,,,,,
3/25/1991,,,8.56,8.63,8.56,8.19,,7.46,7.26,7.07,7.01,,6.9,,,6.88,,,,,
3/26/1991,,,8.56,8.63,8.56,8.19,,7.5,7.29,7.09,7.06,,6.92,,,6.86,,,,,
3/27/1991,,,8.56,8.63,8.56,8.19,,7.46,7.26,7.08,7.05,,6.91,,,6.86,,,,,
3/28/1991,,,,,,,,7.46,7.26,7.08,7.05,,6.91,,,6.86,,,,,
3/29/1991,,,,,,,,7.46,7.26,7.08,7.05,,6.91,,,6.86,,,,,
4/1/1991,,,8.56,8.63,8.56,8.19,,7.46,7.26,7.08,7.05,,6.91,,,6.86,,,,,
4/2/1991,,,8.56,8.63,8.56,8.19,,7.48,7.25,7.07,7.02,,6.86,,,6.84,,,,,
4/3/1991,,,8.56,8.63,8.56,8.19,,7.45,7.23,7.06,7.01,,6.85,,,6.83,,,,,
4/4/1991,,,8.56,8.63,8.56,8.19,,7.41,7.21,7.02,7,,6.83,,,6.8,,,,,
4/5/1991,,,8.56,8.63,8.56,8.19,,7.33,7.12,6.92,6.9,,6.75,,,6.73,,,,,
4/8/1991,,,8.56,8.63,8.56,8.19,,7.33,7.12,6.92,6.9,,6.75,,,6.73,,,,,
4/9/1991,,,8.56,8.63,8.56,8.19,,7.36,7.12,6.92,6.86,,6.73,,,6.7,,,,,
4/10/1991,,,8.56,8.63,8.56,8.19,,7.42,7.18,6.96,6.92,,6.78,,,6.76,,,,,
4/11/1991,,,8.56,8.63,8.56,8.19,,7.38,7.16,6.96,6.92,,6.8,,,6.77,,,,,
4/12/1991,,,8.56,8.63,8.56,8.19,,7.38,7.13,6.92,6.88,,6.75,,,6.73,,,,,
4/15/1991,,,8.63,8.56,8.5,8.38,,7.36,7.12,6.9,6.86,,6.76,,,6.74,,,,,
4/16/1991,,,8.63,8.56,8.5,8.38,,7.43,7.21,6.96,6.93,,6.8,,,6.78,,,,,
4/17/1991,,,8.63,8.56,8.5,8.38,,7.44,7.2,6.98,6.95,,6.8,,,6.78,,,,,
4/18/1991,,,8.63,8.56,8.5,8.38,,7.42,7.17,6.93,6.93,,6.78,,,6.74,,,,,
4/19/1991,,,8.63,8.56,8.5,8.38,,7.46,7.19,6.96,6.92,,6.8,,,6.78,,,,,
4/22/1991,,,8.63,8.56,8.5,8.38,,7.48,7.2,6.98,6.96,,6.82,,,6.81,,,,,
4/23/1991,,,8.5,8.5,8.5,8.25,,7.49,7.2,6.98,6.96,,6.82,,,6.81,,,,,
4/24/1991,,,8.5,8.5,8.5,8.25,,7.48,7.2,6.99,6.98,,6.82,,,6.81,,,,,
4/25/1991,,,8.5,8.5,8.5,8.25,,7.51,7.21,7.01,6.98,,6.76,,,6.73,,,,,
4/26/1991,,,,,,,,7.58,7.25,7.05,7.03,,6.8,,,6.78,,,,,
4/29/1991,,,8.5,8.5,8.5,8.25,,7.59,7.25,7.05,7.03,,6.82,,,6.78,,,,,
4/30/1991,,,8.63,8.63,8.63,8.5,,7.59,7.25,7.06,7.03,,6.83,,,6.8,,,,,
5/1/1991,,,8.63,8.63,8.63,8.5,,7.57,7.22,7.01,6.99,,6.78,,,6.75,,,,,
5/2/1991,,,8.63,,8.63,8.5,,7.57,7.22,7.01,6.99,,6.78,,,6.75,,,,,
5/3/1991,,,8.63,8.63,8.63,8.5,,7.62,7.26,7.06,7.03,,6.83,,,6.8,,,,,
5/6/1991,,,8.63,8.63,8.63,8.5,,7.62,7.26,7.06,7.03,,6.83,,,6.8,,,,,
5/7/1991,,,8.63,8.63,8.63,8.5,,7.65,7.28,7.08,7.07,,6.88,,,6.86,,,,,
5/8/1991,,,8.63,8.63,8.63,8.5,,7.64,7.27,7.08,7.07,,6.88,,,6.86,,,,,
5/9/1991,,,8.63,8.63,8.63,8.5,,7.62,7.27,7.07,7.04,,6.88,,,6.86,,,,,
5/10/1991,,,8.63,8.63,8.63,8.5,,7.62,7.25,7.06,7.03,,6.83,,,6.82,,,,,
5/13/1991,,,8.63,8.63,8.63,8.5,,7.58,7.22,7.03,7.02,,6.84,,,6.82,,,,,
5/14/1991,,,8.63,8.63,8.63,8.5,,7.61,7.25,7.05,7.01,,6.84,,,6.82,,,,,
5/15/1991,,,8.63,8.63,8.63,8.5,,7.58,7.23,7.04,7.01,,6.84,,,6.82,,,,,
5/16/1991,,,8.63,8.63,8.63,8.5,,7.54,7.18,7,6.95,,6.8,,,6.78,,,,,
5/17/1991,,,8.63,8.63,8.63,8.5,,7.54,7.18,7,6.95,,6.8,,,6.78,,,,,
5/20/1991,,,8.63,8.63,8.63,8.5,,7.56,7.16,7,6.95,,6.8,,,6.78,,,,,
5/21/1991,,,8.13,8.13,8.19,8.13,,7.49,7.13,6.96,6.93,,6.8,,,6.76,,,,,
5/22/1991,,,8.13,8.13,8.13,8.13,,7.45,7.12,6.93,6.91,,6.78,,,6.75,,,,,
5/23/1991,,,8.13,8.13,8.19,8.13,,7.5,7.17,6.99,6.94,,6.81,,,6.78,,,,,
5/24/1991,,,,,,,,7.49,7.18,7.01,6.95,,6.85,,,6.81,,,,,
5/27/1991,,,,,,,,7.48,7.18,6.99,6.94,,6.83,,,6.8,,,,,
5/28/1991,,,8.13,8.13,8.19,8.13,,7.47,7.16,6.98,6.92,,6.81,,,6.78,,,,,
5/29/1991,,,8.13,8.13,8.19,8.13,,7.44,7.14,6.96,6.92,,6.81,,,6.78,,,,,
5/30/1991,,,,,,,,7.44,7.14,6.96,6.92,,6.81,,,6.78,,,,,
5/31/1991,,,8.13,8.13,8.19,8.13,,7.4,7.12,6.94,6.9,,6.78,,,6.75,,,,,
6/3/1991,,,8.13,8.13,8.19,8.13,,7.43,7.14,6.95,6.93,,6.78,,,6.75,,,,,
6/4/1991,,,8.13,8.13,8.19,8.13,,7.47,7.17,6.98,6.96,,6.8,,,6.77,,,,,
6/5/1991,,,8.13,8.13,8.19,8.13,,7.47,7.18,6.98,6.96,,6.8,,,6.77,,,,,
6/6/1991,,,8.125,8.125,8.125,8.125,8.0625,7.43,7.13,6.93,6.92,,6.79,,,6.77,,,,,
6/7/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.43,7.13,6.93,6.92,,6.79,,,6.77,,,,,
6/10/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.43,7.13,6.93,6.92,,6.79,,,6.77,,,,,
6/11/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.46,7.14,6.95,6.92,,6.79,,,6.74,,,,,
6/12/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.44,7.13,6.95,6.93,,6.79,,,6.74,,,,,
6/13/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.48,7.18,6.98,6.96,,6.8,,,6.75,,,,,
6/14/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.46,7.15,6.96,6.94,,6.8,,,6.75,,,,,
6/17/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.43,7.13,6.93,6.9,,6.74,,,6.73,,,,,
6/18/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.47,7.14,6.93,6.91,,6.73,,,6.73,,,,,
6/19/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.49,7.15,6.94,6.93,,6.75,,,6.76,,,,,
6/20/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.45,7.13,6.92,6.89,,6.71,,,6.7,,,,,
6/21/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.41,7.1,6.9,6.85,,6.66,,,6.64,,,,,
6/24/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.42,7.1,6.91,6.86,,6.66,,,6.64,,,,,
6/25/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.48,7.14,6.93,6.89,,6.72,,,6.7,,,,,
6/26/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.48,7.18,6.98,6.92,,6.76,,,6.72,,,,,
6/27/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.5,7.2,7,6.96,,6.79,,,6.76,,,,,
6/28/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.5,7.2,7,6.96,,6.81,,,6.76,,,,,
7/1/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.48,7.19,6.99,6.94,,6.79,,,6.75,,,,,
7/2/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.46,7.17,6.97,6.92,,6.77,,,6.73,,,,,
7/3/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.46,7.17,6.97,6.93,,6.78,,,6.76,,,,,
7/4/1991,,,,,,,,7.46,7.17,6.97,6.93,,6.81,,,6.79,,,,,
7/5/1991,,,7.9375,8,8,8,7.8125,7.53,7.2,7.04,6.97,,6.81,,,6.8,,,,,
7/8/1991,,,7.9375,8,7.9375,8,7.875,7.53,7.21,7.05,6.98,,6.83,,,6.81,,,,,
7/9/1991,,,7.875,7.875,7.875,7.9375,7.8125,7.49,7.18,7.01,6.96,,6.82,,,6.8,,,,,
7/10/1991,,,7.875,7.9375,7.875,7.9375,7.8125,7.49,7.2,7.02,6.98,,6.82,,,6.8,,,,,
7/11/1991,,,7.875,7.9375,7.9375,7.9375,7.375,7.49,7.2,7.02,6.98,,6.82,,,6.8,,,,,
7/12/1991,,,7.875,7.9375,7.9375,7.9375,7.8125,7.49,7.2,7.02,6.98,,6.82,,,6.8,,,,,
7/15/1991,,,7.7188,7.9375,7.9063,7.9063,7.8125,7.46,7.18,7.02,6.97,,6.83,,,6.82,,,,,
7/16/1991,,,7.8438,7.9375,7.875,7.625,7.8125,7.45,7.19,7.03,6.98,,6.83,,,6.82,,,,,
7/17/1991,,,7.8438,7.9375,7.875,7.625,7.8125,7.46,7.21,7.04,7,,6.84,,,6.83,,,,,
7/18/1991,,,7.8125,7.8125,7.8125,7.8125,7.625,7.48,7.22,7.06,7.01,,6.86,,,6.86,,,,,
7/19/1991,,,7.8125,7.8125,7.8125,7.8125,7.625,7.48,7.23,7.08,7.02,,6.86,,,6.86,,,,,
7/22/1991,,,7.875,7.9375,7.9375,8,7.8125,7.51,7.24,7.1,7.05,,6.89,,,6.88,,,,,
7/23/1991,,,7.9375,7.9375,8,8,7.875,7.54,7.29,7.19,7.08,,6.95,,,6.93,,,,,
7/24/1991,,,7.9375,7.9375,8,8,7.875,7.58,7.32,7.19,7.09,,6.96,,,6.94,,,,,
7/25/1991,,,7.9375,8,8,8,7.875,7.58,7.38,7.28,7.18,,7.05,,,7.02,,,,,
7/26/1991,,,7.8125,7.875,7.9375,7.9375,7.8125,7.66,7.47,7.38,7.25,,7.12,,,7.06,,,,,
7/29/1991,,,7.8125,7.9375,7.9375,8,7.875,7.66,7.47,7.38,7.25,,7.12,,,7.06,,,,,
7/30/1991,,,7.875,7.9375,7.9375,8,7.875,7.58,7.34,7.24,7.15,,7.02,,,7,,,,,
7/31/1991,,,7.875,7.9375,7.875,8,7.875,7.6,7.36,7.27,7.17,,7.02,,,7,,,,,
8/1/1991,,,7.875,7.9375,7.875,8,7.875,7.58,7.35,7.25,7.15,,7.02,,,7,,,,,
8/2/1991,,,7.8125,7.875,7.875,7.9375,7.875,7.56,7.32,7.23,7.13,,6.99,,,6.96,,,,,
8/5/1991,,,7.8125,7.875,7.875,7.9375,7.875,7.56,7.32,7.23,7.13,,6.99,,,6.96,,,,,
8/6/1991,,,7.8125,7.875,7.875,7.9375,7.875,7.61,7.4,7.3,7.18,,7.05,,,7.03,,,,,
8/7/1991,,,7.875,7.875,7.875,8,7.8125,7.6,7.4,7.27,7.17,,7.06,,,7.02,,,,,
8/8/1991,,,7.8125,7.875,7.875,7.9375,7.875,7.62,7.42,7.33,7.21,,7.07,,,7.05,,,,,
8/9/1991,,,7.8125,7.875,7.875,7.9375,7.8125,7.62,7.42,7.33,7.21,,7.07,,,7.05,,,,,
8/12/1991,,,7.8125,7.875,7.875,7.9375,7.8125,7.68,7.49,7.36,7.26,,7.14,,,7.1,,,,,
8/13/1991,,,8,8.0625,8,8,7.875,7.66,7.47,7.36,7.26,,7.14,,,7.1,,,,,
8/14/1991,,,7.9375,7.9375,7.9375,8,7.875,7.66,7.47,7.35,7.25,,7.12,,,7.08,,,,,
8/15/1991,,,7.875,7.9375,7.9375,8,7.875,7.66,7.46,7.36,7.26,,7.11,,,7.08,,,,,
8/16/1991,,,8.1875,8.0625,8.0625,8,7.875,7.7,7.48,7.38,7.25,,7.08,,,7.03,,,,,
8/19/1991,,,8.25,8.1875,8.125,8,7.75,7.58,7.38,7.31,7.2,,7.06,,,7.04,,,,,
8/20/1991,,,7.9375,8,7.9375,7.8125,7.8125,7.53,7.34,7.26,7.18,,7.05,,,7,,,,,
8/21/1991,,,8.0625,8,8,7.875,7.8125,7.61,7.39,7.28,7.21,,7.06,,,7.04,,,,,
8/22/1991,,,8.125,8.1875,8.0625,8,7.875,7.63,7.42,7.32,7.21,,7.06,,,7.04,,,,,
8/23/1991,,,8.125,8.0625,8,8,7.875,7.65,7.44,7.32,7.22,,7.06,,,7.04,,,,,
8/26/1991,,,,,,,,7.65,7.44,7.32,7.22,,7.06,,,7.04,,,,,
8/27/1991,,,8.1875,8.1875,8.125,8,7.9375,7.65,7.43,7.32,7.22,,7.06,,,7.07,,,,,
8/28/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.65,7.43,7.32,7.22,,7.06,,,7.04,,,,,
8/29/1991,,,8.125,8.0625,8.0625,8,7.875,7.6,7.36,7.27,7.17,,7.01,,,6.99,,,,,
8/30/1991,,,8.125,8.0625,8.0625,8,7.875,7.6,7.36,7.27,7.17,,7.01,,,6.99,,,,,
9/2/1991,,,,,,,,7.61,7.38,7.29,7.19,,7.03,,,7.01,,,,,
9/3/1991,,,8.25,8.125,8.125,8,7.875,7.64,7.39,7.29,7.18,,7.03,,,7.01,,,,,
9/4/1991,,,8.1875,8.25,8.125,8.0625,7.875,7.64,7.4,7.3,7.19,,7.06,,,7.01,,,,,
9/5/1991,,,8.125,8.0625,8.0625,8,7.8125,7.64,7.4,7.3,7.19,,7.06,,,7.01,,,,,
9/6/1991,,,8.125,8.0625,8.0625,8,7.875,7.64,7.4,7.28,7.19,,7.06,,,7.01,,,,,
9/9/1991,,,8.125,8.0625,8.0625,8,7.875,7.64,7.4,7.28,7.19,,7.06,,,7.01,,,,,
9/10/1991,,,8.0625,8.0625,8.0625,8,7.875,7.64,7.41,7.28,7.19,,7.04,,,6.99,,,,,
9/11/1991,,,8.0625,8.0625,8.125,8,7.875,7.64,7.39,7.28,7.18,,7.04,,,6.99,,,,,
9/12/1991,,,8.0625,8.0625,8.0625,8,7.875,7.62,7.36,7.26,7.16,,7.04,,,6.99,,,,,
9/13/1991,,,8.125,8.125,8.125,8.0625,7.875,7.62,7.36,7.26,7.16,,7.04,,,6.99,,,,,
9/16/1991,,,8.125,8.125,8.125,8.0625,7.875,7.62,7.37,7.27,7.17,,7.03,,,6.98,,,,,
9/17/1991,,,8.3125,8.25,8.25,8.125,8,7.62,7.39,7.27,7.17,,7.03,,,6.98,,,,,
9/18/1991,,,8.1875,8.1875,8.1875,8.125,7.875,7.68,7.4,7.29,7.17,,7.04,,,6.98,,,,,
9/19/1991,,,8.125,8.125,8.125,8.0625,7.875,7.66,7.4,7.3,7.2,,7.06,,,7,,,,,
9/20/1991,,,8.1875,8.1875,8.125,8.0625,7.9375,7.68,7.46,7.34,7.24,,7.07,,,7.04,,,,,
9/23/1991,,,8.1875,8.1875,8.1875,8.0625,7.9375,7.68,7.45,7.34,7.24,,7.08,,,7.04,,,,,
9/24/1991,,,8.1875,8.1875,8.1875,8.125,7.9375,7.75,7.5,7.4,7.31,,7.13,,,7.09,,,,,
9/25/1991,,,8.1875,8.1875,8.125,8.125,7.9375,7.76,7.51,7.41,7.31,,7.12,,,7.1,,,,,
9/26/1991,,,8.125,8.125,8.125,8.1875,7.9375,7.69,7.49,7.4,7.28,,7.11,,,7.06,,,,,
9/27/1991,,,8.25,8.25,8.1875,8.0625,7.9375,7.69,7.48,7.38,7.28,,7.09,,,7.04,,,,,
9/30/1991,,,8.1875,8.1875,8.25,8.125,7.9375,7.7,7.49,7.39,7.28,,7.1,,,7.04,,,,,
10/1/1991,,,8.25,8.25,8.25,8.1875,8.0625,7.7,7.49,7.39,7.28,,7.1,,,7.04,,,,,
10/2/1991,,,8.1875,8.25,8.3125,8.1875,8.0625,7.74,7.54,7.4,7.29,,7.1,,,7.04,,,,,
10/3/1991,,,8.1875,8.25,8.25,8.1875,8.0625,7.75,7.55,7.41,7.3,,7.11,,,7.05,,,,,
10/4/1991,,,8.1875,8.25,8.3125,8.1875,8.125,7.78,7.55,7.43,7.33,,7.15,,,7.08,,,,,
10/7/1991,,,8.1875,8.1875,8.25,8.1875,8.0625,7.8,7.6,7.49,7.37,,7.17,,,7.11,,,,,
10/8/1991,,,8.125,8.125,8.25,8.125,8,7.8,7.6,7.49,7.37,,7.17,,,7.11,,,,,
10/9/1991,,,8.25,8.25,8.3125,8.25,8.0625,7.85,7.62,7.52,7.41,,7.18,,,7.11,,,,,
10/10/1991,,,8.25,8.25,8.3125,8.25,8.1875,7.85,7.62,7.52,7.41,,7.18,,,7.11,,,,,
10/11/1991,,,8.25,8.25,8.375,8.25,8.1875,7.87,7.65,7.55,7.45,,7.23,,,7.13,,,,,
10/14/1991,,,8.25,8.25,8.3125,8.25,8.125,7.85,7.63,7.53,7.43,,7.21,,,7.14,,,,,
10/15/1991,,,8.25,8.25,8.375,8.25,8.1875,7.9,7.68,7.56,7.46,,7.25,,,7.19,,,,,
10/16/1991,,,8.1875,8.25,8.4375,8.375,8.1875,7.96,7.75,7.62,7.52,,7.33,,,7.24,,,,,
10/17/1991,,,8.1875,8.1875,8.3125,8.3125,8.1875,7.88,7.68,7.58,7.48,,7.28,,,7.23,,,,,
10/18/1991,,,8.125,8.125,8.3125,8.25,8.1875,7.93,7.73,7.63,7.53,,7.33,,,7.28,,,,,
10/21/1991,,,8.1875,8.125,8.3125,8.25,8.1875,7.93,7.73,7.63,7.53,,7.33,,,7.28,,,,,
10/22/1991,,,8.1875,8.1875,8.4375,8.25,8.1875,7.99,7.77,7.68,7.57,,7.35,,,7.28,,,,,
10/23/1991,,,8.25,8.25,8.5,8.375,8.1875,8.21,8.02,7.91,7.82,,7.58,,,7.5,,,,,
10/24/1991,,,8.25,8.3125,8.5,8.4375,8.375,8.22,8.02,7.89,7.78,,7.53,,,7.46,,,,,
10/25/1991,,,8.25,8.25,8.4375,8.4375,8.375,8.23,8,7.9,7.77,,7.54,,,7.48,,,,,
10/28/1991,,,8.25,8.1875,8.4375,8.4375,8.375,8.25,8.02,7.91,7.81,,7.55,,,7.5,,,,,
10/29/1991,,,8.25,8.1875,8.4375,8.5,8.375,8.22,7.94,7.82,7.71,,7.48,,,7.42,,,,,
10/30/1991,,,8,8.375,8.375,8.375,8.3125,8.16,7.9,7.77,7.66,,7.47,,,7.39,,,,,
10/31/1991,,,8,8.3125,8.3125,8.3125,8.3125,8.16,7.9,7.77,7.66,,7.47,,,7.39,,,,,
11/1/1991,,,8,8.3125,8.3125,8.3125,8.3125,8.16,7.9,7.77,7.66,,7.47,,,7.39,,,,,
11/4/1991,,,8,8.3125,8.375,8.3125,8.3125,8.25,7.96,7.87,7.76,,7.55,,,7.47,,,,,
11/5/1991,,,8,8.375,8.375,8.375,8.3125,8.27,7.99,7.9,7.8,,7.58,,,7.5,,,,,
11/6/1991,,,7.9375,8.3125,8.3125,8.3125,8.3125,8.26,7.97,7.87,7.76,,7.57,,,7.5,,,,,
11/7/1991,,,7.875,8.25,8.25,8.25,8.1875,8.11,7.86,7.76,7.66,,7.51,,,7.47,,,,,
11/8/1991,,,7.75,8.125,8.0625,8.0625,8,7.79,7.66,7.56,7.46,,7.36,,,7.33,,,,,
11/11/1991,,,7.6875,8.0625,8,8,7.875,7.77,7.59,7.49,7.39,,7.3,,,7.28,,,,,
11/12/1991,,,7.8125,8.125,8.125,8.125,8,7.81,7.62,7.52,7.42,,7.32,,,7.3,,,,,
11/13/1991,,,7.8125,8.1875,8.1875,8.125,8.0625,7.92,7.68,7.58,7.48,,7.34,,,7.31,,,,,
11/14/1991,,,7.75,8.0625,8.0625,8,7.9375,7.93,7.71,7.61,7.51,,7.43,,,7.36,,,,,
11/15/1991,,,7.625,8,8,7.9375,7.875,7.77,7.62,7.51,7.4,,7.33,,,7.3,,,,,
11/18/1991,,,7.5625,8,8,7.9375,7.875,7.71,7.44,7.32,7.23,,7.2,,,7.18,,,,,
11/19/1991,,,7.625,8.0625,8,7.9375,7.875,7.69,7.42,7.31,7.21,,7.18,,,7.16,,,,,
11/20/1991,,,7.6875,8.0625,8.0625,8,7.875,7.65,7.42,7.32,7.22,,7.18,,,7.16,,,,,
11/21/1991,,,7.75,8.125,8.0625,8,7.875,7.85,7.58,7.48,7.38,,7.35,,,7.32,,,,,
11/22/1991,,,7.9375,8.3125,8.125,8,7.9375,7.85,7.58,7.48,7.38,,7.35,,,7.32,,,,,
11/25/1991,,,7.9375,8.4375,8.25,8.1875,8.0625,7.88,7.64,7.54,7.44,,7.37,,,7.35,,,,,
11/26/1991,,,7.8125,8.125,8.25,8.1875,8.0625,7.83,7.6,7.51,7.41,,7.39,,,7.37,,,,,
11/27/1991,,,7.6875,8.1875,8.1875,8.125,7.9375,7.8,7.61,7.5,7.4,,7.37,,,7.34,,,,,
11/28/1991,,,8.1875,8.1875,8.1875,8.125,7.9375,7.78,7.61,7.5,7.4,,7.37,,,7.34,,,,,
11/29/1991,,,8.125,8.1875,8.125,8.125,7.9375,7.74,7.56,7.47,7.37,,7.34,,,7.32,,,,,
12/2/1991,,,8.25,8.1875,8.125,8.125,8,7.81,7.61,7.5,7.39,,7.36,,,7.35,,,,,
12/3/1991,,,8.25,8.25,8.25,8.1875,8,7.84,7.62,7.51,7.41,,7.36,,,7.35,,,,,
12/4/1991,,,8.375,8.25,8.25,8.125,8,7.84,7.62,7.51,7.41,,7.36,,,7.35,,,,,
12/5/1991,,,8.3125,8.375,8.25,8.125,8,7.78,7.6,7.5,7.4,,7.36,,,7.35,,,,,
12/6/1991,,,8.3125,8.25,8.1875,8.125,8,7.68,7.5,7.41,7.32,,7.31,,,7.31,,,,,
12/9/1991,,,8.0625,8.0625,8.0625,8,7.9375,7.7,7.52,7.43,7.33,,7.31,,,7.3,,,,,
12/10/1991,,,8.1875,8.1875,8.125,8,7.875,7.7,7.52,7.42,7.33,,7.32,,,7.33,,,,,
