,SFDR1T   Curncy,SF0001W  Index,SF0001M  Index,SF0002M  Index,SF0003M  Index,SF0006M  Index,SF0012M  Index,SFSW2    Curncy,SFSW3    Curncy,SFSW4    Curncy,SFSW5    Curncy,SFSW6    Curncy,SFSW7    Curncy,SFSW8    Curncy,SFSW9    Curncy,SFSW10   Curncy,SFSW12   Curncy,SFSW15   Curncy,SFSW20   Curncy,SFSW25   Curncy,SFSW30   Curncy
10/20/1997,,,1.75,1.76172,1.90625,2.03125,2.28125,2.62,2.85,3.07,3.26,3.45,3.61,3.75,3.87,3.97,,,,,
10/21/1997,,,1.75781,1.78125,1.92969,2.03516,2.28125,2.62,2.85,3.07,3.26,3.45,3.61,3.75,3.87,3.97,,,,,
10/22/1997,,,1.87891,1.92578,2.0625,2.16406,2.38672,2.81,3.04,3.23,3.41,3.58,3.72,3.86,3.96,4.05,,,,,
10/23/1997,,,1.9375,2,2.0625,2.19141,2.39453,2.76,2.97,3.16,3.36,3.53,3.67,3.81,3.91,4,,,,,
10/24/1997,,,1.9375,2,2.07422,2.1875,2.4375,2.78,3.02,3.23,3.42,3.58,3.73,3.86,3.905,4.04,,,,,
10/27/1997,,,1.85547,1.88281,2.03516,2.12109,2.35156,2.71,2.94,3.15,3.33,3.49,3.64,3.77,3.87,3.96,,,,,
10/28/1997,,,1.75,1.78125,1.93359,2.03906,2.21484,2.57,2.82,3.03,3.24,3.42,3.58,3.72,3.84,3.93,,,,,
10/29/1997,,,1.75391,1.8125,1.98828,2.0625,2.29297,2.6,2.85,3.07,3.27,3.46,3.62,3.77,3.89,3.99,,,,,
10/30/1997,,,1.74609,1.94922,1.95703,2.04688,2.25,2.55,2.79,3.01,3.22,3.42,3.6,3.75,3.87,3.97,,,,,
10/31/1997,,,1.75,1.9375,1.96094,2.03125,2.25,2.57,2.82,3.04,3.25,3.45,3.63,3.78,3.9,4,,,,,
11/3/1997,,,1.71875,1.9375,1.96484,2.03906,2.25,2.57,2.82,3.06,3.28,3.47,3.66,3.81,3.93,4.04,,,,,
11/4/1997,,,1.72266,1.94141,1.96875,2.03125,2.25,2.57,2.82,3.06,3.28,3.47,3.65,3.8,3.92,4.03,,,,,
11/5/1997,,,1.75391,1.98438,1.99219,2.07031,2.29297,2.62,2.86,3.1,3.31,3.51,3.71,3.85,3.97,4.08,,,,,
11/6/1997,,,1.83984,2.0625,2.06641,2.13672,2.37109,2.66,2.93,3.15,3.35,3.55,3.73,3.88,4.01,4.11,,,,,
11/7/1997,,,1.86328,2.04688,2.0625,2.125,2.33594,2.61,2.86,3.08,3.28,3.48,3.66,3.81,3.94,4.04,,,,,
11/10/1997,,,1.84766,2.05469,2.0625,2.125,2.33594,2.68,2.96,3.17,3.37,3.56,3.75,3.89,4.01,4.11,,,,,
11/11/1997,,,1.85156,2.07031,2.09766,2.16406,2.375,2.68,2.94,3.16,3.37,3.56,3.75,3.88,4,4.1,,,,,
11/12/1997,,,1.81641,2.06641,2.09375,2.1875,2.38281,2.68,2.94,3.16,3.37,3.56,3.74,3.87,3.99,4.09,,,,,
11/13/1997,,,1.74609,2.05469,2.0625,2.15625,2.375,2.66,2.92,3.14,3.36,3.55,3.72,3.87,4.01,4.11,,,,,
11/14/1997,,,1.6875,2.00391,2.03125,2.125,2.3125,2.61,2.87,3.09,3.31,3.51,3.68,3.83,3.95,4.05,,,,,
11/17/1997,,,1.6875,2,2.03125,2.125,2.3125,2.61,2.87,3.11,3.33,3.52,3.69,3.85,3.97,4.07,,,,,
11/18/1997,,,1.75,2.03516,2.0625,2.1875,2.33594,2.63,2.89,3.13,3.35,3.52,3.69,3.83,3.95,4.05,,,,,
11/19/1997,,,1.74219,2.03516,2.06641,2.17188,2.31641,2.6,2.84,3.09,3.31,3.49,3.65,3.79,3.91,4.01,,,,,
11/20/1997,,,1.73438,2.03125,2.0625,2.15234,2.31641,2.55,2.81,3.05,3.25,3.42,3.59,3.73,3.85,3.95,,,,,
11/21/1997,,,1.73047,2.05078,2.07813,2.14844,2.32031,2.615,2.86,3.09,3.29,3.48,3.66,3.79,3.9,4,,,,,
11/24/1997,,,1.6875,2.02344,2.05078,2.125,2.3125,2.51,2.77,3.02,3.22,3.4,3.57,3.71,3.83,4.04,,,,,
11/25/1997,,,1.6875,2.03125,2.04297,2.10938,2.26172,2.49,2.76,3,3.22,3.4,3.57,3.71,3.81,3.92,,,,,
11/26/1997,,,1.6875,2.03125,2.05859,2.11328,2.26563,2.45,2.73,2.99,3.22,3.41,3.58,3.72,3.85,3.95,,,,,
11/27/1997,,,,2.01953,2.03125,2.07422,2.21484,2.425,2.72,2.99,3.22,3.41,3.59,3.73,3.86,3.97,,,,,
11/28/1997,,,1.875,1.91406,1.92969,1.94531,2.09375,2.36,2.66,2.95,3.19,3.39,3.57,3.71,3.85,3.95,,,,,
12/1/1997,,1.24609,1.76953,1.82031,1.85156,1.90625,2.02344,2.3,2.61,2.9,3.15,3.35,3.57,3.71,3.85,3.95,,,,,
12/2/1997,,1.11719,1.625,1.6875,1.75,1.8125,1.9375,2.31,2.62,2.9,3.16,3.37,3.57,3.73,3.86,3.97,,,,,
12/3/1997,,1.1875,1.73438,1.78906,1.84375,1.91797,2.0625,2.38,2.69,2.96,3.2,3.42,3.61,3.76,3.88,3.98,,,,,
12/4/1997,,1.1875,1.6875,1.75,1.8125,1.875,2,2.34,2.65,2.94,3.17,3.38,3.57,3.71,3.84,3.94,,,,,
12/5/1997,,1.13281,1.6875,1.71875,1.75,1.8125,1.96875,2.33,2.64,2.93,3.17,3.38,3.56,3.72,3.85,3.95,,,,,
12/8/1997,,1.13281,1.6875,1.75,1.78125,1.86328,1.99219,2.37,2.68,2.95,3.19,3.4,3.57,3.72,3.84,3.94,,,,,
12/9/1997,,1.14844,1.75,1.78516,1.8125,1.89453,2.05859,2.42,2.73,2.99,3.22,3.42,3.58,3.72,3.84,3.94,,,,,
12/10/1997,,1.12891,1.75,1.75781,1.8125,1.875,2.00781,2.38,2.68,2.95,3.18,3.37,3.54,3.69,3.81,3.91,,,,,
12/11/1997,,0.85156,1.59766,1.625,1.6875,1.78125,1.9375,2.27,2.58,2.87,3.1,3.32,3.49,3.63,3.76,3.86,,,,,
12/12/1997,,0.53125,1.48047,1.54688,1.60156,1.71875,1.81641,2.17,2.49,2.79,3.03,3.23,3.41,3.55,3.68,3.78,,,,,
12/15/1997,,0.57813,1.4375,1.5,1.56641,1.69531,1.8125,2.22,2.54,2.82,3.06,3.25,3.42,3.56,3.69,3.79,,,,,
12/16/1997,,1.00781,1.58203,1.63281,1.6875,1.76563,1.875,2.27,2.57,2.85,3.09,3.28,3.45,3.6,3.72,3.82,,,,,
12/17/1997,,1,1.5625,1.625,1.68359,1.76563,1.93359,2.23,2.54,2.82,3.07,3.27,3.44,3.58,3.71,3.81,,,,,
12/18/1997,,0.875,1.46094,1.54297,1.625,1.71875,1.875,2.21,2.51,2.79,3.04,3.24,3.41,3.56,3.68,3.78,,,,,
12/19/1997,,1,1.47266,1.53125,1.59375,1.69531,1.875,2.17,2.48,2.76,3.01,3.22,3.38,3.52,3.65,3.75,,,,,
12/22/1997,,1.07031,1.45703,1.53125,1.58203,1.6875,1.86719,2.13,2.45,2.73,2.97,3.17,3.34,3.49,3.62,3.72,,,,,
12/23/1997,,,1.45703,1.53906,1.59766,1.69531,1.875,2.15,2.46,2.74,2.98,3.17,3.34,3.49,3.62,3.72,,,,,
12/24/1997,,2.24219,1.49609,1.5625,1.62109,1.72656,1.875,2.15,2.46,2.74,2.98,,3.355,,,3.705,,,,,
12/25/1997,,,,,,,,2.15,2.46,2.74,2.98,,3.355,,,3.705,,,,,
12/26/1997,,,,,,,,2.15,2.46,2.74,2.98,,3.355,,,3.715,,,,,
12/29/1997,,2.14844,1.44141,1.54297,1.60938,1.6875,1.875,2.13,2.44,2.72,2.96,3.16,3.33,3.47,3.6,3.7,,,,,
12/30/1997,,,1.28516,1.40625,1.50391,1.625,1.82031,2.15,2.46,2.74,2.98,3.18,3.35,3.5,3.63,3.73,,,,,
12/31/1997,,1.125,1.25,1.39063,1.5,1.625,1.82422,2.15,2.46,2.74,2.99,3.21,3.39,3.54,3.67,3.77,,,,,
1/1/1998,,,,,,,,,,,,,,,,,,,,,
1/2/1998,,1.13281,1.30859,1.4375,1.51563,1.65234,1.82422,2.22,2.52,2.77,3,3.21,3.39,3.54,3.66,3.76,,,,,
1/5/1998,,1.15234,1.3125,1.46094,1.53125,1.6875,1.86719,2.13,2.43,2.69,2.93,3.13,3.3,3.45,3.58,3.68,,,,,
1/6/1998,,1.125,1.25,1.41016,1.49219,1.62891,1.81641,2.11,2.4,2.67,2.9,3.09,3.27,3.41,3.54,3.64,,,,,
1/7/1998,,1,1.16016,1.25781,1.34375,1.50781,1.72656,2.03,2.34,2.61,2.85,3.08,3.26,3.4,3.53,3.63,,,,,
1/8/1998,,0.94922,1.11719,1.23438,1.32031,1.49219,1.6875,1.98,2.29,2.59,2.83,3.04,3.22,3.37,3.5,3.6,,,,,
1/9/1998,,0.875,1.06641,1.19141,1.28125,1.4375,1.63672,1.9,2.23,2.53,2.79,3,3.19,3.35,3.48,3.58,,,,,
1/12/1998,,0.85156,1.01172,1.125,1.24609,1.40625,1.57813,1.81,2.12,2.42,2.67,2.9,3.1,3.27,3.4,3.5,,,,,
1/13/1998,,1.08594,1.13281,1.25,1.3125,1.5,1.64063,1.89,2.195,2.48,2.74,2.94,3.13,3.3,3.44,3.57,,,,,
1/14/1998,,1.25781,1.28125,1.33594,1.38672,1.54297,1.6875,1.91,2.2,2.48,2.74,2.94,3.13,3.3,3.44,3.55,,,,,
1/15/1998,,1.21875,1.19141,1.25,1.32031,1.46875,1.625,1.88,2.18,2.46,2.72,2.94,3.13,3.28,3.4,3.51,,,,,
1/16/1998,,1.28906,1.3125,1.375,1.4375,1.5625,1.6875,1.95,2.24,2.51,2.75,2.97,3.15,3.3,3.43,3.53,,,,,
1/19/1998,,1.25,1.28125,1.34766,1.39844,1.53906,1.6875,1.95,2.23,2.5,2.75,2.96,3.15,3.3,3.43,3.54,,,,,
1/20/1998,,1.29297,1.28125,1.34375,1.38281,1.53125,1.6875,1.93,2.2,2.47,2.71,2.92,3.1,3.26,3.39,3.5,,,,,
1/21/1998,,1.27344,1.25,1.3125,1.375,1.49219,1.65234,1.96,2.23,2.49,2.73,2.945,3.14,3.3,3.42,3.53,,,,,
1/22/1998,,1.36328,1.25,1.3125,1.36719,1.49609,1.65234,1.9,2.18,2.44,2.68,2.9,3.09,3.25,3.38,3.49,,,,,
1/23/1998,,1.33203,1.25,1.30469,1.35156,1.48438,1.64844,1.92,2.2,2.47,2.71,2.91,3.1,3.25,3.38,3.49,,,,,
1/26/1998,,1.25781,1.19531,1.25,1.3125,1.44141,1.61719,1.89,2.17,2.43,2.68,2.9,3.09,3.24,3.37,3.48,,,,,
1/27/1998,,1.21484,1.17969,1.24219,1.28125,1.41016,1.61328,1.87,2.14,2.4,2.64,2.85,3.03,3.18,3.31,3.42,,,,,
1/28/1998,,1.06641,1.09375,1.1875,1.24609,1.375,1.57031,1.88,2.15,2.41,2.65,2.86,3.04,3.19,3.32,3.43,,,,,
1/29/1998,,0.95313,1.03516,1.11719,1.19141,1.35938,1.53125,1.84,2.12,2.38,2.62,2.83,3.01,3.16,3.29,3.4,,,,,
1/30/1998,,1,1.0625,1.125,1.1875,1.34766,1.52734,1.8,2.08,2.34,2.58,2.79,2.97,3.12,3.25,3.36,,,,,
2/2/1998,,1.1875,1.15625,1.21875,1.28125,1.40625,1.5625,1.84,2.12,2.37,2.6,2.81,2.99,3.14,3.27,3.38,,,,,
2/3/1998,,1.1875,1.16797,1.23047,1.28125,1.41406,1.5625,1.82,2.11,2.35,2.58,2.77,2.95,3.12,3.25,3.36,,,,,
2/4/1998,,1.02344,1.0625,1.10938,1.17578,1.28516,1.47656,1.74,2.04,2.3,2.54,2.75,2.96,3.12,3.28,3.38,,,,,
2/5/1998,,1.00391,1.0625,1.125,1.1875,1.3125,1.44141,1.72,2.02,2.28,2.53,2.74,2.93,3.1,3.25,3.36,,,,,
2/6/1998,,1.05469,1.07031,1.125,1.1875,1.3125,1.44531,1.75,2.03,2.3,2.54,2.75,2.95,3.12,3.27,3.38,,,,,
2/9/1998,,1.06641,1.09766,1.13672,1.19531,1.3125,1.44531,1.71,2,2.26,2.49,2.7,2.89,3.05,3.2,3.31,,,,,
2/10/1998,,1.06641,1.08203,1.12891,1.1875,1.3125,1.4375,1.71,1.98,2.24,2.48,2.68,2.87,3.05,3.19,3.25,,,,,
2/11/1998,,1.0625,1.0625,1.125,1.1875,1.3125,1.4375,1.68,1.88,2.19,2.41,2.6,2.8,2.98,3.12,3.23,,,,,
2/12/1998,,1.0625,1.0625,1.11719,1.16016,1.26563,1.40625,1.63,1.91,2.17,2.39,2.6,2.8,2.97,3.11,3.22,3.39,3.6,3.85,,
2/13/1998,,0.875,0.9375,1,1.0625,1.125,1.25,1.51,1.79,2.05,2.31,2.53,2.73,2.91,3.05,3.17,3.31,3.52,3.84,,
2/16/1998,,0.8125,0.85938,0.92188,0.96094,1.07422,1.25,1.43,1.71,2.01,2.24,2.46,2.67,2.85,3,3.13,3.27,3.48,3.79,,
2/17/1998,,0.8125,0.85938,0.92188,0.98047,1.07813,1.20313,1.48,1.725,1.995,2.215,2.43,2.635,2.82,2.98,3.13,3.27,3.48,3.79,,
2/18/1998,,0.8125,0.85547,0.92969,1,1.07422,1.21875,1.48,1.77,2.04,2.29,2.51,2.61,2.89,3.04,3.16,3.25,3.51,3.82,,
2/19/1998,,0.8125,0.8125,0.875,0.94531,1.0625,1.19922,1.47,1.77,2.05,2.29,2.52,2.72,2.9,3.06,3.17,3.31,3.52,3.82,,
2/20/1998,,0.8125,0.8125,0.89453,0.96094,1.0625,1.1875,1.52,1.82,2.08,2.32,2.56,2.75,2.93,3.09,3.2,3.34,3.55,3.85,,
2/23/1998,,0.83984,0.84375,0.93359,1,1.09375,1.24609,1.52,1.82,2.09,2.33,2.55,2.76,2.94,3.09,3.21,3.36,3.56,3.85,,
2/24/1998,,0.87109,0.84766,0.92969,1,1.09375,1.24609,1.53,1.84,2.12,2.36,2.57,2.78,2.96,3.12,3.24,3.39,3.59,3.88,,
2/25/1998,,0.875,0.85938,0.92578,0.98828,1.09375,1.25,1.58,1.87,2.14,2.39,2.6,2.81,2.98,3.13,3.25,3.39,3.59,3.88,,
2/26/1998,,0.82031,0.86328,0.9375,1,1.09375,1.25,1.58,1.88,2.15,2.39,2.6,2.81,2.99,3.13,3.25,3.39,3.59,3.88,,
2/27/1998,,0.81641,0.875,0.9375,1,1.09375,1.28125,1.6,1.9,2.18,2.43,2.65,2.85,3.03,3.18,3.3,3.46,3.66,3.95,,
3/2/1998,,0.8125,0.86328,0.91016,0.96875,1.09375,1.26953,1.6,1.9,2.18,2.43,2.63,2.83,3.02,3.17,3.29,3.45,3.65,3.94,,
3/3/1998,,0.8125,0.85938,0.91406,0.96875,1.09375,1.25391,1.68,1.97,2.23,2.47,2.68,2.88,3.06,3.2,3.32,3.48,3.68,3.97,,
3/4/1998,,0.9375,1,1.03125,1.0625,1.1875,1.375,1.75,2.04,2.31,2.54,2.76,2.96,3.135,3.28,3.4,3.55,3.75,4.04,,
3/5/1998,,0.9375,1,1.03125,1.0625,1.1875,1.36328,1.69,1.98,2.29,2.52,2.72,2.92,3.1,3.25,3.36,3.52,3.72,4.01,,
3/6/1998,,0.9375,1,1.03125,1.0625,1.1875,1.34375,1.7,2,2.28,2.52,2.72,2.92,3.1,3.26,3.37,3.53,3.73,4.02,,
3/9/1998,,1,1.03516,1.06641,1.10547,1.21875,1.40625,1.77,2.06,2.32,2.55,2.75,2.96,3.12,3.27,3.38,3.54,3.74,4.03,,
3/10/1998,,1.00781,1.0625,1.09375,1.125,1.21875,1.40625,1.73,2.01,2.24,2.46,2.66,2.84,3,3.14,3.26,3.42,3.62,3.9,,
3/11/1998,,1.03125,1.0625,1.07422,1.10547,1.21875,1.40625,1.71,1.99,2.22,2.41,2.61,2.79,2.95,3.09,3.21,3.36,3.55,3.82,,
3/12/1998,,1.03516,1.05078,1.06641,1.09766,1.1875,1.375,1.64,1.92,2.15,2.36,2.56,2.74,2.9,3.04,3.16,3.34,3.53,3.79,,
3/13/1998,,1.00781,1.03516,1.0625,1.08984,1.1875,1.375,1.67,1.92,2.17,2.39,2.58,2.76,2.93,3.07,3.19,3.36,3.55,3.81,,
3/16/1998,,1,1.01953,1.05469,1.08203,1.1875,1.36719,1.68,1.93,2.16,2.38,2.59,2.77,2.93,3.07,3.19,3.36,3.55,3.81,,
3/17/1998,,1.03906,1.07031,1.09766,1.125,1.22266,1.41406,1.71,1.97,2.19,2.4,2.59,2.76,2.92,3.06,3.18,3.37,3.56,3.82,,
3/18/1998,,1.05078,1.07031,1.10547,1.13281,1.23438,1.41406,1.79,2.05,2.27,2.48,2.67,2.79,3,3.14,3.26,3.43,3.62,3.88,,
3/19/1998,,1.12109,1.17969,1.20313,1.25,1.36328,1.54297,1.89,2.15,2.37,2.57,2.77,2.96,3.11,3.24,3.36,3.51,3.7,3.96,,
3/20/1998,,1.1875,1.25,1.28516,1.3125,1.41016,1.61328,1.89,2.13,2.35,2.55,2.74,2.92,3.06,3.19,3.3,3.46,3.65,3.91,,
3/23/1998,,1.38281,1.28516,1.30078,1.31641,1.42188,1.61328,1.89,2.13,2.35,2.56,2.75,2.94,3.09,3.22,3.34,3.52,3.71,3.97,,
3/24/1998,,1.3125,1.25,1.25391,1.28516,1.375,1.53906,1.81,2.07,2.3,2.51,2.7,2.87,3.01,3.14,3.26,3.43,3.62,3.88,,
3/25/1998,,1.32813,1.25,1.25391,1.29688,1.375,1.54688,1.88,2.11,2.32,2.52,2.7,2.86,3.02,3.15,3.27,3.43,3.62,3.89,,
3/26/1998,,1.34375,1.28516,1.3125,1.34375,1.4375,1.60156,1.89,2.12,2.34,2.56,2.75,2.91,3.07,3.19,3.31,3.49,3.67,3.94,,
3/27/1998,,1.39844,1.29297,1.32813,1.35547,1.4375,1.60938,1.92,2.16,2.38,2.58,2.77,2.92,3.08,3.22,3.33,3.52,3.71,3.98,,
3/30/1998,,1.25,1.32031,1.35547,1.40625,1.5,1.65625,2.01,2.24,2.47,2.67,2.84,3,3.16,3.29,3.4,3.57,3.76,4.02,,
3/31/1998,,1.40625,1.4375,1.44922,1.48438,1.57813,1.75,2.02,2.26,2.47,2.68,2.85,3,3.14,3.26,3.37,3.53,3.72,3.97,,
4/1/1998,,1.4375,1.45703,1.49219,1.54297,1.625,1.80859,2.06,2.29,2.52,2.71,2.88,3.03,3.17,3.29,3.4,3.58,3.77,4.02,,
4/2/1998,,1.45703,1.5625,1.5625,1.60156,1.6875,1.84375,2.07,2.3,2.51,2.71,2.88,3.03,3.17,3.29,3.4,3.57,3.75,4,,
4/3/1998,,,1.4375,1.5,1.53125,1.625,1.75,2.01,2.24,2.45,2.65,2.83,2.98,3.11,3.23,3.34,3.52,3.7,3.95,,
4/6/1998,,1.375,1.4375,1.46875,1.5,1.59375,1.75,2.04,2.28,2.48,2.68,2.85,3,3.14,3.26,3.36,3.53,3.71,3.96,,
4/7/1998,,1.43359,1.53516,1.56641,1.60156,1.6875,1.875,2.16,2.4,2.6,2.79,2.95,3.09,3.22,3.34,3.44,3.59,3.76,3.98,,
4/8/1998,,1.32422,1.46484,1.5,1.55078,1.64063,1.82422,2.16,2.43,2.62,2.81,2.97,3.11,3.23,3.34,3.44,3.6,3.79,4.01,,
4/9/1998,,1.23047,1.375,1.4375,1.5,1.60547,1.79297,2.13,2.4,2.62,2.81,2.98,3.13,3.25,3.37,3.47,3.62,3.81,4.03,,
4/10/1998,,,,,,,,2.125,2.395,2.615,2.815,,3.135,,,3.475,,,,,
4/13/1998,,,,,,,,,,,,,,,,,,,,,
4/14/1998,,1.125,1.3125,1.37109,1.42969,1.55078,1.75,2.06,2.33,2.57,2.78,2.95,3.1,3.22,3.34,3.44,3.59,3.78,4,,
4/15/1998,,1.14063,1.28516,1.34375,1.41016,1.55469,1.75,2.13,2.4,2.64,2.85,3.02,3.18,3.3,3.42,3.52,3.68,3.87,4.11,,
4/16/1998,,1.1875,1.34375,1.40625,1.47656,1.60938,1.8125,2.18,2.45,2.69,2.89,3.06,3.21,3.33,3.45,3.55,3.7,3.89,4.13,,
4/17/1998,,1.1875,1.34375,1.40625,1.46875,1.59375,1.8125,2.14,2.41,2.64,2.84,3.01,3.16,3.28,3.4,3.5,3.66,3.86,4.09,,
4/20/1998,,1.1875,1.3125,1.375,1.4375,1.57813,1.78906,2.13,2.4,2.66,2.86,3.03,3.18,3.3,3.42,3.53,3.69,3.89,4.12,,
4/21/1998,,1.23438,1.3125,1.375,1.4375,1.58984,1.78125,2.14,2.41,2.65,2.86,3.06,3.22,3.35,3.47,3.57,3.73,3.93,4.17,,
4/22/1998,,1.3125,1.27344,1.3125,1.37891,1.52734,1.75,2.09,2.37,2.63,2.84,3.04,3.21,3.35,3.47,3.57,3.72,3.92,4.16,,
4/23/1998,,1.32031,1.25,1.3125,1.375,1.51563,1.75,2.09,2.37,2.63,2.84,3.03,3.2,3.34,3.46,3.57,3.73,3.93,4.17,,
4/24/1998,,1.375,1.30859,1.34766,1.39453,1.54688,1.76172,2.12,2.4,2.66,2.87,3.06,3.23,3.37,3.49,3.6,3.76,3.96,4.2,,
4/27/1998,,1.47656,1.39453,1.4375,1.48438,1.61328,1.8125,2.18,2.46,2.7,2.91,3.1,3.27,3.41,3.53,3.64,3.85,4.05,4.29,,
4/28/1998,,1.5,1.41016,1.4375,1.49609,1.625,1.83203,2.17,2.45,2.69,2.9,3.08,3.25,3.4,3.52,3.63,3.79,3.99,4.23,,
4/29/1998,,1.4375,1.4375,1.4375,1.48438,1.625,1.8125,2.17,2.45,2.69,2.9,3.09,3.26,3.41,3.53,3.64,3.79,3.99,4.23,,
4/30/1998,,1.5,1.47656,1.5,1.53125,1.65625,1.85547,2.16,2.44,2.67,2.87,3.04,3.21,3.34,3.46,3.57,3.73,3.92,4.16,,
5/1/1998,,1.5,1.48828,1.50391,1.54297,1.65625,1.86328,2.14,2.42,2.64,2.84,3.01,3.16,3.28,3.4,3.5,3.66,3.86,4.1,,
5/4/1998,,,,,,,,2.15,2.41,2.63,2.83,3.01,3.16,3.3,3.42,3.52,3.68,3.88,4.12,,
5/5/1998,,1.52344,1.51563,1.54688,1.57813,1.69922,1.88672,2.19,2.47,2.69,2.89,3.06,3.22,3.34,3.46,3.56,3.72,3.92,4.16,,
5/6/1998,,1.55859,1.52734,1.55078,1.58203,1.6875,1.875,2.18,2.46,2.7,2.91,3.09,3.26,3.39,3.51,3.61,3.77,3.96,4.2,,
5/7/1998,,1.55859,1.50391,1.51172,1.54297,1.64844,1.82031,2.11,2.39,2.64,2.84,3.02,3.21,3.33,3.46,3.56,3.72,3.91,4.15,,
5/8/1998,,1.5625,1.4922,1.5039,1.5313,1.6328,1.8242,2.15,2.43,2.67,2.86,3.04,3.2,3.35,3.46,3.56,3.72,3.92,4.16,,
5/11/1998,,1.60547,1.5625,1.5625,1.56641,1.67188,1.85156,2.2,2.46,2.68,2.88,3.06,3.22,3.36,3.48,3.58,3.74,3.94,4.18,,
5/12/1998,,1.75,1.67969,1.67969,1.67969,1.75,1.92578,2.24,2.5,2.73,2.93,3.12,3.28,3.42,3.54,3.64,3.8,4,4.24,,
5/13/1998,,1.67188,1.625,1.625,1.625,1.71875,1.90625,2.2,2.46,2.69,2.89,3.07,3.23,3.37,3.49,3.6,3.76,3.96,4.19,,
5/14/1998,,1.66406,1.60938,1.62109,1.625,1.71094,1.88281,2.19,2.44,2.67,2.87,3.05,3.21,3.35,3.47,3.57,3.73,3.93,4.16,,
5/15/1998,,1.66016,1.60547,1.61328,1.61719,1.6875,1.86719,2.19,2.45,2.68,2.88,3.06,3.21,3.35,3.47,3.57,3.73,3.93,4.16,,
5/18/1998,,1.6875,1.625,1.625,1.625,1.71094,1.875,2.2,2.45,2.67,2.87,3.05,3.21,3.35,3.47,3.57,3.75,3.94,4.18,,
5/19/1998,,1.71484,1.64063,1.64453,1.64453,1.71875,1.875,2.18,2.43,2.65,2.86,3.04,3.2,3.33,3.45,3.55,3.73,3.93,4.16,,
5/20/1998,,1.84375,1.6875,1.6875,1.69141,1.71875,1.875,2.22,2.46,2.67,2.87,3.04,3.2,3.33,3.45,3.55,3.73,3.93,4.16,,
5/21/1998,,1.86719,1.76953,1.76953,1.76953,1.82813,1.96484,2.26,2.5,2.7,2.89,3.06,3.21,3.34,3.46,3.56,3.74,3.94,4.17,,
5/22/1998,,1.88281,1.75,1.75,1.75,1.81641,1.96484,2.25,2.49,2.69,2.89,3.05,3.2,3.33,3.45,3.55,3.73,3.93,4.16,,
5/25/1998,,,,,,,,2.25,2.49,2.69,2.89,3.05,3.2,3.33,3.45,3.55,3.73,3.93,4.16,,
5/26/1998,,1.8125,1.75,1.75391,1.75391,1.8125,1.95703,2.19,2.43,2.64,2.84,3.01,3.16,3.29,3.41,3.51,3.69,3.89,4.12,,
5/27/1998,,1.75,1.6875,1.6875,1.6875,1.75,1.87891,2.15,2.39,2.6,2.81,2.99,3.15,3.28,3.4,3.5,3.68,3.88,4.11,,
5/28/1998,,1.71875,1.6875,1.6875,1.6875,1.75,1.875,2.18,2.42,2.63,2.84,3.02,3.18,3.31,3.43,3.53,3.71,3.91,4.14,,
5/29/1998,,1.69141,1.6875,1.6875,1.6875,1.75,1.87891,2.17,2.41,2.61,2.81,2.99,3.13,3.26,3.38,3.48,3.65,3.85,4.08,,
6/1/1998,,1.69922,1.6875,1.6875,1.6875,1.75,1.875,2.12,2.37,2.59,2.78,2.96,3.12,3.25,3.37,3.47,3.64,3.84,4.07,,
6/2/1998,,1.70313,1.69531,1.69922,1.71094,1.75,1.875,2.16,2.41,2.63,2.83,3,3.16,3.29,3.41,3.51,3.68,3.87,4.1,,
6/3/1998,,1.85156,1.80469,1.79688,1.79688,1.82031,1.9375,2.23,2.47,2.69,2.89,3.06,3.22,3.36,3.48,3.58,3.75,3.94,4.17,,
6/4/1998,,2,1.875,1.86719,1.86719,1.89063,1.98828,2.26,2.5,2.72,2.91,3.08,3.24,3.38,3.5,3.6,3.77,3.96,4.19,,
6/5/1998,,2.10938,2,1.9375,1.9375,1.9375,2.04688,2.27,2.5,2.69,2.89,3.08,3.23,3.36,3.48,3.58,3.75,3.96,4.19,,
6/8/1998,,2.25,2.0625,2,2,2,2.0625,2.3,2.52,2.73,2.93,3.1,3.25,3.39,3.51,3.61,3.79,4,4.23,,
6/9/1998,,2.22656,2.09375,2.03906,2,2,2.08203,2.29,2.51,2.72,2.91,3.08,3.23,3.37,3.49,3.59,3.76,3.97,4.2,,
6/10/1998,,1.90625,1.92969,1.92578,1.92578,1.92578,2,2.25,2.48,2.69,2.89,3.06,3.21,3.35,3.47,3.57,3.75,3.95,4.19,,
6/11/1998,,1.75,1.875,1.875,1.875,1.875,1.99609,2.21,2.45,2.66,2.86,3.03,3.18,3.32,3.44,3.54,3.71,3.92,4.16,,
6/12/1998,,1.69141,1.81641,1.81641,1.82031,1.84375,1.95703,2.21,2.45,2.67,2.86,3.04,3.19,3.33,3.44,3.54,3.72,3.93,4.18,,
6/15/1998,,1.75391,1.875,1.875,1.875,1.87891,2,2.25,2.48,2.7,2.89,3.06,3.21,3.34,3.45,3.55,3.73,3.94,4.19,,
6/16/1998,,1.875,1.9375,1.9375,1.94922,1.98047,2.04688,2.26,2.49,2.7,2.89,3.06,3.21,3.34,3.46,3.56,3.74,3.95,4.2,,
