,SDSW1    Curncy,SDSW10   Curncy,SDSW12   Curncy,SDSW15   Curncy,SDSW1F   Curncy,SDSW2    Curncy,SDSW20   Curncy,SDSW3    Curncy,SDSW30   Curncy,SDSW4    Curncy,SDSW5    Curncy,SDSW7    Curncy,SORF1D   Index,SORF1M   Index,SORF3M   Index,SORF6M   Index
2009-04-14,1.5899999999999999,2.67,2.77,2.85,1.635,1.7,2.95,1.905,3.05,2.115,2.26,2.465,0.40357,0.4024,1.03905,1.5719400000000001
2009-04-15,1.635,2.67,2.77,2.85,1.675,1.73,2.94,1.925,3.0475,2.12,2.255,2.46,0.66619,0.48655,1.07549,1.61295
2009-04-16,1.605,2.665,2.73,2.8,1.665,1.705,2.945,1.9100000000000001,3.045,2.1,2.245,2.45,1.74091,0.50663,1.07355,1.60492
2009-04-17,1.595,2.6675,2.765,2.855,1.645,1.7,2.95,1.9,3.04,2.085,2.235,2.445,0.35933,0.46038,1.0104,1.55958
2009-04-20,1.635,2.74,2.84,2.92,1.6949999999999998,1.74,3.02,1.95,3.11,2.145,2.27,2.51,0.13494,0.47643,1.03929,1.5841699999999999
2009-04-21,1.62,2.7,2.805,2.9,1.675,1.74,2.9699999999999998,1.935,3.07,2.115,2.25,2.485,0.12685,0.45634,1.0279,1.59301
2009-04-22,1.5899999999999999,2.675,2.7800000000000002,2.86,1.65,1.675,2.945,1.885,3.045,2.075,2.195,2.44,0.13072,0.45697,1.01508,1.59501
2009-04-23,1.58,2.7,2.805,2.885,1.6099999999999999,1.6800000000000002,2.98,1.885,3.07,2.07,2.2025,2.455,0.21741,0.41249,0.98702,1.5539800000000001
2009-04-24,1.53,2.705,2.81,2.89,1.595,1.645,2.985,1.8525,3.075,2.055,2.195,2.44,0.17048,0.37143,0.96152,1.53677
2009-04-27,1.4849999999999999,2.675,2.7800000000000002,2.86,1.55,1.5899999999999999,2.955,1.8,3.045,1.995,2.13,2.3975,0.11437,0.31826,0.92707,1.49052
2009-04-28,1.475,2.61,2.715,2.865,1.5150000000000001,1.5550000000000002,2.94,1.75,3.025,1.935,2.065,2.33,0.11495,0.33856,0.92382,1.48396
2009-04-29,1.49,2.625,2.73,2.855,1.545,1.595,2.935,1.795,3.04,1.98,2.1,2.355,0.08955,0.31752,0.9071,1.47231
2009-04-30,1.5,2.6925,2.8,2.9175,1.56,1.615,3.025,1.815,3.1075,2.02,2.175,2.42,0.25347,0.30371,0.87834,1.43035
2009-05-01,1.465,2.6925,2.8,2.9175,1.5575,1.615,2.99,1.815,3.04,2.02,2.175,2.42,,,,
2009-05-04,1.47,2.79,2.8975,3.015,1.54,1.6125,3.14,1.845,3.205,2.07,2.24,2.495,0.22871,0.32656,0.87731,1.42739
2009-05-05,1.46,2.785,2.9050000000000002,2.98,1.53,1.62,3.065,1.855,3.155,2.09,2.265,2.51,0.29796,0.34354,0.9005,1.4527
2009-05-06,1.465,2.7800000000000002,2.9,3.005,1.5350000000000001,1.6025,3.1,1.85,3.19,2.09,2.26,2.51,0.22372,0.36805,0.91012,1.4730400000000001
2009-05-07,1.48,2.795,2.915,3.02,1.545,1.6099999999999999,3.125,1.8599999999999999,3.225,2.105,2.305,2.5300000000000002,0.22864,0.37526,0.88732,1.45103
2009-05-08,1.46,2.83,2.95,3.055,1.54,1.6425,3.135,1.9075,3.225,2.135,2.3225,2.57,0.25884,0.36464,0.89062,1.41993
2009-05-11,1.425,2.765,2.885,2.985,1.5,1.6025,3.09,1.875,3.19,2.105,2.27,2.5075,0.11715,0.32152,0.85459,1.4039
2009-05-12,1.455,2.7199999999999998,2.84,2.94,1.54,1.635,3.04,1.8900000000000001,3.15,2.105,2.275,2.495,0.21436,0.30522,0.84328,1.3874
2009-05-13,1.42,2.75,2.87,2.95,1.52,1.63,3.065,1.915,3.165,2.13,2.275,2.52,0.18807,0.3087,0.86042,1.39242
2009-05-14,1.395,2.705,2.825,2.92,1.505,1.6099999999999999,3.02,1.8900000000000001,3.125,2.105,2.25,2.48,0.23898,0.32637,0.86388,1.39302
2009-05-15,1.375,2.695,2.815,2.91,1.475,1.58,3.01,1.8599999999999999,3.115,2.095,2.2525,2.475,0.11366,0.28272,0.81819,1.35472
2009-05-18,1.34,2.715,2.835,2.945,1.435,1.5550000000000002,3.03,1.8425,3.135,2.075,2.2425,2.49,0.18944,0.29084,0.78604,1.34409
2009-05-19,1.425,2.765,2.8449999999999998,2.955,1.43,1.55,3.09,1.85,3.145,2.07,2.265,2.51,0.2746,0.30446,0.77726,1.29462
2009-05-20,1.2650000000000001,2.7199999999999998,2.84,2.93,1.375,1.495,3.055,1.8,3.14,2.04,2.24,2.485,0.27722,0.29071,0.73722,1.26987
2009-05-21,1.215,2.7175000000000002,2.8375,2.96,1.3275000000000001,1.44,3.09,1.745,3.15,2.0125,2.225,2.485,0.35568,0.33742,0.72667,1.24963
2009-05-22,1.29,2.7800000000000002,2.925,3.03,1.395,1.51,3.13,1.8,3.15,2.08,2.275,2.525,0.45734,0.36891,0.6795,1.2539
2009-05-25,1.29,2.79,2.935,3.03,1.395,1.51,3.12,1.815,3.2,2.085,2.29,2.54,0.45734,0.37215,0.69834,1.22257
2009-05-26,1.2650000000000001,2.76,2.86,2.995,1.365,1.4625,3.09,1.77,3.175,2.0425,2.25,2.515,0.21222,0.35435,0.70095,1.2487
2009-05-27,1.33,2.835,2.965,3.085,1.425,1.52,3.175,1.835,3.24,2.12,2.335,2.59,0.14159,0.30984,0.67871,1.23925
2009-05-28,1.325,2.89,3.015,3.145,1.4375,1.55,3.205,1.87,3.2425,2.16,2.385,2.64,0.07805,0.3094,0.68944,1.3037
2009-05-29,1.35,2.965,3.095,3.22,1.49,1.63,3.275,1.955,3.35,2.245,2.455,2.7199999999999998,0.1145,0.28419,0.67731,1.26879
2009-06-01,1.3,2.955,3.085,3.225,1.44,1.6099999999999999,3.285,1.94,3.355,2.24,2.45,2.71,0.09968,0.27724,0.63867,1.22764
2009-06-02,1.325,3.0,3.13,3.255,1.47,1.625,3.29,2.005,3.35,2.2975,2.505,2.76,0.13255,0.25394,0.59864,1.215
2009-06-03,1.3,2.8449999999999998,2.96,3.095,1.425,1.58,3.165,1.9,3.205,2.19,2.385,2.62,0.31098,0.29333,0.62792,1.2123
2009-06-04,1.315,2.865,2.975,3.1,1.455,1.5975000000000001,3.24,1.915,3.275,2.205,2.3875,2.62,0.51121,0.39942,0.6764,1.21967
2009-06-05,1.32,2.915,3.04,3.16,1.475,1.6400000000000001,3.24,1.9649999999999999,3.295,2.255,2.445,2.675,0.51174,0.41954,0.68374,1.22253
2009-06-08,1.505,3.03,3.155,3.29,1.69,1.875,3.35,2.17,3.4050000000000002,2.44,2.6,2.825,0.25854,0.37494,0.64041,1.22234
2009-06-09,1.5,3.015,3.14,3.275,1.705,1.92,3.36,2.2275,3.41,2.455,2.59,2.805,0.28714,0.3979,0.6488,1.27859
2009-06-10,1.575,3.1,3.19,3.305,1.795,2.005,3.375,2.31,3.425,2.565,2.71,2.92,0.26023,0.40993,0.68582,1.26766
2009-06-11,1.63,3.2800000000000002,3.4050000000000002,3.54,1.87,2.125,3.375,2.45,3.6550000000000002,2.715,2.86,3.095,0.26023,0.41588,0.67845,1.2696100000000001
2009-06-12,1.53,3.175,3.3,3.435,1.745,1.995,3.495,2.33,3.55,2.6,2.765,2.965,0.2132,0.36646,0.67416,1.23173
2009-06-15,1.47,3.055,3.18,3.325,1.675,1.8900000000000001,3.375,2.23,3.43,2.4699999999999998,2.63,2.8449999999999998,0.18985,0.40302,0.66768,1.22555
2009-06-16,1.51,3.075,3.2,3.335,1.7,1.92,3.395,2.245,3.45,2.485,2.645,2.86,0.31532,0.4417,0.65512,1.20352
2009-06-17,1.49,3.085,3.21,3.3449999999999998,1.7088,1.92,3.4050000000000002,2.24,3.48,2.495,2.645,2.87,0.21693,0.42377,0.65381,1.21637
2009-06-18,1.48,3.12,3.24,3.37,1.675,1.915,3.43,2.2475,3.48,2.485,2.635,2.88,0.26919,0.38255,0.64796,1.18143
2009-06-19,1.525,3.17,3.285,3.41,1.74,1.955,3.44,2.3,3.525,2.54,2.71,2.945,0.39784,0.4272,0.65806,1.21755
2009-06-22,1.46,3.1,3.2,3.31,1.65,1.87,3.36,2.23,3.465,2.455,2.625,2.865,0.42204,0.43972,0.67878,1.23296
2009-06-23,1.44,3.075,3.17,3.25,1.625,1.8399999999999999,3.325,2.2,3.43,2.43,2.5949999999999998,2.8275,0.40251,0.46569,0.67575,1.21953
2009-06-24,1.385,3.02,3.125,3.22,1.6025,1.8,3.2800000000000002,2.16,3.36,2.38,2.55,2.775,0.37888,0.47021,0.66983,1.18768
2009-06-25,1.38,3.06,3.165,3.26,1.62,1.8199999999999998,3.32,2.18,3.395,2.415,2.575,2.81,0.45503,0.48934,0.67548,1.19026
2009-06-26,1.345,3.015,3.14,3.22,1.5550000000000002,1.775,3.2800000000000002,2.15,3.35,2.37,2.535,2.76,0.42507,0.48859,0.6763,1.16437
2009-06-29,1.38,3.005,3.12,3.24,1.595,1.79,3.2800000000000002,2.1425,3.35,2.37,2.54,2.775,0.62749,0.54547,0.696,1.17214
2009-06-30,1.41,3.045,3.16,3.2975,1.63,1.8399999999999999,3.315,2.185,3.3449999999999998,2.41,2.58,2.8,0.53444,0.47496,0.69061,1.17991
2009-07-01,1.375,3.06,3.175,3.32,1.5899999999999999,1.795,3.36,2.1575,3.435,2.395,2.57,2.805,0.2587,0.3956,0.66202,1.16766
2009-07-02,1.315,3.015,3.13,3.2675,1.52,1.7225000000000001,3.315,2.0925,3.34,2.3449999999999998,2.535,2.77,0.23004,0.3714,0.64807,1.15083
2009-07-03,1.3,2.995,3.115,3.26,1.4849999999999999,1.675,3.31,2.045,3.375,2.295,2.495,2.725,0.20165,0.37843,0.64737,1.12943
2009-07-06,1.2925,3.0075,3.1225,3.2675,1.4849999999999999,1.6724999999999999,3.3225,2.04,3.3725,2.305,2.4975,2.745,0.2752,0.38927,0.63563,1.11256
2009-07-07,1.29,2.985,3.1,3.24,1.465,1.6400000000000001,3.305,2.02,3.395,2.275,2.4699999999999998,2.715,0.25207,0.38989,0.63628,1.0937999999999999
2009-07-08,1.255,2.915,3.04,3.195,1.435,1.605,3.275,1.97,3.385,2.22,2.385,2.645,0.22549,0.39004,0.63517,1.08754
2009-07-09,1.2349999999999999,2.8725,3.0075,3.2,1.415,1.5899999999999999,3.275,1.94,3.3925,2.185,2.34,2.5949999999999998,0.24588,0.40167,0.61564,1.05842
2009-07-10,1.2,2.82,2.96,3.1,1.37,1.55,3.2,1.9100000000000001,3.3,2.15,2.29,2.55,0.25032,0.40338,0.60015,1.04206
2009-07-13,1.215,2.835,2.9699999999999998,3.15,1.395,1.575,3.25,1.915,3.35,2.145,2.305,2.565,0.24035,0.39586,0.59133,1.04285
2009-07-14,1.25,2.93,3.04,3.225,1.44,1.63,3.35,1.975,3.43,2.21,2.3875,2.64,0.2653,0.40388,0.59868,1.04155
2009-07-15,1.26,3.0,3.13,3.3025,1.455,1.645,3.425,2.005,3.55,2.265,2.455,2.715,0.26361,0.40311,0.59512,1.05639
2009-07-16,1.24,2.985,3.125,3.3,1.45,1.65,3.425,2.01,3.535,2.26,2.4375,2.705,0.2385,0.38559,0.59338,1.05652
2009-07-17,1.2349999999999999,2.9699999999999998,3.08,3.27,1.44,1.635,3.4,2.0,3.495,2.245,2.43,2.685,0.25524,0.39131,0.57869,1.03341
2009-07-20,1.255,3.085,3.21,3.3925,1.4825,1.6949999999999998,3.52,2.06,3.64,2.34,2.525,2.775,0.25685,0.37322,0.57274,1.03053
2009-07-21,1.225,3.04,3.165,3.3475,1.445,1.675,3.48,2.035,3.57,2.3,2.4825,2.735,0.26361,0.37238,0.57751,1.02417
2009-07-22,1.215,3.0,3.125,3.3075,1.43,1.645,3.44,1.99,3.58,2.25,2.435,2.68,0.26361,0.38316,0.56514,1.01597
2009-07-23,1.23,3.02,3.15,3.3275,1.44,1.6600000000000001,3.445,2.0075,3.6,2.265,2.46,2.725,0.30918,0.39148,0.56729,1.02049
2009-07-24,1.225,3.025,3.155,3.34,1.43,1.6400000000000001,3.435,1.9849999999999999,3.605,2.27,2.445,2.73,0.29055,0.41641,0.58153,1.01301
2009-07-27,1.22,2.995,3.115,3.295,1.415,1.625,3.39,1.98,3.555,2.2575,2.4425,2.705,0.29738,0.39241,0.58023,1.01597
2009-07-28,1.22,3.005,3.125,3.305,1.42,1.6175000000000002,3.395,1.9725000000000001,3.535,2.255,2.4425,2.705,0.32434,0.41746,0.59249,1.01184
2009-07-29,1.2275,2.9925,3.1075,3.2800000000000002,1.435,1.6425,3.3425000000000002,1.9775,3.4675000000000002,2.25,2.44,2.705,0.34641,0.4306,0.58943,1.01149
2009-07-30,1.2349999999999999,2.99,3.105,3.29,1.4575,1.6875,3.3449999999999998,2.0475,3.475,2.315,2.485,2.725,0.44362,0.45125,0.59672,1.00911
2009-07-31,1.2425,2.99,3.11,3.265,1.46,1.6975,3.39,2.065,3.475,2.315,2.4775,2.715,0.54392,0.45242,0.60707,1.01643
2009-08-03,1.25,2.9775,3.0975,3.265,1.4644,1.6825,3.335,2.04,3.425,2.3,2.465,2.715,0.72611,0.44601,0.60452,1.01668
2009-08-04,1.29,3.0175,3.1375,3.295,1.505,1.74,3.38,2.095,3.4875,2.335,2.5125,2.75,0.72769,0.54346,0.63904,1.03751
2009-08-05,1.34,3.03,3.15,3.3175,1.5550000000000002,1.78,3.39,2.11,3.5,2.36,2.54,2.775,0.6306,0.54092,0.62462,1.01397
2009-08-06,1.365,3.08,3.25,3.43,1.5899999999999999,1.8175,3.515,2.15,3.65,2.38,2.56,2.805,0.58106,0.48761,0.63306,1.01625
2009-08-07,1.355,3.105,3.3,3.43,1.5899999999999999,1.8199999999999998,3.515,2.165,3.68,2.4050000000000002,2.6,2.85,0.53647,0.47338,0.62157,1.01452
2009-08-10,1.355,3.105,3.3,3.43,1.5899999999999999,1.8199999999999998,3.49,2.165,3.54,2.4050000000000002,2.6,2.85,,,,
2009-08-11,1.3900000000000001,3.15,3.35,3.475,1.625,1.855,3.585,2.21,3.715,2.465,2.645,2.9,0.58004,0.49476,0.63221,1.0297
2009-08-12,1.32,3.08,3.3,3.44,1.545,1.78,3.54,2.14,3.66,2.395,2.605,2.83,0.17622,0.50257,0.63458,1.02057
2009-08-13,1.28,3.095,3.35,3.4699999999999998,1.525,1.755,3.57,2.115,3.64,2.375,2.5725,2.83,0.30115,0.45278,0.60228,0.97186
2009-08-14,1.255,3.0225,3.235,3.4275,1.47,1.6875,3.4975,2.03,3.535,2.3025,2.4975,2.755,0.29061,0.4544,0.59839,0.97016
2009-08-17,1.23,2.945,3.175,3.3449999999999998,1.4407,1.645,3.42,1.975,3.6,2.245,2.4275,2.685,0.32744,0.46647,0.60429,0.96324
2009-08-18,1.255,2.99,3.195,3.37,1.4663,1.6800000000000002,3.46,2.0175,3.645,2.2875,2.4725,2.7275,0.27528,0.47476,0.60483,0.95449
2009-08-19,1.225,2.9375,3.1,3.26,1.43,1.635,3.365,1.98,3.5075,2.245,2.4275,2.685,0.29878,0.47492,0.58313,0.95516
2009-08-20,1.2275,2.935,3.115,3.2800000000000002,1.4487999999999999,1.6600000000000001,3.38,1.99,3.435,2.2475,2.44,2.685,0.37614,0.49301,0.59562,0.94431
2009-08-21,1.1975,2.935,3.115,3.26,1.4038,1.625,3.33,1.9775,3.4050000000000002,2.2375,2.43,2.67,0.40034,0.48726,0.57666,0.93844
2009-08-24,1.205,2.975,3.155,3.33,1.43,1.665,3.39,2.005,3.525,2.27,2.4699999999999998,2.7199999999999998,0.37697,0.47423,0.56722,0.93544
2009-08-25,1.19,2.9225,3.115,3.265,1.415,1.6400000000000001,3.35,1.975,3.4225,2.235,2.4225,2.66,0.40181,0.4965,0.57077,0.92546
2009-08-26,1.19,2.9,3.075,3.25,1.405,1.6400000000000001,3.33,1.9649999999999999,3.4,2.22,2.4,2.645,0.44748,0.50166,0.58194,0.93245
2009-08-27,1.19,2.8975,3.0775,3.24,1.405,1.6275,3.32,1.9649999999999999,3.3975,2.195,2.3875,2.635,0.54647,0.52841,0.5915,0.93665
2009-08-28,1.195,2.915,3.09,3.21,1.415,1.655,3.3,1.99,3.35,2.23,2.42,2.65,0.54704,0.54408,0.61683,0.95367
2009-08-31,1.2,2.9,3.085,3.245,1.415,1.625,3.325,1.9625,3.41,2.195,2.3825,2.63,0.62484,0.56561,0.61275,0.97346
2009-09-01,1.19,2.9,3.09,3.255,1.4,1.6225,3.335,1.95,3.45,2.19,2.38,2.64,0.52373,0.51887,0.57791,0.9467
2009-09-02,1.16,2.8425000000000002,3.0275,3.195,1.3599999999999999,1.565,3.275,1.895,3.3725,2.135,2.32,2.575,0.36628,0.50128,0.57499,0.93531
2009-09-03,1.1775,2.88,3.065,3.215,1.3900000000000001,1.595,3.3,1.9100000000000001,3.39,2.16,2.35,2.605,0.41889,0.52967,0.56061,0.9499
2009-09-04,1.17,2.91,3.095,3.24,1.385,1.5899999999999999,3.33,1.92,3.44,2.15,2.35,2.615,0.41888,0.50636,0.55228,0.928
2009-09-07,1.18,2.9275,3.095,3.23,1.395,1.605,3.355,1.9300000000000002,3.39,2.17,2.3625,2.625,,0.52327,0.55485,0.91941
2009-09-08,1.13,2.9025,3.0925,3.2425,1.345,1.5699999999999998,3.3325,1.8975,3.38,2.15,2.34,2.615,0.24116,0.47081,0.53661,0.88961
2009-09-09,1.095,2.9050000000000002,3.095,3.1986,1.305,1.5550000000000002,3.31,1.8900000000000001,3.375,2.15,2.34,2.62,0.09163,0.42672,0.50817,0.8837
2009-09-10,1.055,2.885,3.075,3.23,1.285,1.505,3.3,1.865,3.36,2.13,2.32,2.615,0.23996,0.3885,0.44016,0.83749
2009-09-11,1.0,2.815,3.005,3.155,1.215,1.44,3.24,1.8050000000000002,3.295,2.075,2.27,2.545,0.19728,0.37471,0.43408,0.81236
2009-09-14,1.005,2.8475,2.985,3.135,1.2275,1.44,3.2,1.795,3.255,2.05,2.2525,2.5714,0.18031,0.37584,0.42074,0.8094
2009-09-15,1.015,2.805,2.9699999999999998,3.115,1.23,1.45,3.185,1.81,3.27,2.085,2.2800000000000002,2.55,0.25715,0.43128,0.47629,0.83428
2009-09-16,1.04,2.83,2.975,3.145,1.24,1.47,3.215,1.8375,3.24,2.11,2.3,2.565,0.26231,0.44406,0.48649,0.82862
2009-09-17,1.055,2.87,3.015,3.17,1.285,1.505,3.24,1.8725,3.2800000000000002,2.155,2.355,2.6125,0.31255,0.43993,0.46473,0.82454
2009-09-18,1.06,2.855,3.0,3.16,1.2875,1.505,3.22,1.8775,3.2800000000000002,2.145,2.34,2.6075,0.23626,0.44685,0.47006,0.83522
2009-09-21,1.06,2.855,3.0,3.16,1.28,1.505,3.23,1.8775,3.2800000000000002,2.145,2.34,2.6075,,,,
2009-09-22,1.09,2.885,3.03,3.185,1.3213,1.545,3.24,1.915,3.32,2.19,2.3825,2.645,0.38621,0.45931,0.4983,0.86657
2009-09-23,1.13,2.93,3.075,3.24,1.365,1.5899999999999999,3.31,1.9649999999999999,3.34,2.23,2.43,2.7,0.43858,0.52363,0.52028,0.90688
2009-09-24,1.08,2.86,2.99,3.16,1.3,1.53,3.23,1.9,3.3,2.16,2.36,2.62,0.41028,0.51708,0.52808,0.86888
2009-09-25,1.08,2.86,3.005,3.195,1.31,1.52,3.27,1.8900000000000001,3.295,2.155,2.3475,2.615,0.3997,0.51378,0.5223,0.85813
2009-09-28,1.085,2.8449999999999998,2.99,3.155,1.3019,1.5225,3.225,1.9,3.29,2.155,2.335,2.605,0.38239,0.5084,0.51042,0.8609
2009-09-29,1.0725,2.85,2.9956,3.1526,1.3013,1.52,3.205,1.8875,3.29,2.145,2.3175,2.6001,0.38247,0.48737,0.50886,0.85844
2009-09-30,1.1,2.84,2.985,3.15,1.3157,1.5525,3.22,1.9175,3.285,2.155,2.325,2.5949999999999998,0.41386,0.49725,0.50139,0.83883
2009-10-01,1.0425,2.795,2.94,3.1,1.2738,1.4925,3.185,1.8525,3.285,2.1,2.275,2.5525,0.38167,0.50058,0.51203,0.84633
2009-10-02,1.025,2.735,2.88,3.06,1.2375,1.435,3.14,1.79,3.18,2.04,2.22,2.49,0.35552,0.49504,0.49206,0.8165
2009-10-05,1.01,2.73,2.875,3.06,1.2175,1.41,3.135,1.7650000000000001,3.185,2.025,2.205,2.475,0.30351,0.46895,0.4768,0.79385
2009-10-06,0.975,2.765,2.915,3.125,1.19,1.3900000000000001,3.2,1.75,3.18,2.02,2.2025,2.5,0.43074,0.44659,0.46309,0.76644
2009-10-07,0.985,2.765,2.94,3.14,1.2,1.405,3.22,1.76,3.185,2.035,2.2275,2.5175,0.58535,0.49087,0.48857,0.79405
2009-10-08,0.98,2.7625,2.9225,3.135,1.1975,1.405,3.22,1.76,3.19,2.035,2.225,2.515,0.37507,0.44015,0.47152,0.77778
2009-10-09,1.005,2.805,2.965,3.165,1.215,1.43,3.24,1.7825,3.29,2.065,2.2575,2.55,0.4458,0.44159,0.46983,0.77857
2009-10-12,1.025,2.8475,3.0075,3.23,1.2463,1.4525000000000001,3.32,1.815,3.315,2.105,2.295,2.585,,0.45358,0.4794,0.80018
2009-10-13,1.01,2.83,2.99,3.19,1.23,1.435,3.2800000000000002,1.7850000000000001,3.31,2.08,2.275,2.57,0.36626,0.46411,0.49639,0.77577
2009-10-14,1.01,2.84,3.0,3.2,1.2388,1.4575,3.29,1.8199999999999998,3.295,2.1,2.29,2.58,0.36985,0.47289,0.48859,0.76987
2009-10-15,1.04,2.935,3.09,3.295,1.2819,1.52,3.4,1.8875,3.36,2.1279,2.325,2.67,0.36752,0.46173,0.49078,0.76447
2009-10-16,1.045,2.975,3.135,3.34,1.305,1.5550000000000002,3.44,1.92,3.43,2.215,2.425,2.715,0.3638,0.49084,0.49554,0.76733
2009-10-19,1.078,3.01,3.17,3.37,1.3388,1.5925,3.475,1.9649999999999999,3.44,2.25,2.4625,2.75,0.38918,0.47537,0.49087,0.77303
2009-10-20,1.05,2.96,3.105,3.2800000000000002,1.3025,1.54,3.385,1.9224999999999999,3.42,2.2025,2.415,2.7,0.41309,0.48037,0.49565,0.76162
2009-10-21,1.04,2.95,3.095,3.265,1.2913000000000001,1.53,3.355,1.925,3.38,2.2,2.41,2.695,0.41205,0.48389,0.48898,0.75508
2009-10-22,1.05,2.995,3.14,3.3125,1.31,1.5550000000000002,3.385,1.9449999999999998,3.46,2.215,2.435,2.725,0.41034,0.47701,0.49892,0.76152
2009-10-23,1.08,3.035,3.185,3.36,1.3432,1.5899999999999999,3.455,1.995,3.44,2.275,2.485,2.7800000000000002,0.40223,0.4778,0.49954,0.76045
2009-10-26,1.1,3.09,3.24,3.415,1.35,1.615,3.41,2.025,3.46,2.305,2.5300000000000002,2.825,0.41104,0.48649,0.50882,0.76404
2009-10-27,1.085,3.055,3.205,3.385,1.3425,1.5899999999999999,3.475,1.9849999999999999,3.4699999999999998,2.2800000000000002,2.4975,2.79,0.40999,0.50514,0.51909,0.77272
2009-10-28,1.05,2.9925,3.1425,3.3225,1.3,1.495,3.403,1.94,3.42,2.2225,2.4325,2.725,0.408,0.49577,0.51205,0.75594
2009-10-29,1.035,2.99,3.14,3.34,1.2974999999999999,1.5350000000000001,3.4,1.925,3.41,2.225,2.43,2.7199999999999998,0.4319,0.51142,0.51637,0.76649
2009-10-30,1.025,3.005,3.155,3.3425000000000002,1.285,1.4925,3.425,1.9275,3.45,2.225,2.43,2.7199999999999998,0.62989,0.54652,0.54692,0.7647
2009-11-02,1.03,2.99,3.14,3.33,1.2825,1.5150000000000001,3.41,1.8620999999999999,3.45,2.2,2.4050000000000002,2.705,1.13048,0.58344,0.56996,0.78822
2009-11-03,1.023,2.975,3.125,3.32,1.27,1.4975,3.395,1.8975,3.425,2.185,2.3825,2.6925,0.44886,0.56946,0.56483,0.79167
2009-11-04,1.045,2.99,3.14,3.335,1.285,1.5150000000000001,3.41,1.905,3.44,2.205,2.4074999999999998,2.7199999999999998,0.57867,0.59104,0.60952,0.80312
2009-11-05,1.0,2.975,3.125,3.325,1.2513,1.4825,3.395,1.855,3.44,2.175,2.38,2.695,0.42099,0.55232,0.56558,0.77269
2009-11-06,1.0,2.9699999999999998,3.135,3.32,1.245,1.475,3.39,1.865,3.42,2.1675,2.385,2.675,0.37953,0.54441,0.57586,0.76922
2009-11-09,0.995,2.98,3.14,3.34,1.22,1.4575,3.43,1.855,3.39,2.155,2.378,2.695,0.37519,0.51953,0.5572,0.76828
2009-11-10,0.985,2.975,3.135,3.3475,1.2175,1.445,3.3975,1.835,3.4050000000000002,2.13,2.36,2.67,0.41114,0.51096,0.5769,0.75859
2009-11-11,0.975,2.98,3.145,3.365,1.2125,1.4525000000000001,3.45,1.83,3.4050000000000002,2.145,2.365,2.6825,,0.5449,0.57891,0.75956
2009-11-12,0.98,2.965,3.13,3.3425000000000002,1.215,1.44,3.435,1.8225,3.4050000000000002,2.13,2.3475,2.67,0.39822,0.52715,0.59074,0.76772
2009-11-13,0.955,2.95,3.115,3.3275,1.1863,1.4025,3.425,1.7925,3.4050000000000002,2.1,2.3275,2.645,0.37857,0.52599,0.56943,0.74397
2009-11-16,0.9475,2.945,3.11,3.315,1.19,1.4075,3.4,1.7974999999999999,3.4050000000000002,2.105,2.3225,2.65,0.34568,0.53208,0.57451,0.74672
2009-11-17,0.91,2.885,3.05,3.265,1.1488,1.3725,3.34,1.7946,3.37,2.0525,2.2824999999999998,2.6,0.1595,0.50185,0.56448,0.72528
2009-11-18,0.875,2.875,3.04,3.26,1.1163,1.3425,3.335,1.7275,3.35,2.0275,2.265,2.585,0.1332,0.51788,0.55317,0.7168
2009-11-19,0.89,2.915,3.08,3.2495,1.1138,1.345,3.3575,1.73,3.37,2.045,2.29,2.6225,0.29121,0.52688,0.56308,0.71589
2009-11-20,0.88,2.875,3.04,3.219,1.105,1.32,3.335,1.705,3.35,2.02,2.275,2.5949999999999998,0.39591,0.5841,0.61345,0.73822
2009-11-23,0.8975,2.875,3.0436,3.2189,1.1275,1.325,3.33,1.7102,3.36,2.0293,2.275,2.5848,0.34551,0.57161,0.60346,0.73938
2009-11-24,0.91,2.875,3.0414,3.2192,1.1388,1.3575,3.31,1.7349,3.335,2.0455,2.2824999999999998,2.5893,0.3975,0.5925,0.60909,0.74362
2009-11-25,0.9225,2.8825,3.0514,3.2301,1.165,1.3900000000000001,3.33,1.7657,3.335,2.0594,2.2800000000000002,2.5979,0.60779,0.60917,0.6368,0.74798
2009-11-26,0.915,2.855,3.0262000000000002,3.23,1.155,1.38,3.3,1.76,3.335,2.04,2.26,2.58,,0.60113,0.63725,0.75873
2009-11-27,0.915,2.85,3.015,3.23,1.165,1.38,3.295,1.76,3.335,2.04,2.26,2.58,,,,
2009-11-30,0.91,2.835,3.0013,3.1801,1.1425,1.37,3.31,1.7404,3.34,2.0275,2.2425,2.5562,0.5802,0.61739,0.63395,0.77368
2009-12-01,0.9,2.825,2.9938000000000002,3.1706,1.1263,1.3425,3.29,1.7141,3.33,1.9975,2.215,2.5269,0.36929,0.63615,0.63166,0.76931
2009-12-02,0.895,2.8725,2.9942,3.225,1.1288,1.355,3.333,1.7147999999999999,3.36,2.0325,2.25,2.5775,0.2635,0.59935,0.58813,0.7473
2009-12-03,0.9,2.895,3.0625,3.2405,1.1425,1.38,3.375,1.7650000000000001,3.38,2.0512,2.275,2.6015,0.34613,0.55821,0.55696,0.73206
2009-12-04,0.9075,2.91,3.0793,3.2625,1.1425,1.3675,3.3529999999999998,1.7650000000000001,3.4,2.0578,2.2800000000000002,2.615,0.40754,0.59106,0.5722,0.7306
