,GJGB1 Index,GJGB10 Index,GJGB15 Index,GJGB2 Index,GJGB20 Index,GJGB3 Index,GJGB30 Index,GJGB4 Index,GJGB40 Index,GJGB5 Index,GJGB6 Index,GJGB7 Index,GJGB8 Index,GJGB9 Index
12/17/1996,0.396,2.57,2.67,0.61,3.225,0.84,,1.145,,1.47,1.754,2.05,2.198,2.469
12/18/1996,0.407,2.6,2.685,0.625,3.245,0.86,,1.165,,1.495,1.77,2.07,2.213,2.492
12/19/1996,0.365,2.555,2.655,0.605,3.22,0.825,,1.13,,1.445,1.73,2.02,2.168,2.469
12/20/1996,0.34,2.55,2.64,0.585,3.205,0.805,,1.11,,1.435,1.718,2.01,2.145,2.443
12/23/1996,0.327,,,,,,,,,,1.717,,2.144,2.441
12/24/1996,0.356,2.595,2.675,0.61,3.24,0.835,,1.15,,1.475,1.768,2.06,2.189,2.473
12/25/1996,0.367,2.64,2.71,0.625,3.275,0.865,,1.185,,1.51,1.803,2.105,2.231,2.517
12/26/1996,0.38,2.705,2.75,0.67,3.315,0.92,,1.24,,1.57,1.844,2.155,2.265,2.554
12/27/1996,0.392,2.73,2.795,0.695,3.36,0.965,,1.295,,1.63,1.896,2.225,2.319,2.6
12/30/1996,0.402,2.765,2.815,0.72,3.38,0.985,,1.315,,1.66,1.95,2.26,2.355,2.637
12/31/1996,0.367,,,,,,,,,,1.949,,2.353,2.636
1/1/1997,0.367,,,,,,,,,,1.949,,2.354,2.636
1/2/1997,0.434,2.763,,,,,,,,,1.961,,2.358,2.639
1/3/1997,0.435,2.767,,,,,,,,,1.967,,2.361,2.643
1/6/1997,0.489,2.8,2.86,0.755,3.42,1.03,,1.365,,1.72,2.027,2.32,2.421,2.695
1/7/1997,0.443,2.793,2.825,0.73,3.385,0.995,,1.325,,1.67,1.977,2.275,2.38,2.661
1/8/1997,0.416,2.711,2.755,0.675,3.315,0.93,,1.255,,1.585,1.917,2.19,2.311,2.594
1/9/1997,0.411,2.672,2.735,0.665,3.3,0.905,,1.23,,1.565,1.869,2.17,2.286,2.56
1/10/1997,0.403,2.645,2.705,0.64,3.275,0.875,,1.195,,1.51,1.822,2.115,2.249,2.521
1/13/1997,0.394,2.601,2.68,0.615,3.26,0.84,,1.15,,1.46,1.778,2.075,2.215,2.485
1/14/1997,0.405,2.602,2.68,0.635,3.265,0.87,,1.175,,1.48,1.776,2.075,2.202,2.481
1/15/1997,0.369,2.608,,,,,,,,,1.779,,2.202,2.485
1/16/1997,0.399,2.59,2.66,0.63,3.245,0.86,,1.165,,1.46,1.755,2.04,2.167,2.457
1/17/1997,0.404,2.594,2.685,0.64,3.27,0.88,,1.19,,1.485,1.774,2.07,2.19,2.473
1/20/1997,0.403,2.586,2.655,0.62,3.245,0.85,,1.15,,1.435,1.744,2.01,2.157,2.454
1/21/1997,0.398,2.588,2.66,0.615,3.25,0.84,,1.14,,1.44,1.742,2.025,2.158,2.456
1/22/1997,0.413,2.575,2.64,0.61,3.224,0.83,,1.13,,1.43,1.738,2.019,2.153,2.445
1/23/1997,0.401,2.613,2.67,0.635,3.245,0.86,,1.17,,1.485,1.779,2.09,2.206,2.486
1/24/1997,0.387,2.586,2.635,0.6,3.21,0.82,,1.115,,1.425,1.738,2.025,2.166,2.464
1/27/1997,0.375,2.544,2.595,0.57,3.17,0.78,,1.07,,1.375,1.68,1.975,2.115,2.42
1/28/1997,0.38,2.553,2.615,0.575,3.185,0.815,,1.11,,1.415,1.701,2.01,2.13,2.427
1/29/1997,0.389,2.588,2.65,0.595,3.205,0.86,,1.16,,1.48,1.757,2.065,2.19,2.461
1/30/1997,0.37,2.563,2.625,0.575,3.175,0.83,,1.13,,1.44,1.733,2.025,2.163,2.444
1/31/1997,0.362,2.554,2.615,0.575,3.155,0.83,,1.125,,1.435,1.725,2.02,2.156,2.433
2/3/1997,0.371,2.539,2.615,0.57,3.15,0.83,,1.125,,1.435,1.724,2.02,2.154,2.45
2/4/1997,0.371,2.549,2.63,0.575,3.16,0.845,,1.145,,1.455,1.738,2.04,2.167,2.462
2/5/1997,0.349,2.541,2.625,0.565,3.15,0.84,,1.14,,1.455,1.743,2.035,2.165,2.461
2/6/1997,0.353,2.549,2.625,0.565,3.15,0.835,,1.135,,1.455,1.744,2.035,2.17,2.466
2/7/1997,0.342,2.537,2.6,0.545,3.125,0.815,,1.11,,1.43,1.721,2.005,2.144,2.445
2/10/1997,0.338,2.558,2.62,0.55,3.145,0.835,,1.13,,1.45,1.732,2.03,2.159,2.455
2/11/1997,0.322,2.561,,,,,,,,,1.735,,2.162,2.458
2/12/1997,0.345,2.572,2.63,0.55,3.155,0.84,,1.135,,1.46,1.746,2.045,2.176,2.468
2/13/1997,0.329,2.552,2.615,0.54,3.14,0.825,,1.115,,1.435,1.73,2.025,2.162,2.454
2/14/1997,0.331,2.553,2.625,0.54,3.15,0.82,,1.115,,1.45,1.739,2.045,2.171,2.458
2/17/1997,0.337,2.557,2.63,0.54,3.15,0.82,,1.115,,1.455,1.747,2.055,2.181,2.463
2/18/1997,0.333,2.558,2.63,0.535,3.15,0.81,,1.1,,1.44,1.742,2.05,2.18,2.465
2/19/1997,0.345,2.539,2.61,0.515,3.125,0.785,,1.07,,1.405,1.723,2.015,2.148,2.447
2/20/1997,0.347,2.596,2.675,0.555,3.185,0.845,,1.14,,1.48,1.759,2.105,2.197,2.503
2/21/1997,0.348,2.59,2.65,0.54,3.15,0.815,,1.11,,1.445,1.758,2.065,2.188,2.498
2/24/1997,0.359,2.582,2.645,0.54,3.145,0.815,,1.105,,1.44,1.746,2.055,2.176,2.489
2/25/1997,0.362,2.579,2.65,0.545,3.15,0.82,,1.115,,1.445,1.735,2.05,2.169,2.481
2/26/1997,0.371,2.557,2.635,0.535,3.135,0.8,,1.09,,1.42,1.713,2.02,2.15,2.459
2/27/1997,0.353,2.558,2.648,0.54,3.145,0.81,,1.1,,1.43,1.719,2.03,2.158,2.463
2/28/1997,0.491,2.565,2.655,0.6,3.205,0.885,,1.19,,1.51,1.817,2.093,2.221,2.465
3/3/1997,0.488,2.59,2.67,0.6,3.225,0.9,,1.2,,1.52,1.827,2.101,2.226,2.473
3/4/1997,0.494,2.585,2.665,0.61,3.22,0.9,,1.195,,1.51,1.817,2.094,2.216,2.468
3/5/1997,0.501,2.585,2.675,0.615,3.23,0.9,,1.2,,1.515,1.816,2.087,2.215,2.469
3/6/1997,0.436,2.55,2.645,0.6,3.2,0.85,,1.16,,1.47,1.777,2.036,2.173,2.436
3/7/1997,0.439,2.55,2.645,0.6,3.2,0.845,,1.16,,1.47,1.767,2.04,2.163,2.425
3/10/1997,0.449,2.54,2.635,0.6,3.19,0.85,,1.155,,1.465,1.761,2.04,2.16,2.422
3/11/1997,0.457,2.53,2.62,0.605,3.175,0.86,,1.15,,1.46,1.751,2.027,2.147,2.407
3/12/1997,0.448,2.505,2.6,0.6,3.15,0.85,,1.14,,1.445,1.725,2.003,2.123,2.385
3/13/1997,0.427,2.445,2.545,0.56,3.095,0.805,,1.09,,1.395,1.684,1.956,2.078,2.339
3/14/1997,0.42,2.41,2.495,0.545,3.045,0.78,,1.055,,1.355,1.638,1.901,2.029,2.294
3/17/1997,0.421,2.41,2.495,0.555,3.045,0.8,,1.075,,1.375,1.643,1.895,2.028,2.288
3/18/1997,0.446,2.425,2.55,0.605,3.1,0.865,,1.145,,1.445,1.707,1.96,2.091,2.34
3/19/1997,0.456,2.455,2.535,0.635,3.085,0.885,,1.15,,1.45,1.711,1.962,2.088,2.345
3/20/1997,0.447,,,,,,,,,,1.715,1.964,2.089,2.352
3/21/1997,0.523,2.485,2.585,0.715,3.135,0.995,,1.24,,1.54,1.781,2.025,2.138,2.385
3/24/1997,0.59,2.58,2.62,0.79,3.17,1.05,,1.295,,1.59,1.834,2.071,2.181,2.428
3/25/1997,0.593,2.53,2.605,0.765,3.155,1.01,,1.26,,1.545,1.821,2.059,2.169,2.422
3/26/1997,0.558,2.48,2.555,0.715,3.105,0.935,,1.185,,1.46,1.762,2.009,2.113,2.374
3/27/1997,0.573,2.55,2.61,0.765,3.16,1.005,,1.27,,1.555,1.797,2.057,2.158,2.409
3/28/1997,0.573,2.48,2.56,0.735,3.115,0.95,,1.23,,1.52,1.783,2.035,2.137,2.378
3/31/1997,0.572,2.45,2.53,0.715,3.085,0.92,,1.2,,1.49,1.765,2.008,2.12,2.353
4/1/1997,0.576,2.435,2.52,0.71,3.07,0.92,,1.195,,1.485,1.751,2.002,2.105,2.343
4/2/1997,0.55,2.36,2.445,0.67,2.995,0.86,,1.14,,1.405,1.687,1.929,2.022,2.268
4/3/1997,0.537,2.355,2.44,0.7,2.99,0.91,,1.175,,1.455,1.68,1.915,2.012,2.25
4/4/1997,0.531,2.315,2.405,0.685,2.955,0.89,,1.155,,1.425,1.665,1.896,1.987,2.22
4/7/1997,0.525,2.26,2.365,0.67,2.915,0.88,,1.12,,1.385,1.626,1.856,1.945,2.177
4/8/1997,0.534,2.265,2.37,0.69,2.905,0.88,,1.145,,1.405,1.642,1.871,1.952,2.179
4/9/1997,0.547,2.29,2.365,0.695,2.895,0.92,,1.15,,1.425,1.645,1.875,1.954,2.188
4/10/1997,0.536,2.305,2.37,0.7,2.885,0.905,,1.15,,1.4,1.64,1.871,1.956,2.199
4/11/1997,0.56,2.345,2.405,0.73,2.91,0.94,,1.19,,1.425,1.672,1.902,1.987,2.227
4/14/1997,0.572,2.345,2.425,0.735,2.93,0.95,,1.2,,1.44,1.691,1.926,2.01,2.245
4/15/1997,0.562,2.355,2.42,0.715,2.925,0.92,,1.175,,1.415,1.678,1.921,2.006,2.241
4/16/1997,0.533,2.335,2.41,0.68,2.915,0.865,,1.13,,1.375,1.644,1.893,1.986,2.227
4/17/1997,0.554,2.38,2.435,0.705,2.94,0.9,,1.16,,1.41,1.662,1.911,2.005,2.258
4/18/1997,0.551,2.345,2.41,0.705,2.915,0.91,,1.155,,1.41,1.645,1.885,1.98,2.236
4/21/1997,0.564,2.345,2.4,0.71,2.91,0.91,,1.165,,1.42,1.653,1.881,1.975,2.227
4/22/1997,0.569,2.33,2.39,0.72,2.905,0.905,,1.17,,1.415,1.655,1.875,1.967,2.212
4/23/1997,0.568,2.345,2.41,0.745,2.925,0.935,,1.19,,1.435,1.683,1.91,1.991,2.226
4/24/1997,0.581,2.335,2.405,0.765,2.92,0.95,,1.19,,1.425,1.689,1.919,1.998,2.23
4/25/1997,0.658,2.455,2.49,0.86,3,1.01,,1.3,,1.535,1.8,2.038,2.11,2.323
4/28/1997,0.699,2.48,2.52,0.885,3.02,1.065,,1.315,,1.555,1.826,2.06,2.14,2.362
4/29/1997,0.658,,,,,,,,,,1.828,2.069,2.148,2.371
4/30/1997,0.705,2.545,2.58,0.91,3.065,1.08,,1.34,,1.6,1.86,2.102,2.186,2.413
5/1/1997,0.683,2.515,2.56,0.87,3.05,1.05,,1.305,,1.575,1.845,2.088,2.167,2.407
5/2/1997,0.657,2.495,2.54,0.845,3.03,1.04,,1.295,,1.565,1.833,2.072,2.144,2.388
5/5/1997,0.643,,,,,,,,,,1.83,2.069,2.139,2.389
5/6/1997,0.712,2.61,2.63,0.92,3.115,1.14,,1.41,,1.695,1.945,2.188,2.254,2.5
5/7/1997,0.714,2.63,2.64,0.92,3.125,1.145,,1.41,,1.695,1.96,2.205,2.274,2.511
5/8/1997,0.72,2.695,2.695,0.94,3.195,1.185,,1.45,,1.755,1.998,2.246,2.316,2.564
5/9/1997,0.763,2.795,2.795,1,3.3,1.26,,1.525,,1.845,2.082,2.335,2.409,2.663
5/12/1997,0.766,2.795,2.81,1,3.33,1.26,,1.53,,1.82,2.097,2.351,2.426,2.674
5/13/1997,0.744,2.73,2.76,0.96,3.295,1.2,,1.455,,1.785,2.031,2.271,2.356,2.605
5/14/1997,0.735,2.77,2.79,0.98,3.33,1.245,,1.5,,1.79,2.051,2.307,2.385,2.625
5/15/1997,0.728,2.78,2.795,0.98,3.34,1.245,,1.5,,1.77,2.061,2.32,2.396,2.644
5/16/1997,0.714,2.755,2.775,0.97,3.32,1.23,,1.485,,1.77,2.045,2.299,2.375,2.618
5/19/1997,0.688,2.71,2.735,0.94,3.29,1.19,,1.445,,1.73,2.002,2.248,2.327,2.573
5/20/1997,0.694,2.695,2.705,0.94,3.265,1.19,,1.445,,1.715,1.986,2.23,2.31,2.551
5/21/1997,0.724,2.815,2.815,1.02,3.375,1.305,,1.57,,1.815,2.111,2.372,2.44,2.672
5/22/1997,0.706,2.78,2.755,1,3.325,1.275,,1.535,,1.825,2.074,2.325,2.403,2.641
5/23/1997,0.71,2.795,2.765,1.02,3.335,1.305,,1.565,,1.825,2.085,2.34,2.414,2.651
5/26/1997,0.72,2.8,2.775,1.05,3.345,1.33,,1.59,,1.85,2.098,2.35,2.429,2.675
5/27/1997,0.763,2.86,2.83,1.125,3.4,1.405,,1.67,,1.925,2.161,2.41,2.486,2.717
5/28/1997,0.802,2.885,2.865,1.195,3.435,1.48,,1.74,,1.97,2.214,2.454,2.52,2.75
5/29/1997,0.769,2.825,2.815,1.145,3.385,1.42,,1.68,,1.925,2.159,2.393,2.463,2.693
5/30/1997,0.836,2.861,2.86,1.125,3.335,1.37,,1.64,,1.88,2.136,2.31,2.501,2.618
6/2/1997,0.838,2.846,2.855,1.14,3.33,1.385,,1.65,,1.89,1.744,2.31,2.495,2.611
6/3/1997,0.864,2.819,2.86,1.17,3.34,1.415,,1.665,,1.905,1.777,2.345,2.519,2.624
6/4/1997,0.837,2.778,2.81,1.14,3.29,1.375,,1.625,,1.86,2.1,2.29,2.481,2.589
6/5/1997,0.853,2.763,2.79,1.15,3.275,1.39,,1.635,,1.87,1.945,2.305,2.469,2.574
6/6/1997,0.887,2.75,2.775,1.13,3.26,1.37,,1.615,,1.85,2.106,2.285,2.463,2.564
6/9/1997,0.845,2.722,2.745,1.075,3.23,1.3,,1.55,,1.79,2.061,2.235,2.429,2.541
6/10/1997,0.821,2.774,2.75,1.065,3.235,1.28,,1.535,,1.775,2.057,2.245,2.47,2.555
6/11/1997,0.739,2.711,2.7,0.965,3.185,1.18,,1.44,,1.685,1.974,2.17,2.399,2.489
6/12/1997,0.715,2.727,2.715,1.01,3.195,1.23,,1.495,,1.735,1.996,2.205,2.428,2.513
6/13/1997,0.702,2.678,2.68,0.975,3.16,1.195,,1.465,,1.7,1.959,2.16,2.383,2.467
6/16/1997,0.682,2.658,2.665,0.94,3.145,1.17,,1.45,,1.69,1.946,2.155,2.373,2.454
6/17/1997,0.67,2.624,2.625,0.9,3.1,1.13,,1.405,,1.645,1.908,2.105,2.328,2.416
6/18/1997,0.674,2.659,2.655,0.93,3.125,1.165,,1.435,,1.68,1.936,2.145,2.368,2.453
6/19/1997,0.67,2.649,2.65,0.92,3.11,1.155,,1.425,,1.665,1.927,2.135,2.358,2.447
6/20/1997,0.672,2.67,2.665,0.925,3.12,1.175,,1.445,,1.685,1.945,2.16,2.373,2.46
6/23/1997,0.668,2.664,2.66,0.92,3.115,1.18,,1.45,,1.685,1.948,2.155,2.373,2.458
6/24/1997,0.647,2.621,2.625,0.88,3.075,1.135,,1.4,,1.635,1.907,2.1,2.318,2.409
6/25/1997,0.726,2.768,2.775,1.02,3.195,1.305,,1.575,,1.805,2.051,2.27,2.484,2.561
6/26/1997,0.721,2.743,2.74,1.005,3.18,1.29,,1.56,,1.785,2.05,2.245,2.458,2.539
6/27/1997,0.682,2.654,2.649,0.92,3.089,1.195,,1.457,,1.678,1.953,2.134,2.353,2.434
6/30/1997,0.673,2.639,2.645,0.905,3.085,1.17,,1.44,,1.67,1.954,2.14,2.358,2.435
7/1/1997,0.649,2.565,2.619,0.87,3.069,1.127,,1.396,,1.629,1.911,2.108,2.294,2.398
7/2/1997,0.631,2.565,2.615,0.875,3.07,1.125,,1.39,,1.62,1.89,2.095,2.28,2.39
7/3/1997,0.619,2.585,2.595,0.855,3.05,1.095,,1.36,,1.595,1.865,2.065,2.252,2.363
7/4/1997,0.607,2.54,2.56,0.83,3.015,1.045,,1.315,,1.55,1.824,2.025,2.227,2.333
7/7/1997,0.607,2.55,2.57,0.84,3.03,1.055,,1.335,,1.57,1.841,2.05,2.241,2.35
7/8/1997,0.611,2.58,2.585,0.845,3.04,1.065,,1.345,,1.585,1.864,2.065,2.258,2.375
7/9/1997,0.597,2.565,2.585,0.84,3.035,1.065,,1.335,,1.575,1.855,2.05,2.241,2.36
7/10/1997,0.603,2.55,2.59,0.84,3.04,1.07,,1.335,,1.575,1.849,2.045,2.229,2.349
7/11/1997,0.597,2.545,2.595,0.835,3.05,1.075,,1.335,,1.57,1.845,2.04,2.226,2.347
7/14/1997,0.596,2.56,2.6,0.83,3.055,1.075,,1.335,,1.57,1.843,2.035,2.226,2.347
7/15/1997,0.597,2.565,2.62,0.835,3.075,1.085,,1.355,,1.59,1.863,2.06,2.253,2.378
7/16/1997,0.594,2.585,2.605,0.83,3.055,1.07,,1.34,,1.575,1.847,2.04,2.236,2.361
7/17/1997,0.586,2.545,2.59,0.82,3.04,1.055,,1.325,,1.56,1.822,2.02,2.216,2.346
7/18/1997,0.584,2.555,2.6,0.82,3.05,1.06,,1.335,,1.57,1.834,2.035,2.231,2.361
7/21/1997,0.576,,,,,,,,,,1.836,,2.231,2.361
7/22/1997,0.592,2.545,2.59,0.815,3.04,1.055,,1.325,,1.56,1.827,2.03,2.22,2.355
7/23/1997,0.563,2.505,2.56,0.795,3.01,1.03,,1.295,,1.53,1.792,1.995,2.184,2.319
7/24/1997,0.55,2.485,2.52,0.78,2.97,1,,1.265,,1.5,1.762,1.955,2.146,2.281
7/25/1997,0.539,2.43,2.49,0.75,2.94,0.965,,1.235,,1.47,1.739,1.935,2.121,2.251
7/28/1997,0.54,2.44,2.49,0.745,2.94,0.96,,1.235,,1.47,1.737,1.935,2.127,2.24
7/29/1997,0.542,2.435,2.495,0.745,2.945,0.97,,1.25,,1.485,1.759,1.96,2.145,2.255
7/30/1997,0.514,2.385,2.455,0.715,2.9,0.93,,1.205,,1.435,1.712,1.905,2.093,2.2
7/31/1997,0.504,2.36,2.43,0.69,2.875,0.905,,1.18,,1.41,1.695,1.875,2.067,2.175
8/1/1997,0.496,2.355,2.41,0.66,2.86,0.89,,1.16,,1.39,1.669,1.85,2.047,2.155
8/4/1997,0.504,2.37,2.43,0.645,2.88,0.915,,1.185,,1.415,1.685,1.875,2.071,2.175
8/5/1997,0.515,2.36,2.43,0.645,2.88,0.92,,1.19,,1.415,1.687,1.875,2.066,2.17
8/6/1997,0.526,2.4,2.47,0.675,2.92,0.965,,1.235,,1.46,1.729,1.925,2.11,2.215
8/7/1997,0.514,2.36,2.44,0.65,2.89,0.93,,1.195,,1.415,1.695,1.875,2.068,2.18
8/8/1997,0.511,2.345,2.43,0.64,2.88,0.915,,1.175,,1.395,1.671,1.86,2.057,2.165
8/11/1997,0.52,2.355,2.435,0.635,2.88,0.91,,1.165,,1.385,1.667,1.86,2.055,2.17
8/12/1997,0.526,2.37,2.449,0.638,2.894,0.906,,1.17,,1.394,1.681,1.882,2.081,2.189
8/13/1997,0.516,2.37,2.44,0.665,2.885,0.91,,1.175,,1.395,1.672,1.88,2.076,2.185
8/14/1997,0.513,2.33,2.405,0.635,2.845,0.86,,1.125,,1.35,1.632,1.825,2.026,2.14
8/15/1997,0.518,2.33,2.409,0.645,2.855,0.87,,1.14,,1.37,1.649,1.84,2.04,2.15
8/18/1997,0.526,2.32,2.4,0.63,2.845,0.855,,1.13,,1.36,1.637,1.83,2.031,2.14
8/19/1997,0.521,2.305,2.39,0.61,2.835,0.84,,1.115,,1.35,1.627,1.815,2.015,2.125
8/20/1997,0.5,2.3,2.38,0.6,2.825,0.83,,1.105,,1.34,1.621,1.805,2.01,2.12
8/21/1997,0.5,2.3,2.38,0.595,2.825,0.84,,1.1,,1.33,1.616,1.8,2.009,2.12
8/22/1997,0.495,2.29,2.375,0.59,2.82,0.84,,1.095,,1.325,1.609,1.795,2.001,2.115
8/25/1997,0.489,2.265,2.365,0.58,2.81,0.83,,1.085,,1.315,1.598,1.78,1.989,2.1
8/26/1997,0.495,2.25,2.34,0.565,2.79,0.81,,1.065,,1.295,1.576,1.76,1.966,2.075
8/27/1997,0.489,2.28,2.355,0.575,2.805,0.835,,1.095,,1.325,1.601,1.8,2.002,2.105
8/28/1997,0.47,2.245,2.34,0.555,2.785,0.81,,1.07,,1.3,1.578,1.77,1.974,2.08
8/29/1997,0.464,2.225,2.33,0.545,2.77,0.795,,1.06,,1.29,1.561,1.76,1.964,2.07
9/1/1997,0.612,2.235,2.32,0.535,2.76,0.78,,1.045,,1.275,1.6,1.745,1.981,2.05
9/2/1997,0.608,2.2,2.295,0.585,2.845,0.805,,1.09,,1.33,1.572,1.75,1.952,2.04
9/3/1997,0.624,2.245,2.33,,2.875,0.835,,1.13,,1.37,1.61,1.78,1.99,2.08
9/4/1997,0.655,2.275,2.36,0.625,2.905,0.85,,1.155,,1.405,1.642,1.815,2.026,2.11
9/5/1997,0.698,2.265,2.365,0.63,2.91,0.86,,1.165,,1.415,1.656,1.83,2.037,2.115
9/8/1997,0.69,2.225,2.34,0.615,2.89,0.84,,1.135,,1.39,1.627,1.79,1.998,2.075
9/9/1997,0.69,2.245,2.355,0.63,2.905,0.86,,1.155,,1.41,1.651,1.82,2.023,2.1
9/10/1997,0.663,2.235,2.345,0.63,2.895,0.855,,1.139,,1.395,1.631,1.8,2.009,2.09
9/11/1997,0.608,2.26,2.355,0.645,2.905,0.865,,1.15,,1.41,1.64,1.815,2.057,2.115
9/12/1997,0.637,2.22,2.315,0.62,2.865,0.83,,1.11,,1.365,1.595,1.765,2.015,2.075
9/15/1997,0.634,,,,,,,,,,1.595,,2.015,
9/16/1997,0.602,2.185,2.285,0.6,2.835,0.8,,1.075,,1.335,1.569,1.73,1.976,2.045
9/17/1997,0.609,2.17,2.275,0.595,2.825,0.79,,1.07,,1.325,1.56,1.72,1.962,2.035
9/18/1997,0.614,2.18,2.285,0.6,2.835,0.795,,1.08,,1.335,1.57,1.735,1.967,2.04
9/19/1997,0.611,2.185,2.29,0.6,2.845,0.795,,1.08,,1.335,1.571,1.74,1.972,2.045
9/22/1997,0.608,2.155,2.265,0.575,2.815,0.755,,1.04,,1.295,1.531,1.7,1.937,2.01
9/23/1997,0.573,,,,,,,,,,1.528,,1.936,
9/24/1997,0.498,2.155,2.265,0.575,2.815,0.755,,1.04,,1.295,1.53,1.705,1.937,2.01
9/25/1997,0.605,2.13,2.24,0.555,2.79,0.725,,1.01,,1.26,1.495,1.675,1.912,1.985
9/26/1997,0.604,2.14,2.235,0.565,2.785,0.735,,1.015,,1.265,1.501,1.675,1.922,1.995
9/29/1997,0.607,2.11,2.205,0.565,2.76,0.72,,0.99,,1.24,1.47,1.64,1.891,1.965
9/30/1997,0.631,2.12,2.215,0.605,2.77,0.765,,1.035,,1.28,1.505,1.67,1.902,1.975
10/1/1997,0.605,2.045,2.14,0.565,2.695,0.715,,0.975,,1.21,1.435,1.585,1.822,1.895
10/2/1997,0.608,2.005,2.105,0.565,2.66,0.715,,0.975,,1.2,1.416,1.555,1.787,1.86
10/3/1997,0.609,2.03,2.13,0.59,2.68,0.745,,1.005,,1.235,1.448,1.59,1.817,1.89
10/6/1997,0.613,1.995,2.11,0.58,2.655,0.73,,0.985,,1.21,1.421,1.56,1.787,1.86
10/7/1997,0.6,1.94,2.075,0.565,2.615,0.71,,0.96,,1.175,1.381,1.515,1.741,1.815
10/8/1997,0.597,1.955,2.075,0.575,2.61,0.73,,0.985,,1.205,1.414,1.545,1.761,1.835
10/9/1997,0.596,1.995,2.105,0.604,2.63,0.775,,1.03,,1.255,1.468,1.61,1.814,1.88
10/10/1997,0.596,,,,,,,,,,1.468,,1.815,
10/13/1997,0.604,1.955,2.08,0.595,2.6,0.755,,1,,1.22,1.425,1.565,1.771,1.84
10/14/1997,0.598,1.97,2.095,0.59,2.61,0.76,,1.01,,1.23,1.44,1.575,1.79,1.855
10/15/1997,0.587,1.985,2.095,0.585,2.605,0.755,,0.995,,1.215,1.421,1.56,1.791,1.86
10/16/1997,0.595,2.01,2.11,0.595,2.62,0.77,,1.01,,1.235,1.448,1.6,1.819,1.89
10/17/1997,0.589,1.975,2.085,0.57,2.595,0.74,,0.975,,1.2,1.415,1.565,1.791,1.86
10/20/1997,0.6,1.936,2.055,0.55,2.56,0.717,,0.947,,1.166,1.38,1.53,1.75,1.82
10/21/1997,0.601,1.935,2.05,0.549,2.55,0.715,,0.95,,1.165,1.381,1.531,1.75,1.82
10/22/1997,0.6,1.93,2.045,0.541,2.545,0.717,,0.95,,1.17,1.388,1.53,1.748,1.815
10/23/1997,0.599,1.91,2.03,0.536,2.53,0.712,,0.952,,1.165,1.374,1.521,1.73,1.801
10/24/1997,0.599,1.895,2.01,0.535,2.51,0.71,,0.946,,1.16,1.362,1.505,1.713,1.78
10/27/1997,0.597,1.855,1.985,0.529,2.485,0.702,,0.937,,1.145,1.34,1.47,1.676,1.74
10/28/1997,0.599,1.815,1.955,0.508,2.44,0.676,,0.911,,1.121,1.312,1.435,1.637,1.701
10/29/1997,0.589,1.83,1.98,0.52,2.455,0.7,,0.935,,1.146,1.338,1.46,1.658,1.716
10/30/1997,0.578,1.79,1.94,0.504,2.41,0.671,,0.901,,1.111,1.302,1.425,1.618,1.676
10/31/1997,0.584,1.815,1.945,0.508,2.41,0.681,,0.911,,1.12,1.312,1.445,1.636,1.695
11/4/1997,0.52,1.81,1.94,0.507,2.4,0.681,,0.906,,1.115,1.307,1.445,1.605,1.695
11/5/1997,0.517,1.79,1.925,0.504,2.38,0.675,,0.89,,1.095,1.291,1.43,1.585,1.675
11/6/1997,0.582,1.805,1.925,0.509,2.38,0.687,,0.9,,1.106,1.301,1.44,1.632,1.69
11/7/1997,0.584,1.795,1.91,0.503,2.36,0.682,,0.89,,1.095,1.288,1.426,1.624,1.68
11/10/1997,0.588,1.845,1.95,0.527,2.39,0.716,,0.93,,1.141,1.333,1.47,1.673,1.73
11/11/1997,0.599,1.87,1.97,0.536,2.42,0.732,,0.956,,1.165,1.357,1.495,1.697,1.755
11/12/1997,0.585,1.9,2.01,0.544,2.47,0.747,,0.976,,1.186,1.393,1.536,1.728,1.785
11/13/1997,0.49,1.815,1.935,0.441,2.405,0.65,,0.865,,1.086,1.294,1.43,1.639,1.696
11/14/1997,0.487,1.845,1.97,0.44,2.44,0.651,,0.841,,1.095,1.312,1.461,1.661,1.72
11/17/1997,0.434,1.901,2.04,0.398,2.51,0.616,,0.845,,1.095,1.344,1.5,1.709,1.771
11/18/1997,0.45,1.92,2.055,0.413,2.525,0.637,,0.871,,1.11,1.374,1.501,1.718,1.78
11/19/1997,0.454,1.935,2.07,0.419,2.54,0.647,,0.89,,1.131,1.356,1.51,1.731,1.795
11/20/1997,0.452,1.965,2.12,0.417,2.595,0.647,,0.896,,1.135,1.363,1.525,1.757,1.82
11/21/1997,0.449,1.965,2.13,0.416,2.615,0.645,,0.895,,1.135,1.367,1.536,1.757,1.82
11/24/1997,0.434,,,,,,,,,,1.367,,1.757,
11/25/1997,0.415,1.91,2.085,0.348,2.58,0.572,,0.815,,1.055,1.297,1.46,1.699,1.766
11/26/1997,0.437,1.951,2.115,0.371,2.61,0.59,,0.846,,1.09,1.328,1.495,1.727,1.81
11/27/1997,0.483,1.99,2.15,0.426,2.645,0.646,,0.907,,1.145,1.377,1.54,1.771,1.856
11/28/1997,0.504,1.96,2.12,0.441,2.615,0.646,,0.91,,1.145,1.376,1.531,1.75,1.835
12/1/1997,0.358,1.946,2.105,0.445,2.6,0.641,,0.905,,1.135,1.466,1.52,1.777,1.82
