,BA1 Comdty,ED1 Comdty,EF1 Comdty,ER1 Comdty,ES1 Comdty,IR1 Comdty,L 1 Comdty
2004-02-20,97.79,98.8625,99.945,97.94,99.71,94.44,95.77
2004-02-23,97.795,98.8675,99.945,97.94,99.7,94.39,95.75
2004-02-24,97.79,98.8675,99.94,97.95,99.73,94.4,95.77
2004-02-25,97.785,98.8675,99.945,97.98,99.73,94.4,95.77
2004-02-26,97.81,98.8675,99.94,97.96,99.72,94.42,95.76
2004-02-27,97.805,98.8675,99.945,97.975,99.73,94.41,95.76
2004-03-01,97.815,98.8675,99.94,97.965,99.73,94.46,95.73
2004-03-02,97.785,98.865,99.945,97.96,99.73,94.47,95.73
2004-03-03,97.765,98.865,99.945,97.95,99.72,94.44,95.72
2004-03-04,97.755,98.865,99.945,97.94,99.73,94.47,95.75
2004-03-05,97.79,98.8825,99.945,97.95,99.74,94.48,95.74
2004-03-08,97.785,98.8875,99.95,97.95,99.74,94.51,95.72
2004-03-09,97.795,98.8875,99.945,97.95,99.74,94.48,95.72
2004-03-10,97.795,98.8875,99.95,97.94,99.74,94.46,95.72
2004-03-11,97.795,98.8875,99.95,97.945,99.74,94.45,95.72
2004-03-12,97.82,98.89,99.95,97.945,99.75,94.6,95.73
2004-03-15,97.844,98.89,99.95,97.95,99.745,94.6,95.73
2004-03-16,98.035,98.835,99.935,98.005,99.68,94.6,95.72
2004-03-17,98.04,98.84,99.935,98.055,99.69,94.63,95.72
2004-03-18,98.03,98.84,99.93,98.07,99.69,94.61,95.53
2004-03-19,98.025,98.84,99.935,98.085,99.68,94.6,95.5
2004-03-22,98.07,98.84,99.935,98.085,99.7,94.62,95.5
2004-03-23,98.055,98.84,99.935,98.065,99.7,94.63,95.49
2004-03-24,98.07,98.845,99.94,98.11,99.7,94.64,95.5
2004-03-25,98.07,98.845,99.935,98.16,99.71,94.59,95.49
2004-03-26,98.005,98.84,99.93,98.165,99.7,94.57,95.48
2004-03-29,97.995,98.83,99.93,98.12,99.69,94.54,95.43
2004-03-30,98.005,98.83,99.935,98.145,99.69,94.53,95.45
2004-03-31,98.06,98.83,99.94,98.125,99.69,94.53,95.46
2004-04-01,98.07,98.82,99.94,98.03,99.67,94.56,95.43
2004-04-02,97.925,98.75,99.94,97.95,99.58,94.54,95.36
2004-04-05,97.915,98.745,99.94,97.975,99.58,94.47,95.39
2004-04-06,97.9,98.765,99.945,98.01,99.59,94.48,95.4
2004-04-07,97.925,98.77,99.935,98.015,99.58,94.51,95.41
2004-04-08,98.005,98.775,99.94,98.02,99.55,94.48,95.47
2004-04-09,,,99.945,,,94.48,
2004-04-12,97.995,98.77,99.94,98.02,,,95.47
2004-04-13,97.92,98.75,99.945,97.985,99.56,94.47,95.45
2004-04-14,97.925,98.685,99.94,97.97,99.55,94.45,95.46
2004-04-15,97.945,98.7,99.945,97.965,99.57,94.46,95.47
2004-04-16,97.98,98.735,99.94,97.985,99.58,94.47,95.48
2004-04-19,97.97,98.73,99.945,97.98,99.59,94.5,95.46
2004-04-20,97.955,98.725,99.945,97.97,99.58,94.49,95.48
2004-04-21,97.945,98.69,99.94,97.955,99.58,94.47,95.49
2004-04-22,97.955,98.7,99.945,97.96,99.59,94.49,95.51
2004-04-23,97.94,98.675,99.945,97.955,99.59,94.51,95.5
2004-04-26,97.94,98.675,99.945,97.94,99.58,94.48,95.47
2004-04-27,97.95,98.68,99.945,97.94,99.58,94.45,95.46
2004-04-28,97.935,98.675,99.94,97.935,99.61,94.41,95.46
2004-04-29,97.935,98.66,99.94,97.935,99.61,94.37,95.46
2004-04-30,97.98,98.67,99.945,97.935,99.67,94.37,95.46
2004-05-03,97.99,98.67,99.94,97.935,99.69,94.36,95.46
2004-05-04,97.985,98.67,99.94,97.935,99.67,94.36,95.47
2004-05-05,97.985,98.655,99.945,97.935,99.67,94.4,95.47
2004-05-06,97.97,98.635,99.945,97.925,99.65,94.38,95.47
2004-05-07,97.855,98.525,99.945,97.89,99.61,94.45,95.44
2004-05-10,97.875,98.535,99.945,97.895,99.6,94.46,95.43
2004-05-11,97.89,98.545,99.945,97.9,99.61,94.49,95.45
2004-05-12,97.885,98.55,99.945,97.895,99.62,94.51,95.43
2004-05-13,97.88,98.53,99.95,97.885,99.64,94.48,95.42
2004-05-14,97.885,98.545,99.95,97.89,99.64,94.48,95.41
2004-05-17,97.905,98.5625,99.95,97.9,99.67,94.52,95.43
2004-05-18,97.875,98.545,99.95,97.9,99.69,94.5,95.42
2004-05-19,97.87,98.5375,99.95,97.895,99.7,94.48,95.34
2004-05-20,97.89,98.5525,99.95,97.9,99.69,94.49,95.31
2004-05-21,97.89,98.5525,99.95,97.9,99.7,94.5,95.3
2004-05-24,,98.555,99.95,97.895,99.69,94.49,95.29
2004-05-25,97.875,98.56,99.945,97.9,99.7,94.5,95.3
2004-05-26,97.89,98.5725,99.95,97.9,99.68,94.52,95.32
2004-05-27,97.895,98.5875,99.95,97.905,99.7,94.52,95.31
2004-05-28,97.885,98.5675,99.945,97.9,99.7,94.52,95.28
2004-05-31,97.885,98.57,99.95,97.9,99.69,94.51,95.28
2004-06-01,97.88,98.5675,99.95,97.9,99.68,94.5,95.27
2004-06-02,97.87,98.555,99.95,97.9,99.69,94.51,95.27
2004-06-03,97.88,98.5525,99.955,97.9,99.69,94.53,95.28
2004-06-04,97.86,98.54,99.95,97.895,99.66,94.52,95.27
2004-06-07,97.845,98.5475,99.945,97.9,99.67,94.5,95.27
2004-06-08,97.875,98.54,99.945,97.9,99.65,94.51,95.26
2004-06-09,97.875,98.5325,99.945,97.895,99.63,94.49,95.24
2004-06-10,97.875,98.51,99.945,97.885,99.55,94.49,95.21
2004-06-11,97.865,98.4675,99.95,97.885,99.56,94.45,95.2
2004-06-14,97.885,98.459,99.95,97.885,99.55,94.44,95.18
2004-06-15,97.495,97.86,99.91,97.755,99.14,94.45,95.18
2004-06-16,97.525,97.86,99.915,97.755,99.17,94.49,95.18
2004-06-17,97.52,97.895,99.92,97.75,99.08,94.5,94.78
2004-06-18,97.495,97.9,99.935,97.765,99.14,94.5,94.84
2004-06-21,97.52,97.93,99.925,97.77,99.13,94.48,94.87
2004-06-22,97.56,97.925,99.93,97.765,99.12,94.49,94.86
2004-06-23,97.59,97.925,99.935,97.775,99.12,94.48,94.91
2004-06-24,97.63,97.945,99.935,97.805,99.16,94.5,94.93
2004-06-25,97.685,97.94,99.935,97.805,99.14,94.52,94.92
2004-06-28,97.63,97.885,99.935,97.805,99.14,94.52,94.9
2004-06-29,97.63,97.895,99.93,97.8,99.09,94.5,94.91
2004-06-30,97.67,97.98,99.935,97.82,99.1,94.45,94.95
2004-07-01,,98.005,99.94,97.83,99.12,94.43,94.95
2004-07-02,97.745,98.055,99.94,97.855,99.2,94.42,94.96
2004-07-05,97.75,98.055,99.94,97.85,99.21,94.46,94.96
2004-07-06,97.755,98.06,99.94,97.845,99.2,94.46,94.95
2004-07-07,97.755,98.065,99.94,97.85,99.24,94.47,94.94
2004-07-08,97.765,98.07,99.945,97.85,99.24,94.51,94.95
2004-07-09,97.75,98.075,99.945,97.85,99.23,94.52,94.96
2004-07-12,97.715,98.08,99.945,97.845,99.25,94.53,94.96
2004-07-13,97.685,98.065,99.945,97.835,99.22,94.53,94.95
2004-07-14,97.675,98.065,99.945,97.84,99.22,94.52,94.96
2004-07-15,97.64,98.065,99.94,97.835,99.23,94.52,94.98
2004-07-16,97.68,98.095,99.94,97.845,99.25,94.5,95.05
2004-07-19,97.66,98.1,99.945,97.845,99.26,94.52,95.04
2004-07-20,97.64,98.06,99.945,97.845,99.27,94.53,95.05
2004-07-21,97.65,98.04,99.94,97.825,99.24,94.51,95.0
2004-07-22,97.66,98.05,99.94,97.835,99.26,94.52,94.96
2004-07-23,97.69,98.055,99.94,97.835,99.25,94.52,94.93
2004-07-26,97.665,98.04,99.945,97.83,99.24,94.5,94.93
2004-07-27,97.64,98.015,99.94,97.83,99.24,94.5,94.92
2004-07-28,97.64,98.02,99.945,97.83,99.23,94.5,94.93
2004-07-29,97.66,98.03,99.945,97.84,99.22,94.49,94.91
2004-07-30,97.695,98.06,99.94,97.85,99.23,94.48,94.9
2004-08-02,,98.08,99.94,97.86,99.24,94.5,94.9
2004-08-03,97.775,98.08,99.945,97.855,99.27,94.48,94.89
2004-08-04,97.745,98.08,99.945,97.855,99.31,94.52,94.9
2004-08-05,97.765,98.09,99.945,97.865,99.33,94.52,94.96
2004-08-06,97.855,98.175,99.94,97.88,99.4,94.54,94.99
2004-08-09,97.84,98.165,99.945,97.87,99.38,94.55,94.98
2004-08-10,97.795,98.13,99.95,97.87,99.37,94.55,94.98
2004-08-11,97.805,98.13,99.945,97.87,99.35,94.54,94.97
2004-08-12,97.8,98.12,99.95,97.87,99.37,94.55,94.99
2004-08-13,97.78,98.125,99.95,97.88,99.39,94.56,94.99
2004-08-16,97.735,98.115,99.945,97.875,99.38,94.56,94.98
2004-08-17,97.755,98.13,99.945,97.875,99.38,94.54,94.99
2004-08-18,97.74,98.1325,99.945,97.875,99.38,94.57,95.01
2004-08-19,97.775,98.1325,99.945,97.875,99.39,94.55,95.01
2004-08-20,97.77,98.125,99.945,97.875,99.4,94.57,95.01
2004-08-23,97.745,98.1125,99.945,97.87,99.38,94.56,95.01
2004-08-24,97.675,98.1,99.945,97.87,99.33,94.55,95.01
2004-08-25,97.645,98.1025,99.945,97.875,99.35,94.55,95.01
2004-08-26,97.63,98.11,99.95,97.875,99.33,94.55,95.01
2004-08-27,97.63,98.1175,99.95,97.875,99.33,94.55,95.02
2004-08-30,97.615,98.125,99.95,97.88,99.34,94.56,95.02
2004-08-31,97.675,98.1325,99.95,97.88,99.35,94.56,95.04
2004-09-01,97.645,98.1475,99.95,97.88,99.32,94.57,95.06
2004-09-02,97.61,98.13,99.945,97.88,99.3,94.58,95.06
2004-09-03,97.58,98.0875,99.945,97.875,99.27,94.57,95.05
2004-09-06,,98.085,99.95,97.875,99.28,94.54,95.06
2004-09-07,97.57,98.09,99.95,97.875,99.3,94.53,95.04
2004-09-08,97.58,98.105,99.95,97.88,99.3,94.54,95.05
2004-09-09,97.575,98.115,99.95,97.885,99.3,94.56,95.06
2004-09-10,97.58,98.1275,99.95,97.885,99.32,94.6,95.06
2004-09-13,97.567,98.12,99.95,97.884,99.339,94.6,95.06
2004-09-14,97.26,97.81,99.94,97.735,99.09,94.61,95.06
2004-09-15,97.235,97.8,99.94,97.735,99.07,94.61,95.051
2004-09-16,97.285,97.825,99.945,97.735,99.11,94.59,94.91
2004-09-17,97.31,97.785,99.95,97.745,99.12,94.61,94.91
2004-09-20,97.29,97.79,99.945,97.75,99.14,94.6,94.92
2004-09-21,97.23,97.765,99.945,97.755,99.14,94.61,94.94
2004-09-22,97.23,97.755,99.945,97.755,99.15,94.6,94.98
2004-09-23,97.185,97.735,99.95,97.77,99.16,94.6,94.96
2004-09-24,97.195,97.7,99.95,97.76,99.14,94.58,94.95
2004-09-27,97.21,97.7,99.95,97.77,99.13,94.57,94.97
2004-09-28,97.21,97.715,99.95,97.77,99.13,94.59,94.97
2004-09-29,97.195,97.695,99.945,97.76,99.13,94.58,95.03
2004-09-30,97.215,97.695,99.945,97.775,99.16,94.58,95.03
2004-10-01,97.19,97.695,99.945,97.775,99.15,94.59,95.02
2004-10-04,97.2,97.68,99.94,97.77,99.13,94.6,95.0
2004-10-05,97.21,97.68,99.945,97.775,99.15,94.6,95.02
2004-10-06,97.19,97.67,99.945,97.78,99.14,94.6,95.03
2004-10-07,97.21,97.67,99.945,97.785,99.13,94.57,95.03
2004-10-08,97.235,97.715,99.945,97.815,99.17,94.58,95.05
2004-10-11,,97.715,99.945,97.805,99.15,94.6,95.05
2004-10-12,97.265,97.73,99.945,97.82,99.17,94.6,95.08
2004-10-13,97.28,97.745,99.94,97.815,99.16,94.6,95.07
2004-10-14,97.3,97.76,99.945,97.825,99.16,94.61,95.07
2004-10-15,97.275,97.755,99.94,97.83,99.17,94.63,95.07
2004-10-18,97.285,97.75,99.945,97.83,99.18,94.62,95.09
2004-10-19,97.28,97.74,99.94,97.835,99.2,94.62,95.07
2004-10-20,97.34,97.745,99.94,97.835,99.22,94.62,95.1
2004-10-21,97.3,97.725,99.94,97.835,99.22,94.63,95.07
2004-10-22,97.3,97.725,99.94,97.835,99.22,94.6,95.09
2004-10-25,97.32,97.725,99.945,97.835,99.2,94.61,95.09
2004-10-26,97.28,97.72,99.945,97.835,99.19,94.6,95.1
2004-10-27,97.25,97.68,99.945,97.835,99.18,94.62,95.09
2004-10-28,97.225,97.675,99.945,97.82,99.15,94.6,95.07
2004-10-29,97.195,97.675,99.945,97.825,99.18,94.58,95.09
2004-11-01,97.165,97.655,99.945,97.825,99.19,94.58,95.09
2004-11-02,97.15,97.655,99.945,97.815,99.18,94.57,95.07
2004-11-03,97.165,97.66,99.94,97.82,99.18,94.57,95.06
2004-11-04,97.16,97.66,99.945,97.82,99.17,94.57,95.08
2004-11-05,97.11,97.58,99.95,97.805,99.14,94.57,95.06
2004-11-08,97.11,97.565,99.945,97.79,99.07,94.56,95.07
2004-11-09,97.105,97.565,99.945,97.795,99.1,94.57,95.08
2004-11-10,97.115,97.565,99.945,97.8,99.09,94.56,95.1
2004-11-11,,97.565,99.95,97.81,99.13,94.54,95.11
2004-11-12,97.145,97.57,99.95,97.82,99.15,94.53,95.11
2004-11-15,97.145,97.56,99.95,97.805,99.14,94.54,95.12
2004-11-16,97.135,97.545,99.95,97.805,99.12,94.54,95.11
2004-11-17,97.18,97.5475,99.95,97.805,99.09,94.55,95.12
2004-11-18,97.18,97.5425,99.945,97.8,99.08,94.57,95.12
2004-11-19,97.245,97.5325,99.95,97.805,99.09,94.58,95.12
2004-11-22,97.195,97.525,99.95,97.81,99.12,94.58,95.12
2004-11-23,97.22,97.525,99.95,97.81,99.12,94.58,95.13
2004-11-24,97.235,97.5275,99.95,97.815,99.13,94.59,95.13
2004-11-25,97.35,97.53,99.945,97.825,99.16,94.6,95.15
2004-11-26,97.35,97.525,99.945,97.83,99.17,94.59,95.15
2004-11-29,97.33,97.5225,99.945,97.825,99.17,94.6,95.15
2004-11-30,97.365,97.5225,99.945,97.825,99.19,94.6,95.15
2004-12-01,97.35,97.525,99.945,97.83,99.16,94.61,95.14
2004-12-02,97.33,97.52,99.95,97.82,99.14,94.61,95.14
2004-12-03,97.4,97.5325,99.95,97.83,99.16,94.6,95.14
2004-12-06,97.38,97.535,99.95,97.835,99.21,94.61,95.14
2004-12-07,97.425,97.535,99.95,97.83,99.22,94.61,95.15
2004-12-08,97.425,97.525,99.95,97.835,99.22,94.6,95.15
2004-12-09,97.42,97.5225,99.95,97.83,99.23,94.59,95.14
2004-12-10,97.425,97.515,99.95,97.825,99.22,94.65,95.14
2004-12-13,97.423,97.51,99.95,97.826,99.23,94.63,95.14
2004-12-14,97.4,97.12,99.935,97.82,99.1,94.64,95.14
2004-12-15,97.41,97.12,99.94,97.82,99.04,94.66,95.136
2004-12-16,97.39,97.105,99.935,97.805,99.11,94.69,95.1
2004-12-17,97.36,97.085,99.935,97.775,99.13,94.69,95.08
2004-12-20,97.36,97.07,99.935,97.78,99.14,94.66,95.06
2004-12-21,97.37,97.075,99.94,97.765,99.13,94.64,95.06
2004-12-22,97.355,97.08,99.94,97.765,99.14,94.63,95.1
2004-12-23,97.385,97.1,99.94,97.785,99.15,94.64,95.14
2004-12-24,97.385,,99.94,97.785,99.14,94.65,95.14
2004-12-27,,97.09,99.94,97.78,99.13,,
2004-12-28,,97.09,99.94,97.775,99.13,,
2004-12-29,97.335,97.09,99.935,97.77,99.15,94.61,95.11
2004-12-30,97.36,97.09,99.935,97.79,99.15,94.61,95.12
2004-12-31,97.37,97.095,99.935,97.795,99.16,94.62,95.14
2005-01-03,,97.09,99.935,97.79,99.18,,
2005-01-04,97.34,97.065,99.935,97.795,99.19,94.6,95.14
2005-01-05,97.355,97.055,99.94,97.81,99.2,94.59,95.13
2005-01-06,97.38,97.065,99.94,97.82,99.2,94.61,95.14
2005-01-07,97.33,97.055,99.935,97.825,99.19,94.62,95.14
2005-01-10,97.305,97.04,99.94,97.825,99.2,94.62,95.15
2005-01-11,97.32,97.04,99.935,97.815,99.19,94.62,95.16
2005-01-12,97.34,97.04,99.94,97.815,99.19,94.63,95.16
2005-01-13,97.38,97.04,99.945,97.83,99.2,94.62,95.18
2005-01-14,97.375,97.03,99.945,97.83,99.19,94.64,95.19
2005-01-17,97.39,97.03,99.945,97.835,99.21,94.64,95.2
2005-01-18,97.4,97.025,99.94,97.835,99.21,94.61,95.13
2005-01-19,97.395,97.025,99.945,97.835,99.21,94.61,95.13
2005-01-20,97.395,97.025,99.945,97.83,99.18,94.62,95.13
2005-01-21,97.395,97.045,99.945,97.835,99.19,94.61,95.15
2005-01-24,97.39,97.04,99.945,97.84,99.18,94.59,95.15
2005-01-25,97.44,97.035,99.945,97.84,99.17,94.55,95.14
2005-01-26,97.455,97.03,99.94,97.84,99.18,94.55,95.13
2005-01-27,97.425,97.03,99.94,97.84,99.17,94.53,95.12
2005-01-28,97.425,97.03,99.945,97.845,99.18,94.52,95.14
2005-01-31,97.42,97.02,99.94,97.845,99.18,94.47,95.13
2005-02-01,97.42,97.025,99.94,97.845,99.2,94.49,95.13
2005-02-02,97.42,97.015,99.94,97.84,99.2,94.48,95.12
2005-02-03,97.42,97.02,99.94,97.84,99.2,94.48,95.12
2005-02-04,97.435,97.025,99.945,97.845,99.22,94.49,95.12
2005-02-07,97.425,97.025,99.945,97.85,99.22,94.4,95.11
2005-02-08,97.41,97.025,99.94,97.85,99.2,94.38,95.1
2005-02-09,97.415,97.03,99.94,97.85,99.21,94.36,95.07
2005-02-10,97.415,97.03,99.94,97.855,99.2,94.29,95.08
2005-02-11,97.42,97.025,99.94,97.86,99.21,94.26,95.08
2005-02-14,97.42,97.0175,99.94,97.86,99.22,94.26,95.06
2005-02-15,97.42,97.0175,99.945,97.855,99.21,94.25,95.06
2005-02-16,97.41,97.005,99.945,97.86,99.21,94.25,95.08
2005-02-17,97.405,97.0175,99.95,97.86,99.21,94.25,95.09
2005-02-18,97.4,97.0075,99.95,97.855,99.21,94.27,95.09
2005-02-21,97.405,97.005,99.95,97.855,99.2,94.23,95.08
2005-02-22,97.415,97.005,99.95,97.845,99.2,94.22,95.06
2005-02-23,97.4,97.0075,99.955,97.85,99.22,94.23,95.03
2005-02-24,97.395,97.005,99.95,97.85,99.22,94.24,95.0
2005-02-25,97.39,97.0,99.95,97.85,99.21,94.24,95.01
2005-02-28,97.39,96.99,99.945,97.85,99.22,94.24,95.01
2005-03-01,97.395,96.99,99.945,97.855,99.23,94.25,95.0
2005-03-02,97.39,96.99,99.95,97.85,99.22,94.26,94.98
2005-03-03,97.39,96.9925,99.95,97.86,99.23,94.26,94.99
2005-03-04,97.38,97.0025,99.955,97.865,99.25,94.27,95.01
2005-03-07,97.385,97.0025,99.95,97.87,99.24,94.27,95.01
2005-03-08,97.385,97.0025,99.95,97.865,99.24,94.25,94.99
2005-03-09,97.38,96.9975,99.95,97.865,99.24,94.26,94.99
2005-03-10,97.385,96.99,99.945,97.865,99.24,94.2,95.01
2005-03-11,97.38,96.985,99.945,97.865,99.24,94.09,95.01
2005-03-14,97.391,96.98,99.945,97.865,99.25,94.08,95.01
2005-03-15,97.2,96.49,99.94,97.805,99.17,94.09,95.01
2005-03-16,97.18,96.495,99.94,97.795,99.17,94.08,95.015
2005-03-17,97.21,96.515,99.94,97.79,99.2,94.09,94.94
2005-03-18,97.185,96.51,99.94,97.785,99.19,94.08,94.94
2005-03-21,97.11,96.495,99.94,97.76,99.18,94.06,94.94
2005-03-22,97.04,96.46,99.94,97.76,99.18,94.03,94.97
2005-03-23,97.07,96.455,99.94,97.75,99.19,94.02,94.96
2005-03-24,97.07,96.46,99.94,97.755,99.19,94.03,94.95
2005-03-25,,,99.935,,,94.01,
2005-03-28,97.065,96.45,99.94,97.755,,94.02,94.95
2005-03-29,97.11,96.455,99.94,97.76,99.2,94.01,94.96
2005-03-30,97.12,96.46,99.945,97.77,99.2,94.02,94.98
2005-03-31,97.16,96.485,99.945,97.79,99.21,94.03,94.99
2005-04-01,97.2,96.52,99.95,97.8,99.2,94.08,95.0
2005-04-04,97.205,96.515,99.95,97.8,99.2,94.08,95.02
2005-04-05,97.185,96.51,99.945,97.8,99.19,94.11,95.01
2005-04-06,97.2,96.52,99.945,97.805,99.2,94.23,95.01
2005-04-07,97.22,96.52,99.945,97.825,99.21,94.16,95.05
2005-04-08,97.29,96.515,99.945,97.835,99.21,94.16,95.03
2005-04-11,97.29,96.51,99.945,97.835,99.22,94.16,95.04
2005-04-12,97.29,96.51,99.945,97.835,99.22,94.17,95.02
2005-04-13,97.33,96.535,99.945,97.84,99.23,94.2,95.04
2005-04-14,97.38,96.565,99.945,97.84,99.23,94.24,95.04
2005-04-15,97.39,96.605,99.945,97.85,99.24,94.24,95.06
2005-04-18,97.41,96.62,99.945,97.855,99.27,94.26,95.07
2005-04-19,97.42,96.635,99.945,97.86,99.26,94.25,95.03
2005-04-20,97.415,96.625,99.945,97.86,99.25,94.27,95.01
2005-04-21,97.395,96.585,99.945,97.86,99.25,94.27,95.04
2005-04-22,97.395,96.59,99.945,97.86,99.25,94.25,95.04
2005-04-25,97.39,96.585,99.95,97.865,99.24,94.24,95.04
2005-04-26,97.4,96.575,99.945,97.865,99.23,94.28,95.06
2005-04-27,97.39,96.58,99.945,97.865,99.24,94.31,95.07
2005-04-28,97.4,96.595,99.94,97.875,99.25,94.31,95.08
2005-04-29,97.39,96.575,99.945,97.875,99.24,94.3,95.07
2005-05-02,97.4,96.575,99.945,97.875,99.24,94.31,
2005-05-03,97.39,96.57,99.945,97.885,99.24,94.32,95.09
2005-05-04,97.4,96.585,99.945,97.875,99.24,94.33,95.09
2005-05-05,97.4,96.605,99.945,97.88,99.24,94.32,95.1
2005-05-06,97.355,96.55,99.945,97.875,99.23,94.33,95.08
2005-05-09,97.355,96.55,99.94,97.875,99.23,94.32,95.09
2005-05-10,97.37,96.565,99.945,97.88,99.23,94.32,95.1
2005-05-11,97.375,96.565,99.945,97.875,99.24,94.32,95.13
2005-05-12,97.375,96.565,99.945,97.875,99.24,94.32,95.14
2005-05-13,97.405,96.58,99.945,97.875,99.24,94.32,95.16
2005-05-16,97.385,96.5825,99.94,97.87,99.24,94.33,95.16
2005-05-17,97.385,96.5775,99.94,97.875,99.24,94.32,95.16
2005-05-18,97.37,96.5825,99.94,97.875,99.24,94.32,95.15
2005-05-19,97.355,96.5775,99.945,97.87,99.25,94.32,95.13
2005-05-20,97.335,96.5725,99.945,97.87,99.24,94.3,95.13
2005-05-23,,96.5775,99.945,97.875,99.24,94.29,95.14
2005-05-24,97.36,96.58,99.945,97.875,99.24,94.3,95.14
2005-05-25,97.375,96.58,99.945,97.875,99.24,94.31,95.15
2005-05-26,97.38,96.58,99.94,97.875,99.24,94.3,95.13
2005-05-27,97.385,96.5775,99.945,97.88,99.24,94.31,95.14
2005-05-30,97.38,96.575,99.94,97.88,99.24,94.32,
2005-05-31,97.39,96.58,99.94,97.88,99.24,94.33,95.15
2005-06-01,97.4,96.5825,99.945,97.89,99.24,94.33,95.15
2005-06-02,97.4,96.585,99.945,97.885,99.25,94.33,95.16
2005-06-03,97.4,96.585,99.945,97.88,99.24,94.34,95.16
2005-06-06,97.395,96.585,99.94,97.885,99.24,94.33,95.15
2005-06-07,97.395,96.595,99.945,97.89,99.25,94.33,95.15
2005-06-08,97.395,96.595,99.945,97.89,99.25,94.34,95.15
2005-06-09,97.395,96.595,99.945,97.89,99.25,94.34,95.14
2005-06-10,97.385,96.59,99.95,97.885,99.25,94.36,95.14
2005-06-13,97.383,96.59,99.95,97.889,99.25,94.35,95.14
2005-06-14,97.24,96.195,99.935,97.925,99.23,94.34,95.13
2005-06-15,97.255,96.185,99.935,97.91,99.22,94.32,95.139
2005-06-16,97.29,96.2,99.935,97.905,99.23,94.31,95.23
2005-06-17,97.295,96.2,99.935,97.91,99.24,94.32,95.22
2005-06-20,97.31,96.19,99.935,97.935,99.24,94.32,95.2
2005-06-21,97.31,96.19,99.935,97.965,99.25,94.32,95.22
2005-06-22,97.345,96.23,99.935,97.985,99.26,94.32,95.35
2005-06-23,97.35,96.22,99.935,97.965,99.27,94.35,95.36
2005-06-24,97.365,96.235,99.935,97.955,99.27,94.36,95.35
2005-06-27,97.35,96.225,99.935,97.955,99.27,94.37,95.39
2005-06-28,97.33,96.195,99.935,97.94,99.26,94.37,95.38
2005-06-29,97.33,96.18,99.94,97.94,99.27,94.37,95.4
2005-06-30,97.32,96.15,99.94,97.945,99.27,94.38,95.5
2005-07-01,,96.115,99.935,97.935,99.27,94.38,95.49
2005-07-04,97.24,,99.94,97.92,99.28,94.36,95.48
2005-07-05,97.19,96.09,99.935,97.915,99.28,94.37,95.46
2005-07-06,97.195,96.095,99.935,97.905,99.28,94.37,95.48
2005-07-07,97.245,96.14,99.94,97.925,99.29,94.34,95.63
2005-07-08,97.18,96.095,99.935,97.91,99.26,94.37,95.59
2005-07-11,97.145,96.085,99.935,97.9,99.25,94.35,95.56
2005-07-12,97.08,96.07,99.935,97.895,99.25,94.33,95.53
2005-07-13,97.085,96.06,99.935,97.885,99.25,94.32,95.53
2005-07-14,97.09,96.06,99.94,97.885,99.24,94.33,95.52
2005-07-15,97.09,96.06,99.94,97.875,99.24,94.34,95.52
2005-07-18,97.09,96.045,99.94,97.88,99.24,94.34,95.53
2005-07-19,97.11,96.05,99.94,97.88,99.23,94.33,95.51
2005-07-20,97.105,96.05,99.94,97.875,99.23,94.34,95.55
2005-07-21,97.115,96.04,99.935,97.88,99.23,94.34,95.52
2005-07-22,97.185,96.045,99.94,97.88,99.25,94.34,95.55
2005-07-25,97.18,96.04,99.94,97.88,99.25,94.35,95.54
2005-07-26,97.15,96.04,99.94,97.875,99.24,94.35,95.53
2005-07-27,97.11,96.04,99.935,97.875,99.24,94.36,95.54
2005-07-28,97.13,96.04,99.94,97.875,99.24,94.36,95.52
2005-07-29,97.11,96.025,99.94,97.875,99.23,94.37,95.51
2005-08-01,,96.02,99.945,97.87,99.22,94.36,95.47
2005-08-02,97.11,96.02,99.945,97.87,99.21,94.35,95.48
2005-08-03,97.125,96.02,99.94,97.87,99.21,94.35,95.46
2005-08-04,97.12,96.02,99.94,97.865,99.21,94.35,95.49
2005-08-05,97.095,96.01,99.945,97.865,99.2,94.34,95.47
2005-08-08,97.095,96.0,99.945,97.865,99.21,94.36,95.45
2005-08-09,97.095,96.0,99.945,97.86,99.21,94.37,95.44
2005-08-10,97.08,96.0,99.94,97.86,99.21,94.37,95.44
2005-08-11,97.08,96.0,99.935,97.86,99.21,94.36,95.44
2005-08-12,97.085,96.0,99.94,97.865,99.23,94.37,95.44
2005-08-15,97.065,96.005,99.945,97.865,99.23,94.38,95.45
2005-08-16,97.085,96.005,99.945,97.87,99.23,94.38,95.44
2005-08-17,97.07,96.0075,99.94,97.865,99.21,94.38,95.42
2005-08-18,97.08,96.0125,99.945,97.87,99.22,94.39,95.42
2005-08-19,97.075,96.0125,99.945,97.87,99.22,94.39,95.43
2005-08-22,97.05,96.0125,99.94,97.87,99.22,94.39,95.42
2005-08-23,97.04,96.0125,99.945,97.865,99.22,94.39,95.43
2005-08-24,97.05,96.0175,99.945,97.865,99.21,94.39,95.43
2005-08-25,97.075,96.0175,99.94,97.87,99.22,94.39,95.42
2005-08-26,97.07,96.015,99.94,97.87,99.22,94.39,95.42
2005-08-29,97.07,96.015,99.94,97.865,99.23,94.4,
2005-08-30,97.1,96.05,99.945,97.865,99.23,94.4,95.44
2005-08-31,97.165,96.075,99.945,97.865,99.22,94.4,95.44
