,FUT_CUR_GEN_TICKER,LAST_PRICE,PX_HIGH,PX_LAST,PX_LOW,Match_id,SETTLE_DT,FUT_ROLL_DT
1991-01-14,BAH91,89.4,89.43,89.4,89.4,BAH91 Comdty,2016-03-11,1991-03-14
1991-01-15,BAH91,89.45,89.49,89.45,89.39,BAH91 Comdty,2016-03-11,1991-03-14
1991-01-16,BAH91,89.53,89.53,89.53,89.4,BAH91 Comdty,2016-03-11,1991-03-14
1991-01-17,BAH91,89.58,89.7,89.58,89.57,BAH91 Comdty,2016-03-11,1991-03-14
1991-01-18,BAH91,89.61,89.61,89.61,89.56,BAH91 Comdty,2016-03-11,1991-03-14
1991-01-21,BAH91,89.63,89.66,89.63,89.63,BAH91 Comdty,2016-03-11,1991-03-14
1991-01-22,BAH91,89.7,89.7,89.7,89.67,BAH91 Comdty,2016-03-11,1991-03-14
1991-01-23,BAH91,89.89,89.89,89.89,89.72,BAH91 Comdty,2016-03-11,1991-03-14
1991-01-24,BAH91,89.95,89.96,89.95,89.91,BAH91 Comdty,2016-03-11,1991-03-14
1991-01-25,BAH91,89.95,89.95,89.95,89.88,BAH91 Comdty,2016-03-11,1991-03-14
1991-01-28,BAH91,89.91,89.94,89.91,89.91,BAH91 Comdty,2016-03-11,1991-03-14
1991-01-29,BAH91,90.0,90.05,90.0,89.93,BAH91 Comdty,2016-03-11,1991-03-14
1991-01-30,BAH91,90.05,90.05,90.05,90.02,BAH91 Comdty,2016-03-11,1991-03-14
1991-01-31,BAH91,90.09,90.09,90.09,90.05,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-01,BAH91,90.22,90.24,90.22,90.09,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-04,BAH91,90.36,90.38,90.36,90.28,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-05,BAH91,90.32,90.39,90.32,90.32,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-06,BAH91,90.33,90.33,90.33,90.24,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-07,BAH91,90.29,90.4,90.29,90.29,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-08,BAH91,90.3,90.31,90.3,90.27,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-11,BAH91,90.27,90.3,90.27,90.27,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-12,BAH91,90.28,90.28,90.28,90.27,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-13,BAH91,90.28,90.28,90.28,90.21,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-14,BAH91,90.33,90.35,90.33,90.29,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-15,BAH91,90.3,90.39,90.3,90.3,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-18,BAH91,90.39,90.39,90.39,90.39,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-19,BAH91,90.31,90.38,90.31,90.31,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-20,BAH91,90.34,90.37,90.34,90.25,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-21,BAH91,90.36,90.41,90.36,90.36,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-22,BAH91,90.33,90.39,90.33,90.27,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-25,BAH91,90.22,90.3,90.22,90.21,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-26,BAH91,90.26,90.26,90.26,90.24,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-27,BAH91,90.33,90.36,90.33,90.31,BAH91 Comdty,2016-03-11,1991-03-14
1991-02-28,BAH91,90.33,90.37,90.33,90.33,BAH91 Comdty,2016-03-11,1991-03-14
1991-03-01,BAH91,90.24,90.3,90.24,90.26,BAH91 Comdty,2016-03-11,1991-03-14
1991-03-04,BAH91,90.23,90.23,90.23,90.2,BAH91 Comdty,2016-03-11,1991-03-14
1991-03-05,BAH91,90.23,90.25,90.23,90.23,BAH91 Comdty,2016-03-11,1991-03-14
1991-03-06,BAH91,90.21,90.25,90.21,90.2,BAH91 Comdty,2016-03-11,1991-03-14
1991-03-07,BAH91,90.21,90.25,90.21,90.21,BAH91 Comdty,2016-03-11,1991-03-14
1991-03-08,BAH91,90.27,90.31,90.27,90.25,BAH91 Comdty,2016-03-11,1991-03-14
1991-03-11,BAH91,90.26,90.28,90.26,90.26,BAH91 Comdty,2016-03-11,1991-03-14
1991-03-12,BAH91,90.27,90.27,90.27,90.27,BAH91 Comdty,2016-03-11,1991-03-14
1991-03-13,BAH91,90.25,90.25,90.25,90.24,BAH91 Comdty,2016-03-11,1991-03-14
1991-03-14,BAH91,90.26,90.27,90.26,90.26,BAH91 Comdty,2016-03-11,1991-03-14
1991-03-15,BAH91,90.25,90.25,90.25,90.25,BAH91 Comdty,2016-03-11,1991-03-14
1991-03-18,BAM91,90.58,90.7,90.58,90.57,BAM91 Comdty,2016-03-11,1991-06-05
1991-03-19,BAM91,90.45,90.61,90.45,90.44,BAM91 Comdty,2016-03-11,1991-06-05
1991-03-20,BAM91,90.45,90.45,90.45,90.37,BAM91 Comdty,2016-03-11,1991-06-05
1991-03-21,BAM91,90.56,90.58,90.56,90.5,BAM91 Comdty,2016-03-11,1991-06-05
1991-03-25,BAM91,90.64,90.67,90.64,90.61,BAM91 Comdty,2016-03-11,1991-06-05
1991-03-26,BAM91,90.63,90.66,90.63,90.62,BAM91 Comdty,2016-03-11,1991-06-05
1991-03-27,BAM91,90.6,90.64,90.6,90.6,BAM91 Comdty,2016-03-11,1991-06-05
1991-03-28,BAM91,90.61,90.62,90.61,90.6,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-01,BAM91,90.6,90.61,90.6,90.6,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-02,BAM91,90.7,90.73,90.7,90.62,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-03,BAM91,90.8,90.8,90.8,90.73,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-04,BAM91,90.86,90.9,90.86,90.83,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-05,BAM91,90.87,90.89,90.87,90.86,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-08,BAM91,90.85,90.87,90.85,90.85,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-09,BAM91,90.81,90.83,90.81,90.81,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-10,BAM91,90.8,90.81,90.8,90.8,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-11,BAM91,90.82,90.83,90.82,90.78,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-12,BAM91,90.88,90.89,90.88,90.84,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-15,BAM91,90.87,90.91,90.87,90.87,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-16,BAM91,90.84,90.86,90.84,90.84,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-17,BAM91,90.84,90.86,90.84,90.84,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-18,BAM91,90.69,90.74,90.69,90.69,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-19,BAM91,90.71,90.72,90.71,90.67,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-22,BAM91,90.63,90.67,90.63,90.63,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-23,BAM91,90.7,90.71,90.7,90.67,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-24,BAM91,90.77,90.77,90.77,90.73,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-25,BAM91,90.84,90.91,90.84,90.76,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-26,BAM91,90.9,90.93,90.9,90.87,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-29,BAM91,90.9,90.92,90.9,90.88,BAM91 Comdty,2016-03-11,1991-06-05
1991-04-30,BAM91,90.93,90.95,90.93,90.88,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-01,BAM91,90.96,90.96,90.96,90.93,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-02,BAM91,91.06,91.07,91.06,90.97,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-03,BAM91,91.04,91.05,91.04,91.02,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-06,BAM91,91.03,91.03,91.03,91.01,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-07,BAM91,91.06,91.07,91.06,91.05,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-08,BAM91,91.1,91.1,91.1,91.09,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-09,BAM91,91.11,91.11,91.11,91.1,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-10,BAM91,91.05,91.08,91.05,91.05,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-13,BAM91,91.07,91.07,91.07,91.07,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-14,BAM91,91.11,91.11,91.11,91.07,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-15,BAM91,91.12,91.12,91.12,91.11,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-16,BAM91,91.14,91.15,91.14,91.14,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-17,BAM91,91.18,91.18,91.18,91.16,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-21,BAM91,91.24,91.25,91.24,91.17,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-22,BAM91,91.23,91.23,91.23,91.23,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-23,BAM91,91.23,91.23,91.23,91.23,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-24,BAM91,91.2,91.2,91.2,91.2,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-27,BAM91,91.21,91.21,91.21,91.21,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-28,BAM91,91.21,91.21,91.21,91.21,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-29,BAM91,91.22,91.24,91.22,91.22,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-30,BAM91,91.21,91.22,91.21,91.2,BAM91 Comdty,2016-03-11,1991-06-05
1991-05-31,BAM91,91.22,91.22,91.22,91.22,BAM91 Comdty,2016-03-11,1991-06-05
1991-06-03,BAM91,91.17,91.19,91.17,91.17,BAM91 Comdty,2016-03-11,1991-06-05
1991-06-04,BAM91,91.2,91.23,91.2,91.19,BAM91 Comdty,2016-03-11,1991-06-05
1991-06-05,BAM91,91.23,91.23,91.23,91.2,BAM91 Comdty,2016-03-11,1991-06-05
1991-06-06,BAM91,91.24,91.25,91.24,91.24,BAM91 Comdty,2016-03-11,1991-06-05
1991-06-07,BAM91,91.28,91.28,91.28,91.25,BAM91 Comdty,2016-03-11,1991-06-05
1991-06-10,BAM91,91.27,91.28,91.27,91.27,BAM91 Comdty,2016-03-11,1991-06-05
1991-06-11,BAM91,91.3,91.31,91.3,91.29,BAM91 Comdty,2016-03-11,1991-06-05
1991-06-12,BAM91,91.31,91.31,91.31,91.3,BAM91 Comdty,2016-03-11,1991-06-05
1991-06-13,BAM91,91.28,91.29,91.28,91.27,BAM91 Comdty,2016-03-11,1991-06-05
1991-06-14,BAM91,91.28,91.29,91.28,91.28,BAM91 Comdty,2016-03-11,1991-06-05
1991-06-17,BAM91,91.26,91.27,91.26,91.26,BAM91 Comdty,2016-03-11,1991-06-05
1991-06-18,BAU91,91.29,91.29,91.29,91.26,BAU91 Comdty,2016-03-11,1991-08-28
1991-06-19,BAU91,91.26,91.27,91.26,91.26,BAU91 Comdty,2016-03-11,1991-08-28
1991-06-20,BAU91,91.28,91.28,91.28,91.28,BAU91 Comdty,2016-03-11,1991-08-28
1991-06-21,BAU91,91.28,91.28,91.28,91.28,BAU91 Comdty,2016-03-11,1991-08-28
1991-06-25,BAU91,91.24,91.25,91.24,91.24,BAU91 Comdty,2016-03-11,1991-08-28
1991-06-26,BAU91,91.23,91.25,91.23,91.23,BAU91 Comdty,2016-03-11,1991-08-28
1991-06-27,BAU91,91.23,91.25,91.23,91.23,BAU91 Comdty,2016-03-11,1991-08-28
1991-06-28,BAU91,91.22,91.26,91.22,91.22,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-02,BAU91,91.23,91.24,91.23,91.22,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-03,BAU91,91.25,91.26,91.25,91.25,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-04,BAU91,91.25,91.25,91.25,91.25,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-05,BAU91,91.29,91.29,91.29,91.26,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-08,BAU91,91.3,91.3,91.3,91.29,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-09,BAU91,91.34,91.35,91.34,91.3,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-10,BAU91,91.34,91.34,91.34,91.34,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-11,BAU91,91.35,91.35,91.35,91.35,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-12,BAU91,91.35,91.36,91.35,91.35,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-15,BAU91,91.38,91.38,91.38,91.38,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-16,BAU91,91.38,91.38,91.38,91.37,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-17,BAU91,91.38,91.39,91.38,91.37,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-18,BAU91,91.38,91.38,91.38,91.28,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-19,BAU91,91.02,91.27,91.02,91.0,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-22,BAU91,90.95,91.0,90.95,90.84,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-23,BAU91,91.03,91.03,91.03,90.96,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-24,BAU91,91.19,91.21,91.19,91.05,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-25,BAU91,91.25,91.25,91.25,91.23,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-26,BAU91,91.33,91.34,91.33,91.28,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-29,BAU91,91.31,91.32,91.31,91.31,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-30,BAU91,91.22,91.29,91.22,91.22,BAU91 Comdty,2016-03-11,1991-08-28
1991-07-31,BAU91,91.23,91.24,91.23,91.2,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-01,BAU91,91.26,91.27,91.26,91.25,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-02,BAU91,91.35,91.36,91.35,91.29,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-05,BAU91,91.35,91.35,91.35,91.35,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-06,BAU91,91.39,91.4,91.39,91.39,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-07,BAU91,91.4,91.4,91.4,91.4,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-08,BAU91,91.39,91.41,91.39,91.39,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-09,BAU91,91.4,91.4,91.4,91.4,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-12,BAU91,91.39,91.39,91.39,91.39,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-13,BAU91,91.36,91.37,91.36,91.36,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-14,BAU91,91.42,91.42,91.42,91.36,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-15,BAU91,91.4,91.43,91.4,91.41,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-16,BAU91,91.45,91.45,91.45,91.42,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-19,BAU91,91.48,91.55,91.48,91.47,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-20,BAU91,91.47,91.48,91.47,91.46,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-21,BAU91,91.44,91.44,91.44,91.44,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-22,BAU91,91.46,91.47,91.46,91.45,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-23,BAU91,91.43,91.43,91.43,91.39,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-26,BAU91,91.41,91.41,91.41,91.41,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-27,BAU91,91.42,91.43,91.42,91.41,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-28,BAU91,91.46,91.46,91.46,91.42,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-29,BAU91,91.48,91.49,91.48,91.47,BAU91 Comdty,2016-03-11,1991-08-28
1991-08-30,BAU91,91.44,91.44,91.44,91.42,BAU91 Comdty,2016-03-11,1991-08-28
1991-09-03,BAU91,91.44,91.44,91.44,91.42,BAU91 Comdty,2016-03-11,1991-08-28
1991-09-04,BAU91,91.43,91.43,91.43,91.43,BAU91 Comdty,2016-03-11,1991-08-28
1991-09-05,BAU91,91.42,91.42,91.42,91.4,BAU91 Comdty,2016-03-11,1991-08-28
