Date,FUT_CUR_GEN_TICKER,LAST_PRICE,PX_HIGH,PX_LAST,PX_LOW,Match_id,FUT_ROLL_DT,SETTLE_DT
1-Oct-2004,YEZ04,99.915,99.915,99.915,99.91,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
4-Oct-2004,YEZ04,99.91,99.915,99.91,99.91,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
5-Oct-2004,YEZ04,99.91,99.915,99.91,99.91,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
6-Oct-2004,YEZ04,99.91,99.915,99.91,99.91,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
7-Oct-2004,YEZ04,99.91,99.915,99.91,99.91,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
8-Oct-2004,YEZ04,99.91,99.915,99.91,99.91,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
12-Oct-2004,YEZ04,99.915,99.92,99.915,99.91,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
13-Oct-2004,YEZ04,99.915,99.915,99.915,99.91,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
14-Oct-2004,YEZ04,99.915,99.915,99.915,99.91,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
15-Oct-2004,YEZ04,99.915,99.915,99.915,99.91,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
18-Oct-2004,YEZ04,99.915,99.915,99.915,99.91,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
19-Oct-2004,YEZ04,99.915,99.915,99.915,99.91,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
20-Oct-2004,YEZ04,99.915,99.915,99.915,99.91,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
21-Oct-2004,YEZ04,99.915,99.915,99.915,99.91,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
22-Oct-2004,YEZ04,99.915,99.915,99.915,99.91,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
25-Oct-2004,YEZ04,99.915,99.92,99.915,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
26-Oct-2004,YEZ04,99.915,99.92,99.915,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
27-Oct-2004,YEZ04,99.92,99.92,99.92,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
28-Oct-2004,YEZ04,99.92,99.92,99.92,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
29-Oct-2004,YEZ04,99.92,99.92,99.92,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
1-Nov-2004,YEZ04,99.92,99.92,99.92,99.92,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
2-Nov-2004,YEZ04,99.92,99.92,99.92,99.92,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
4-Nov-2004,YEZ04,99.92,99.92,99.92,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
8-Nov-2004,YEZ04,99.92,99.92,99.92,99.92,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
10-Nov-2004,YEZ04,99.92,99.92,99.92,99.92,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
11-Nov-2004,YEZ04,99.92,99.92,99.92,99.92,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
12-Nov-2004,YEZ04,99.92,99.92,99.92,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
15-Nov-2004,YEZ04,99.92,99.92,99.92,99.92,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
16-Nov-2004,YEZ04,99.92,99.92,99.92,99.92,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
18-Nov-2004,YEZ04,99.92,99.92,99.92,99.92,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
19-Nov-2004,YEZ04,99.92,99.92,99.92,99.92,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
22-Nov-2004,YEZ04,99.92,99.92,99.92,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
24-Nov-2004,YEZ04,99.92,99.915,99.92,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
25-Nov-2004,YEZ04,99.92,99.92,99.92,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
26-Nov-2004,YEZ04,99.92,99.915,99.92,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
29-Nov-2004,YEZ04,99.915,99.915,99.915,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
30-Nov-2004,YEZ04,99.92,99.92,99.92,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
1-Dec-2004,YEZ04,99.92,99.92,99.92,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
2-Dec-2004,YEZ04,99.92,99.92,99.92,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
6-Dec-2004,YEZ04,99.92,99.92,99.92,99.92,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
8-Dec-2004,YEZ04,99.92,99.92,99.92,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
9-Dec-2004,YEZ04,99.915,99.92,99.915,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
10-Dec-2004,YEZ04,99.915,99.915,99.915,99.915,YEZ04 Comdty,19-Apr-2004,16-Mar-2016
14-Dec-2004,YEH05,99.91,99.91,99.91,99.905,YEH05 Comdty,28-Jun-2004,16-Mar-2016
15-Dec-2004,YEH05,99.91,99.91,99.91,99.905,YEH05 Comdty,28-Jun-2004,16-Mar-2016
16-Dec-2004,YEH05,99.91,99.91,99.91,99.905,YEH05 Comdty,28-Jun-2004,16-Mar-2016
17-Dec-2004,YEH05,99.905,99.91,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
20-Dec-2004,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
21-Dec-2004,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
22-Dec-2004,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
24-Dec-2004,YEH05,99.905,99.905,99.905,99.905,YEH05 Comdty,28-Jun-2004,16-Mar-2016
27-Dec-2004,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
28-Dec-2004,YEH05,99.9,99.905,99.9,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
29-Dec-2004,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
30-Dec-2004,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
4-Jan-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
5-Jan-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
6-Jan-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
7-Jan-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
11-Jan-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
12-Jan-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
13-Jan-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
14-Jan-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
17-Jan-2005,YEH05,99.9,99.905,99.9,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
18-Jan-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
19-Jan-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
20-Jan-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
21-Jan-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
24-Jan-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
25-Jan-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
26-Jan-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
27-Jan-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
28-Jan-2005,YEH05,99.9,99.905,99.9,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
31-Jan-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
1-Feb-2005,YEH05,99.905,99.905,99.905,99.905,YEH05 Comdty,28-Jun-2004,16-Mar-2016
2-Feb-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
3-Feb-2005,YEH05,99.905,99.905,99.905,99.905,YEH05 Comdty,28-Jun-2004,16-Mar-2016
4-Feb-2005,YEH05,99.905,99.905,99.905,99.905,YEH05 Comdty,28-Jun-2004,16-Mar-2016
7-Feb-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
8-Feb-2005,YEH05,99.9,99.905,99.9,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
9-Feb-2005,YEH05,99.9,99.905,99.9,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
10-Feb-2005,YEH05,99.9,99.9,99.9,99.895,YEH05 Comdty,28-Jun-2004,16-Mar-2016
14-Feb-2005,YEH05,99.9,99.9,99.9,99.895,YEH05 Comdty,28-Jun-2004,16-Mar-2016
15-Feb-2005,YEH05,99.9,99.9,99.9,99.895,YEH05 Comdty,28-Jun-2004,16-Mar-2016
16-Feb-2005,YEH05,99.9,99.905,99.9,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
17-Feb-2005,YEH05,99.9,99.905,99.9,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
18-Feb-2005,YEH05,99.9,99.9,99.9,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
21-Feb-2005,YEH05,99.9,99.9,99.9,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
22-Feb-2005,YEH05,99.9,99.905,99.9,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
23-Feb-2005,YEH05,99.9,99.905,99.9,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
24-Feb-2005,YEH05,99.9,99.905,99.9,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
25-Feb-2005,YEH05,99.9,99.905,99.9,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
28-Feb-2005,YEH05,99.9,99.905,99.9,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
1-Mar-2005,YEH05,99.905,99.905,99.905,99.905,YEH05 Comdty,28-Jun-2004,16-Mar-2016
2-Mar-2005,YEH05,99.905,99.905,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
3-Mar-2005,YEH05,99.905,99.91,99.905,99.9,YEH05 Comdty,28-Jun-2004,16-Mar-2016
4-Mar-2005,YEH05,99.905,99.905,99.905,99.905,YEH05 Comdty,28-Jun-2004,16-Mar-2016
8-Mar-2005,YEH05,99.91,99.91,99.91,99.905,YEH05 Comdty,28-Jun-2004,16-Mar-2016
9-Mar-2005,YEH05,99.91,99.91,99.91,99.905,YEH05 Comdty,28-Jun-2004,16-Mar-2016
10-Mar-2005,YEH05,99.91,99.91,99.91,99.91,YEH05 Comdty,28-Jun-2004,16-Mar-2016
11-Mar-2005,YEH05,99.91,99.91,99.91,99.905,YEH05 Comdty,28-Jun-2004,16-Mar-2016
14-Mar-2005,YEH05,99.907,99.91,99.907,99.91,YEH05 Comdty,28-Jun-2004,16-Mar-2016
15-Mar-2005,YEM05,99.905,99.905,99.905,99.895,YEM05 Comdty,1-Feb-2005,16-Mar-2016
16-Mar-2005,YEM05,99.9,99.905,99.9,99.9,YEM05 Comdty,1-Feb-2005,16-Mar-2016
17-Mar-2005,YEM05,99.9,99.905,99.9,99.9,YEM05 Comdty,1-Feb-2005,16-Mar-2016
18-Mar-2005,YEM05,99.9,99.9,99.9,99.895,YEM05 Comdty,1-Feb-2005,16-Mar-2016
22-Mar-2005,YEM05,99.9,99.905,99.9,99.895,YEM05 Comdty,1-Feb-2005,16-Mar-2016
23-Mar-2005,YEM05,99.905,99.905,99.905,99.895,YEM05 Comdty,1-Feb-2005,16-Mar-2016
24-Mar-2005,YEM05,99.9,99.905,99.9,99.9,YEM05 Comdty,1-Feb-2005,16-Mar-2016
25-Mar-2005,YEM05,99.9,99.905,99.9,99.9,YEM05 Comdty,1-Feb-2005,16-Mar-2016
28-Mar-2005,YEM05,99.9,99.905,99.9,99.9,YEM05 Comdty,1-Feb-2005,16-Mar-2016
29-Mar-2005,YEM05,99.905,99.905,99.905,99.9,YEM05 Comdty,1-Feb-2005,16-Mar-2016
30-Mar-2005,YEM05,99.91,99.915,99.91,99.905,YEM05 Comdty,1-Feb-2005,16-Mar-2016
31-Mar-2005,YEM05,99.915,99.915,99.915,99.91,YEM05 Comdty,1-Feb-2005,16-Mar-2016
1-Apr-2005,YEM05,99.915,99.92,99.915,99.91,YEM05 Comdty,1-Feb-2005,16-Mar-2016
4-Apr-2005,YEM05,99.92,99.92,99.92,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
5-Apr-2005,YEM05,99.92,99.92,99.92,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
6-Apr-2005,YEM05,99.915,99.92,99.915,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
7-Apr-2005,YEM05,99.915,99.92,99.915,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
8-Apr-2005,YEM05,99.915,99.92,99.915,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
11-Apr-2005,YEM05,99.915,99.92,99.915,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
12-Apr-2005,YEM05,99.915,99.92,99.915,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
13-Apr-2005,YEM05,99.92,99.92,99.92,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
14-Apr-2005,YEM05,99.915,99.92,99.915,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
15-Apr-2005,YEM05,99.915,99.92,99.915,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
18-Apr-2005,YEM05,99.92,99.92,99.92,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
19-Apr-2005,YEM05,99.92,99.925,99.92,99.92,YEM05 Comdty,1-Feb-2005,16-Mar-2016
20-Apr-2005,YEM05,99.92,99.925,99.92,99.92,YEM05 Comdty,1-Feb-2005,16-Mar-2016
21-Apr-2005,YEM05,99.92,99.925,99.92,99.92,YEM05 Comdty,1-Feb-2005,16-Mar-2016
22-Apr-2005,YEM05,99.92,99.925,99.92,99.92,YEM05 Comdty,1-Feb-2005,16-Mar-2016
25-Apr-2005,YEM05,99.92,99.92,99.92,99.92,YEM05 Comdty,1-Feb-2005,16-Mar-2016
26-Apr-2005,YEM05,99.92,99.92,99.92,99.92,YEM05 Comdty,1-Feb-2005,16-Mar-2016
27-Apr-2005,YEM05,99.92,99.925,99.92,99.92,YEM05 Comdty,1-Feb-2005,16-Mar-2016
28-Apr-2005,YEM05,99.92,99.92,99.92,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
2-May-2005,YEM05,99.92,99.92,99.92,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
6-May-2005,YEM05,99.92,99.92,99.92,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
9-May-2005,YEM05,99.915,99.92,99.915,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
10-May-2005,YEM05,99.915,99.92,99.915,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
11-May-2005,YEM05,99.915,99.92,99.915,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
12-May-2005,YEM05,99.92,99.92,99.92,99.92,YEM05 Comdty,1-Feb-2005,16-Mar-2016
13-May-2005,YEM05,99.915,99.92,99.915,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
16-May-2005,YEM05,99.92,99.92,99.92,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
17-May-2005,YEM05,99.92,99.92,99.92,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
18-May-2005,YEM05,99.92,99.92,99.92,99.92,YEM05 Comdty,1-Feb-2005,16-Mar-2016
19-May-2005,YEM05,99.92,99.92,99.92,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
20-May-2005,YEM05,99.92,99.92,99.92,99.92,YEM05 Comdty,1-Feb-2005,16-Mar-2016
26-May-2005,YEM05,99.92,99.92,99.92,99.92,YEM05 Comdty,1-Feb-2005,16-Mar-2016
27-May-2005,YEM05,99.92,99.92,99.92,99.92,YEM05 Comdty,1-Feb-2005,16-Mar-2016
30-May-2005,YEM05,99.92,99.92,99.92,99.92,YEM05 Comdty,1-Feb-2005,16-Mar-2016
31-May-2005,YEM05,99.92,99.92,99.92,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
1-Jun-2005,YEM05,99.92,99.92,99.92,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
2-Jun-2005,YEM05,99.92,99.92,99.92,99.92,YEM05 Comdty,1-Feb-2005,16-Mar-2016
3-Jun-2005,YEM05,99.92,99.92,99.92,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
8-Jun-2005,YEM05,99.92,99.92,99.92,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
9-Jun-2005,YEM05,99.92,99.92,99.92,99.915,YEM05 Comdty,1-Feb-2005,16-Mar-2016
13-Jun-2005,YEM05,99.92,99.92,99.92,99.92,YEM05 Comdty,1-Feb-2005,16-Mar-2016
14-Jun-2005,YEU05,99.915,99.915,99.915,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
15-Jun-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
16-Jun-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
17-Jun-2005,YEU05,99.905,99.905,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
20-Jun-2005,YEU05,99.905,99.905,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
21-Jun-2005,YEU05,99.91,99.91,99.91,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
22-Jun-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
23-Jun-2005,YEU05,99.91,99.91,99.91,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
24-Jun-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
27-Jun-2005,YEU05,99.91,99.91,99.91,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
28-Jun-2005,YEU05,99.91,99.91,99.91,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
29-Jun-2005,YEU05,99.91,99.91,99.91,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
30-Jun-2005,YEU05,99.91,99.91,99.91,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
1-Jul-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
4-Jul-2005,YEU05,99.91,99.91,99.91,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
5-Jul-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
6-Jul-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
7-Jul-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
8-Jul-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
11-Jul-2005,YEU05,99.91,99.91,99.91,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
12-Jul-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
13-Jul-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
14-Jul-2005,YEU05,99.91,99.91,99.91,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
15-Jul-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
19-Jul-2005,YEU05,99.91,99.91,99.91,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
20-Jul-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
21-Jul-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
22-Jul-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
25-Jul-2005,YEU05,99.91,99.91,99.91,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
26-Jul-2005,YEU05,99.91,99.91,99.91,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
27-Jul-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
28-Jul-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
29-Jul-2005,YEU05,99.905,99.91,99.905,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
1-Aug-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
2-Aug-2005,YEU05,99.91,99.91,99.91,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
3-Aug-2005,YEU05,99.91,99.91,99.91,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
4-Aug-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
5-Aug-2005,YEU05,99.91,99.91,99.91,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
9-Aug-2005,YEU05,99.91,99.91,99.91,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
10-Aug-2005,YEU05,99.91,99.91,99.91,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
11-Aug-2005,YEU05,99.905,99.91,99.905,99.9,YEU05 Comdty,16-Feb-2005,16-Mar-2016
12-Aug-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
15-Aug-2005,YEU05,99.905,99.905,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
16-Aug-2005,YEU05,99.905,99.905,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
17-Aug-2005,YEU05,99.91,99.91,99.91,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
22-Aug-2005,YEU05,99.91,99.91,99.91,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
24-Aug-2005,YEU05,99.91,99.91,99.91,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
25-Aug-2005,YEU05,99.905,99.91,99.905,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
26-Aug-2005,YEU05,99.91,99.91,99.91,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
29-Aug-2005,YEU05,99.91,99.91,99.91,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
30-Aug-2005,YEU05,99.91,99.91,99.91,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
31-Aug-2005,YEU05,99.91,99.91,99.91,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
1-Sep-2005,YEU05,99.91,99.91,99.91,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
2-Sep-2005,YEU05,99.91,99.915,99.91,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
5-Sep-2005,YEU05,99.91,99.91,99.91,99.905,YEU05 Comdty,16-Feb-2005,16-Mar-2016
7-Sep-2005,YEU05,99.91,99.91,99.91,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
8-Sep-2005,YEU05,99.91,99.91,99.91,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
9-Sep-2005,YEU05,99.91,99.91,99.91,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
12-Sep-2005,YEU05,99.91,99.91,99.91,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
13-Sep-2005,YEU05,99.91,99.915,99.91,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
14-Sep-2005,YEU05,99.91,99.915,99.91,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
15-Sep-2005,YEU05,99.91,99.915,99.91,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
16-Sep-2005,YEU05,99.911,99.91,99.911,99.91,YEU05 Comdty,16-Feb-2005,16-Mar-2016
20-Sep-2005,YEZ05,99.885,99.89,99.885,99.885,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
21-Sep-2005,YEZ05,99.885,99.89,99.885,99.885,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
22-Sep-2005,YEZ05,99.89,99.89,99.89,99.885,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
26-Sep-2005,YEZ05,99.885,99.89,99.885,99.885,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
27-Sep-2005,YEZ05,99.89,99.895,99.89,99.885,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
28-Sep-2005,YEZ05,99.89,99.89,99.89,99.885,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
29-Sep-2005,YEZ05,99.89,99.89,99.89,99.885,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
30-Sep-2005,YEZ05,99.89,99.89,99.89,99.88,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
3-Oct-2005,YEZ05,99.89,99.89,99.89,99.885,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
4-Oct-2005,YEZ05,99.89,99.895,99.89,99.89,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
5-Oct-2005,YEZ05,99.89,99.895,99.89,99.89,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
6-Oct-2005,YEZ05,99.895,99.895,99.895,99.89,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
7-Oct-2005,YEZ05,99.895,99.895,99.895,99.89,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
11-Oct-2005,YEZ05,99.895,99.895,99.895,99.895,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
12-Oct-2005,YEZ05,99.89,99.895,99.89,99.885,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
13-Oct-2005,YEZ05,99.895,99.895,99.895,99.89,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
14-Oct-2005,YEZ05,99.895,99.895,99.895,99.89,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
17-Oct-2005,YEZ05,99.89,99.895,99.89,99.89,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
18-Oct-2005,YEZ05,99.895,99.895,99.895,99.89,YEZ05 Comdty,11-Mar-2005,16-Mar-2016
