,BAA Comdty,EDA Comdty,EFA Comdty,ERA Comdty,ESA Comdty,IRA Comdty,L A Comdty
2014-09-19,98.1,97.78,99.615,99.84,100.08,96.8,98.105
2014-09-22,98.14,97.83,99.615,99.845,100.08,96.86,98.125
2014-09-23,98.2,97.86,99.615,99.835,100.08,96.94,98.14
2014-09-24,98.17,97.82,99.615,99.85,100.08,96.89,98.145
2014-09-25,98.21,97.86,99.615,99.86,100.07,96.94,98.17
2014-09-26,98.19,97.8,99.615,99.86,100.07,97.01,98.18
2014-09-29,98.21,97.815,99.615,99.855,100.07,97.02,98.19
2014-09-30,98.19,97.795,99.615,99.865,100.07,97.03,98.19
2014-10-01,98.23,97.88,99.615,99.875,100.09,97.02,98.27
2014-10-02,98.23,97.88,99.615,99.86,100.07,97.05,98.33
2014-10-03,98.21,97.82,99.615,99.845,100.06,97.03,98.27
2014-10-06,98.23,97.88,99.615,99.86,100.07,97.04,98.31
2014-10-07,98.27,97.955,99.615,99.865,100.06,97.05,98.37
2014-10-08,98.32,98.075,99.615,99.86,100.05,97.06,98.425
2014-10-09,98.3,98.07,99.665,99.855,100.06,97.12,98.43
2014-10-10,98.29,98.09,99.665,99.845,100.06,97.14,98.455
2014-10-13,,98.205,99.665,99.835,100.08,97.17,98.56
2014-10-14,98.41,98.23,99.67,99.845,100.08,97.18,98.63
2014-10-15,98.57,98.45,99.67,99.86,100.1,97.15,98.81
2014-10-16,98.52,98.385,99.67,99.82,100.09,97.22,98.68
2014-10-17,98.47,98.33,99.67,99.825,100.07,97.2,98.565
2014-10-20,98.5,98.37,99.67,99.835,100.09,97.14,98.59
2014-10-21,98.48,98.38,99.67,99.83,100.08,97.2,98.55
2014-10-22,98.46,98.35,99.67,99.825,100.08,97.17,98.56
2014-10-23,98.43,98.28,99.67,99.82,100.08,97.18,98.52
2014-10-24,98.42,98.285,99.67,99.82,100.08,97.17,98.55
2014-10-27,98.42,98.305,99.67,99.825,100.09,97.15,98.56
2014-10-28,98.4,98.29,99.67,99.825,100.09,97.19,98.56
2014-10-29,98.36,98.17,99.67,99.82,100.1,97.15,98.55
2014-10-30,98.36,98.21,99.67,99.835,100.11,97.13,98.55
2014-10-31,98.38,98.17,99.67,99.845,100.1,97.16,98.53
2014-11-03,98.43,98.15,99.67,99.845,100.09,97.21,98.48
2014-11-04,98.44,98.15,99.67,99.855,100.08,97.18,98.51
2014-11-05,98.39,98.135,99.67,99.855,100.08,97.2,98.5
2014-11-06,98.35,98.11,99.67,99.86,100.08,97.19,98.52
2014-11-07,98.36,98.19,99.67,99.865,100.09,97.12,98.56
2014-11-10,98.35,98.14,99.67,99.865,100.11,97.15,98.57
2014-11-11,,98.125,99.67,99.86,100.11,97.12,98.54
2014-11-12,98.36,98.145,99.67,99.865,100.12,97.09,98.61
2014-11-13,98.39,98.18,99.67,99.87,100.11,97.07,98.64
2014-11-14,98.39,98.205,99.67,99.865,100.11,97.09,98.68
2014-11-17,98.4,98.2,99.67,99.86,100.11,97.12,98.71
2014-11-18,98.41,98.225,99.67,99.845,100.11,97.15,98.7
2014-11-19,98.37,98.195,99.67,99.84,100.09,97.18,98.68
2014-11-20,98.38,98.22,99.67,99.855,100.11,97.19,98.72
2014-11-21,98.32,98.235,99.67,99.865,100.11,97.2,98.77
2014-11-24,98.33,98.245,99.67,99.87,100.1,97.22,98.75
2014-11-25,98.35,98.275,99.67,99.87,100.11,97.24,98.8
2014-11-26,98.36,98.285,99.67,99.865,100.1,97.29,98.82
2014-11-27,98.38,,99.67,99.865,100.1,97.28,98.85
2014-11-28,98.44,98.335,99.67,99.87,100.11,97.31,98.86
2014-12-01,98.43,98.32,99.67,99.86,100.11,97.36,98.88
2014-12-02,98.38,98.24,99.67,99.86,100.12,97.31,98.82
2014-12-03,98.37,98.2,99.67,99.87,100.11,97.4,98.78
2014-12-04,98.39,98.225,99.67,99.855,100.11,97.43,98.81
2014-12-05,98.33,98.08,99.67,99.85,100.11,97.47,98.73
2014-12-08,98.38,98.075,99.67,99.86,100.11,97.45,98.75
2014-12-09,98.37,98.115,99.67,99.855,100.11,97.5,98.8
2014-12-10,98.41,98.19,99.67,99.86,100.11,97.53,98.79
2014-12-11,98.39,98.14,99.67,99.865,100.11,97.55,98.8
2014-12-12,98.46,98.245,99.67,99.875,100.12,97.49,98.87
2014-12-15,98.46,98.185,99.67,99.88,100.12,97.52,98.86
2014-12-16,98.5,98.255,99.67,99.88,100.13,97.52,98.93
2014-12-17,98.44,98.175,99.67,99.88,100.14,97.57,98.92
2014-12-18,98.41,98.145,99.67,99.885,100.21,97.57,98.84
2014-12-19,98.4,98.12,99.67,99.89,100.25,97.54,98.84
2014-12-22,98.4,98.1,99.67,99.895,100.26,97.59,98.87
2014-12-23,98.34,98.04,99.67,99.895,100.27,97.58,98.85
2014-12-24,98.34,98.04,99.67,99.9,100.28,97.55,98.84
2014-12-25,,,99.67,,,,
2014-12-26,,98.045,99.67,99.9,100.28,,98.84
2014-12-29,98.36,98.095,99.67,99.91,100.3,97.57,98.89
2014-12-30,98.42,98.115,99.67,99.91,100.29,97.64,98.9
2014-12-31,98.41,98.13,99.67,99.92,100.28,97.66,98.92
2015-01-02,98.42,98.16,99.67,99.93,100.29,97.62,98.96
2015-01-05,98.47,98.19,99.67,99.93,100.3,97.68,98.99
2015-01-06,98.52,98.27,99.67,99.93,100.32,97.67,99.04
2015-01-07,98.52,98.295,99.67,99.93,100.37,97.71,99.03
2015-01-08,98.49,98.295,99.67,99.925,100.4,97.64,99.0
2015-01-09,98.56,98.365,99.67,99.93,100.39,97.66,99.05
2015-01-12,98.61,98.435,99.67,99.93,100.38,97.66,99.08
2015-01-13,98.64,98.475,99.67,99.935,100.39,97.7,99.06
2015-01-14,98.7,98.555,99.67,99.94,100.4,97.7,99.1
2015-01-15,98.8,98.64,99.67,99.98,100.61,97.62,99.12
2015-01-16,98.71,98.57,99.67,99.975,100.74,97.69,99.09
2015-01-19,98.73,,99.67,99.975,100.81,97.64,99.1
2015-01-20,98.72,98.54,99.67,99.955,100.8,97.61,99.06
2015-01-21,99.03,98.505,99.67,99.945,100.9,97.63,99.13
2015-01-22,99.03,98.46,99.74,99.965,100.98,97.67,99.1
2015-01-23,99.01,98.505,99.74,99.975,101.18,97.68,99.15
2015-01-26,99.05,98.475,99.74,99.95,100.95,97.72,99.08
2015-01-27,99.07,98.5,99.74,99.97,100.77,97.69,99.08
2015-01-28,99.14,98.585,99.72,99.97,100.78,97.65,99.07
2015-01-29,99.12,98.57,99.72,99.95,100.8,97.81,99.09
2015-01-30,99.2,98.655,99.715,99.935,100.8,97.84,99.12
2015-02-02,99.23,98.66,99.715,99.945,100.84,97.8,99.1
2015-02-03,99.18,98.565,99.715,99.96,100.83,97.93,99.06
2015-02-04,99.2,98.555,99.715,99.95,100.82,97.81,99.02
2015-02-05,99.19,98.545,99.71,99.945,100.86,97.84,99.0
2015-02-06,99.11,98.345,99.71,99.945,100.84,97.82,98.88
2015-02-09,99.11,98.32,99.71,99.94,100.92,97.77,98.9
2015-02-10,99.2,98.295,99.71,99.945,100.9,97.78,98.88
2015-02-11,99.2,98.305,99.705,99.945,100.94,97.79,98.89
2015-02-12,99.2,98.35,99.705,99.965,100.94,97.86,98.93
2015-02-13,99.18,98.335,99.705,99.965,100.92,97.87,98.96
2015-02-16,,,99.7,99.965,100.88,97.86,98.94
2015-02-17,99.12,98.245,99.7,99.96,100.85,97.87,98.92
2015-02-18,99.18,98.35,99.7,99.97,100.86,97.87,98.86
2015-02-19,99.16,98.31,99.7,99.97,100.86,97.93,98.89
2015-02-20,99.19,98.275,99.7,99.965,100.87,97.91,98.92
2015-02-23,99.22,98.325,99.7,99.975,100.83,97.9,98.92
2015-02-24,99.15,98.42,99.7,99.98,100.73,97.9,98.93
2015-02-25,99.15,98.41,99.7,99.99,100.74,97.91,98.95
2015-02-26,99.1,98.35,99.7,100.0,100.78,97.96,98.92
2015-02-27,99.14,98.385,99.7,99.995,100.83,98.0,98.89
2015-03-02,99.11,98.32,99.7,99.995,100.85,97.99,98.88
2015-03-03,99.13,98.29,99.7,99.99,100.82,97.96,98.85
2015-03-04,99.0,98.31,99.7,99.985,100.75,97.93,98.83
2015-03-05,98.99,98.35,99.7,99.98,100.63,97.92,98.84
2015-03-06,98.99,98.215,99.7,99.975,100.55,97.91,98.78
2015-03-09,99.01,98.25,99.7,99.985,100.65,97.85,98.79
2015-03-10,99.02,98.28,99.7,100.0,100.72,97.88,98.86
2015-03-11,99.02,98.28,99.7,100.01,100.78,97.91,98.86
2015-03-12,99.04,98.32,99.7,100.005,100.74,97.96,98.93
2015-03-13,99.06,98.325,99.7,100.0,100.74,97.93,98.97
2015-03-16,99.09,98.35,99.7,100.0,100.76,97.97,98.99
2015-03-17,99.09,98.335,99.7,99.985,100.76,97.93,98.97
2015-03-18,99.16,98.52,99.7,100.0,100.79,97.96,99.03
2015-03-19,99.16,98.46,99.7,100.0,100.72,98.02,99.1
2015-03-20,99.21,98.525,99.7,100.0,100.72,98.02,99.1
2015-03-23,99.23,98.525,99.7,99.99,100.75,98.03,99.13
2015-03-24,99.23,98.56,99.7,99.995,100.81,98.04,99.13
2015-03-25,99.2,98.535,99.695,100.0,100.79,98.07,99.15
2015-03-26,99.09,98.49,99.695,100.0,100.77,98.07,99.11
2015-03-27,99.15,98.555,99.695,99.995,100.76,98.06,99.14
2015-03-30,99.17,98.55,99.695,100.0,100.78,98.11,99.11
2015-03-31,99.15,98.595,99.695,100.01,100.8,98.15,99.12
2015-04-01,99.17,98.64,99.695,100.005,100.79,98.13,99.13
2015-04-02,99.17,98.63,99.695,99.995,100.81,98.15,99.11
2015-04-03,,98.725,99.695,,,98.14,
2015-04-06,99.15,98.695,99.695,99.995,100.81,,99.11
2015-04-07,99.14,98.66,99.695,100.0,100.81,98.06,99.11
2015-04-08,99.16,98.655,99.695,100.015,100.8,98.07,99.11
2015-04-09,99.15,98.61,99.695,100.015,100.79,98.06,99.11
2015-04-10,99.13,98.595,99.695,100.015,100.81,98.04,99.12
2015-04-13,99.12,98.63,99.695,100.015,100.83,98.09,99.11
2015-04-14,99.14,98.67,99.695,100.025,100.84,98.11,99.15
2015-04-15,99.07,98.69,99.695,100.02,100.87,98.13,99.13
2015-04-16,99.06,98.73,99.695,100.02,100.88,98.02,99.11
2015-04-17,99.01,98.72,99.695,100.01,100.9,98.0,99.1
2015-04-20,98.99,98.675,99.695,100.01,100.92,97.97,99.09
2015-04-21,98.98,98.66,99.695,100.015,100.88,97.98,99.09
2015-04-22,98.97,98.64,99.695,100.005,100.91,97.9,99.01
2015-04-23,98.97,98.67,99.695,100.01,100.88,97.87,99.02
2015-04-24,99.0,98.71,99.695,100.01,100.85,97.88,99.04
2015-04-27,98.98,98.695,99.695,100.01,100.85,97.92,99.02
2015-04-28,98.95,98.67,99.695,100.02,100.83,97.87,99.04
2015-04-29,98.95,98.665,99.695,100.0,100.78,97.87,99.01
2015-04-30,98.92,98.625,99.695,99.985,100.74,97.87,98.99
2015-05-01,98.89,98.575,99.695,99.96,100.81,97.9,98.99
2015-05-04,98.89,98.58,99.695,99.975,100.78,97.92,98.99
2015-05-05,98.91,98.525,99.695,99.97,100.77,97.86,98.94
2015-05-06,98.91,98.485,99.695,99.97,100.74,97.79,98.96
2015-05-07,98.92,98.48,99.695,99.975,100.74,97.77,98.99
2015-05-08,98.94,98.575,99.695,99.985,100.78,97.8,99.03
2015-05-11,98.89,98.51,99.695,99.975,100.78,97.82,98.98
2015-05-12,98.89,98.525,99.695,99.97,100.77,97.76,98.97
2015-05-13,98.9,98.57,99.695,99.965,100.75,97.81,99.0
2015-05-14,98.93,98.635,99.695,99.96,100.76,97.83,99.01
2015-05-15,98.97,98.665,99.695,99.965,100.78,97.89,99.05
2015-05-18,,98.61,99.695,99.96,100.79,97.9,99.03
2015-05-19,98.92,98.565,99.695,99.965,100.81,97.87,99.04
2015-05-20,98.93,98.605,99.695,99.975,100.79,97.85,99.03
2015-05-21,98.95,98.63,99.695,99.975,100.82,97.89,99.01
2015-05-22,98.94,98.565,99.695,99.97,100.82,97.89,99.02
2015-05-25,98.95,,99.695,99.965,100.84,97.9,99.02
2015-05-26,98.96,98.58,99.695,99.975,100.86,97.89,99.04
2015-05-27,98.98,98.58,99.695,99.98,100.85,97.89,99.05
2015-05-28,98.99,98.615,99.695,99.975,100.86,97.95,99.06
2015-05-29,99.07,98.64,99.695,99.975,100.89,98.01,99.09
2015-06-01,99.06,98.57,99.695,99.98,100.9,98.01,99.08
2015-06-02,99.05,98.55,99.695,99.965,100.86,97.94,99.06
2015-06-03,99.02,98.515,99.695,99.96,100.8,97.88,99.05
2015-06-04,99.05,98.55,99.695,99.955,100.8,97.89,99.06
2015-06-05,98.97,98.46,99.695,99.95,100.79,97.9,99.06
2015-06-08,98.99,98.505,99.695,99.935,100.81,97.87,99.08
2015-06-09,98.95,98.47,99.695,99.925,100.82,97.91,99.05
2015-06-10,98.92,98.435,99.695,99.93,100.83,97.9,99.02
2015-06-11,98.97,98.475,99.695,99.93,100.84,97.85,99.05
2015-06-12,98.98,98.455,99.695,99.92,100.87,97.88,99.06
2015-06-15,98.985,98.485,99.695,99.91,100.91,97.91,99.04
2015-06-16,99.01,98.515,99.695,99.915,100.91,97.91,99.05
2015-06-17,99.01,98.56,99.695,99.92,100.93,97.91,98.98
2015-06-18,98.995,98.58,99.69,99.935,100.91,97.97,99.0
2015-06-19,99.03,98.64,99.69,99.94,100.94,98.0,99.01
2015-06-22,99.015,98.595,99.685,99.96,100.91,97.94,98.97
2015-06-23,99.01,98.565,99.685,99.965,100.89,97.88,98.94
2015-06-24,99.03,98.595,99.685,99.965,100.89,97.89,98.89
2015-06-25,99.025,98.585,99.685,99.97,100.89,97.87,98.9
2015-06-26,99.0,98.545,99.685,99.965,100.9,97.87,98.89
2015-06-29,99.07,98.64,99.685,99.965,100.96,97.9,98.96
2015-06-30,99.165,98.63,99.685,99.965,100.99,97.87,98.98
2015-07-01,,98.565,99.685,99.97,100.95,97.89,98.95
2015-07-02,99.175,98.63,99.685,99.98,100.95,97.86,98.99
2015-07-03,99.19,,99.655,99.975,100.96,97.9,99.01
2015-07-06,99.21,98.71,99.655,99.975,100.98,97.97,99.04
2015-07-07,99.21,98.74,99.655,99.98,101.02,97.95,99.1
2015-07-08,99.24,98.785,99.655,99.99,100.98,98.01,99.08
2015-07-09,99.22,98.735,99.655,99.99,100.94,97.97,99.06
2015-07-10,99.185,98.635,99.655,99.975,100.88,97.92,99.03
2015-07-13,99.225,98.625,99.655,100.0,100.88,97.93,98.99
2015-07-14,99.245,98.665,99.655,100.005,100.88,97.9,98.97
2015-07-15,99.305,98.7,99.655,100.005,100.89,97.9,98.94
2015-07-16,99.3,98.66,99.655,100.0,100.87,97.94,98.96
2015-07-17,99.295,98.635,99.655,100.005,100.85,97.93,98.93
2015-07-20,99.305,98.595,99.655,100.0,100.84,97.92,98.95
2015-07-21,99.31,98.62,99.655,100.0,100.82,97.93,98.96
2015-07-22,99.305,98.6,99.655,100.005,100.83,97.95,98.94
2015-07-23,99.305,98.625,99.655,100.0,100.82,97.97,98.95
2015-07-24,99.305,98.655,99.655,100.0,100.83,98.01,98.97
2015-07-27,99.31,98.7,99.665,99.995,100.84,98.03,98.99
2015-07-28,99.305,98.69,99.665,100.005,100.83,98.0,99.0
2015-07-29,99.29,98.67,99.665,100.01,100.82,98.0,98.99
2015-07-30,99.3,98.635,99.665,100.01,100.83,97.97,98.97
2015-07-31,99.355,98.71,99.665,100.015,100.84,97.99,99.03
2015-08-03,,98.73,99.665,100.02,100.86,98.01,99.01
2015-08-04,99.36,98.65,99.665,100.02,100.84,97.97,99.02
2015-08-05,99.34,98.625,99.665,100.015,100.82,97.93,98.96
2015-08-06,99.325,98.655,99.665,100.01,100.82,97.93,99.0
2015-08-07,99.32,98.645,99.665,100.02,100.82,97.93,99.01
2015-08-10,99.3,98.635,99.665,100.02,100.78,97.95,99.0
2015-08-11,99.335,98.72,99.665,100.025,100.81,97.95,99.05
2015-08-12,99.335,98.745,99.665,100.025,100.83,98.01,99.08
2015-08-13,99.345,98.69,99.665,100.025,100.82,97.98,99.06
2015-08-14,99.355,98.67,99.665,100.025,100.81,97.96,99.05
2015-08-17,99.365,98.705,99.665,100.025,100.81,97.96,99.08
2015-08-18,99.35,98.7,99.665,100.025,100.82,97.98,99.05
2015-08-19,99.39,98.78,99.665,100.025,100.82,97.99,99.06
2015-08-20,99.405,98.775,99.665,100.03,100.82,98.03,99.1
2015-08-21,99.425,98.845,99.665,100.03,100.82,98.08,99.13
2015-08-24,99.45,98.94,99.665,100.02,100.83,98.19,99.17
2015-08-25,99.415,98.865,99.665,100.015,100.79,98.14,99.15
2015-08-26,99.415,98.91,99.665,100.02,100.8,98.15,99.16
2015-08-27,99.4,98.89,99.665,100.02,100.79,98.15,99.15
2015-08-28,99.375,98.83,99.665,100.02,100.78,98.14,99.15
2015-08-31,99.365,98.81,99.665,100.02,100.77,98.17,
2015-09-01,99.36,98.88,99.665,100.025,100.75,98.17,99.12
2015-09-02,99.38,98.875,99.665,100.025,100.77,98.14,99.14
2015-09-03,99.365,98.9,99.665,100.035,100.77,98.15,99.15
2015-09-04,99.345,98.91,99.665,100.035,100.77,98.18,99.17
2015-09-07,,,99.665,100.035,100.78,98.14,99.17
2015-09-08,99.345,98.875,99.665,100.035,100.77,98.12,99.16
2015-09-09,99.335,98.88,99.665,100.03,100.76,98.07,99.14
2015-09-10,99.34,98.875,99.665,100.035,100.75,98.08,99.14
2015-09-11,99.345,98.905,99.665,100.035,100.74,98.06,99.16
2015-09-14,99.35,98.89,99.665,100.04,100.75,98.08,99.15
2015-09-15,99.31,98.83,99.665,100.035,100.75,98.09,99.14
2015-09-16,99.28,98.825,99.665,100.035,100.76,98.05,99.11
2015-09-17,99.31,98.945,99.665,100.03,100.74,98.03,99.11
2015-09-18,99.345,98.975,99.665,100.04,100.78,98.04,99.2
2015-09-21,99.295,98.94,99.665,100.045,100.78,98.06,99.19
2015-09-22,99.315,99.0,99.665,100.07,100.8,98.05,99.26
2015-09-23,99.295,98.99,99.665,100.06,100.79,98.07,99.24
2015-09-24,99.295,99.015,99.665,100.06,100.79,98.1,99.29
2015-09-25,99.27,98.995,99.665,100.05,100.78,98.08,99.25
2015-09-28,99.285,99.04,99.665,100.06,100.79,98.08,99.27
2015-09-29,99.295,99.07,99.665,100.065,100.79,98.12,99.28
2015-09-30,99.275,99.055,99.665,100.065,100.8,98.15,99.28
2015-10-01,99.265,99.045,99.665,100.075,100.81,98.15,99.27
2015-10-02,99.27,99.14,99.665,100.085,100.81,98.16,99.32
2015-10-05,99.27,99.095,99.665,100.075,100.81,98.24,99.29
2015-10-06,99.28,99.105,99.665,100.065,100.79,98.17,99.29
2015-10-07,99.265,99.085,99.665,100.06,100.8,98.15,99.25
2015-10-08,99.25,99.08,99.665,100.06,100.78,98.19,99.27
2015-10-09,99.235,99.06,99.665,100.06,100.78,98.14,99.26
2015-10-12,,99.065,99.665,100.06,100.78,98.11,99.27
2015-10-13,99.25,99.1,99.665,100.07,100.78,98.13,99.29
2015-10-14,99.27,99.2,99.665,100.075,100.79,98.2,99.32
2015-10-15,99.26,99.145,99.665,100.08,100.8,98.21,99.31
2015-10-16,99.26,99.125,99.665,100.09,100.83,98.24,99.3
2015-10-19,99.275,99.145,99.665,100.09,100.82,98.23,99.3
2015-10-20,99.245,99.115,99.665,100.075,100.82,98.19,99.29
2015-10-21,99.25,99.125,99.665,100.08,100.83,98.16,99.3
2015-10-22,99.255,99.15,99.665,100.135,100.88,98.18,99.32
2015-10-23,99.25,99.095,99.665,100.15,100.9,98.2,99.3
2015-10-26,99.26,99.11,99.665,100.16,100.92,98.16,99.31
2015-10-27,99.285,99.135,99.665,100.17,100.94,98.16,99.32
2015-10-28,99.24,99.04,99.665,100.18,100.93,98.23,99.31
2015-10-29,99.22,98.995,99.665,100.155,100.9,98.2,99.24
2015-10-30,99.205,98.99,99.665,100.15,100.9,98.19,99.26
2015-11-02,99.2,98.965,,100.15,100.89,98.19,99.24
2015-11-03,99.185,98.96,,100.16,100.9,98.11,99.23
2015-11-04,99.175,98.92,,100.16,100.92,98.1,99.2
2015-11-05,99.18,98.925,,100.17,100.95,98.08,99.25
2015-11-06,99.145,98.84,,100.145,100.97,98.06,99.21
2015-11-09,99.155,98.865,,100.17,101.0,98.0,99.24
2015-11-10,99.165,98.89,,100.195,101.04,97.99,99.26
2015-11-11,,98.855,,100.205,101.04,98.01,99.25
2015-11-12,99.185,98.865,,100.205,101.05,97.92,99.27
2015-11-13,99.21,98.91,,100.205,101.06,97.9,99.29
2015-11-16,99.21,98.925,,100.205,101.05,97.93,99.3
2015-11-17,99.2,98.915,,100.21,101.07,97.9,99.29
2015-11-18,99.185,98.91,,100.205,101.06,97.92,99.28
2015-11-19,99.2,98.915,,100.21,101.05,97.89,99.29
2015-11-20,99.2,98.905,,100.23,101.07,97.91,99.31
2015-11-23,99.195,98.88,,100.235,101.06,97.88,99.31
2015-11-24,99.195,98.88,,100.215,101.05,97.89,99.31
2015-11-25,99.185,98.885,,100.245,101.06,97.89,99.32
2015-11-26,99.18,,,100.245,101.06,97.92,99.31
2015-11-27,99.18,98.895,,100.255,101.08,97.9,99.32
2015-11-30,99.185,98.885,,100.25,101.1,97.89,99.33
2015-12-01,99.205,98.91,,100.27,101.13,97.88,99.33
2015-12-02,99.175,98.87,,100.27,101.09,97.88,99.32
2015-12-03,99.145,98.845,,100.13,100.92,97.86,99.28
2015-12-04,99.16,98.85,,100.14,100.91,97.83,99.27
2015-12-07,99.185,98.85,,100.165,100.94,97.82,99.28
2015-12-08,99.215,98.84,,100.175,100.93,97.86,99.28
2015-12-09,99.245,98.88,,100.165,100.92,97.86,99.28
2015-12-10,99.235,98.855,,100.17,100.85,97.78,99.28
2015-12-11,99.29,98.92,,100.175,100.83,97.81,99.29
2015-12-14,99.28,98.9,,100.18,100.83,97.83,99.28
2015-12-15,99.265,98.88,,100.18,100.8,97.86,99.26
2015-12-16,99.225,98.84,,100.18,100.81,97.84,99.27
2015-12-17,99.235,98.825,,100.185,100.81,97.84,99.27
2015-12-18,99.255,98.835,,100.19,100.81,97.86,99.28
2015-12-21,99.25,98.835,,100.185,100.81,97.85,99.29
2015-12-22,99.225,98.82,,100.175,100.79,97.83,99.29
2015-12-23,99.245,98.815,,100.175,100.78,97.83,99.29
2015-12-24,99.255,98.805,,100.175,100.78,97.82,99.28
2015-12-28,,98.795,,100.18,100.78,,99.28
2015-12-29,99.24,98.75,,100.185,100.77,97.84,99.27
2015-12-30,99.24,98.755,,100.185,100.77,97.84,99.26
2015-12-31,99.24,98.77,,100.18,100.76,97.85,99.26
2016-01-04,99.245,98.79,,100.19,100.78,97.87,99.29
2016-01-05,99.265,98.81,,100.205,100.79,97.86,99.31
2016-01-06,99.325,98.87,,100.215,100.8,97.86,99.33
2016-01-07,99.34,98.925,,100.215,100.79,97.88,99.35
2016-01-08,99.33,98.94,,100.22,100.81,97.86,99.36
2016-01-11,99.375,98.97,,100.22,100.81,97.88,99.36
2016-01-12,99.405,98.99,,100.22,100.81,97.88,99.37
2016-01-13,99.43,99.0,,100.215,100.82,97.89,99.36
2016-01-14,99.44,99.025,,100.21,100.82,97.9,99.37
2016-01-15,99.465,99.095,,100.215,100.84,97.93,99.4
2016-01-18,99.45,,,100.22,100.84,97.96,99.4
2016-01-19,99.45,99.075,,100.215,100.83,97.96,99.4
2016-01-20,99.36,99.12,,100.23,100.84,97.99,99.41
2016-01-21,99.315,99.115,,100.26,100.86,97.96,99.41
2016-01-22,99.32,99.075,,100.265,100.87,97.95,99.4
2016-01-25,99.34,99.08,,100.275,100.87,97.97,99.41
2016-01-26,99.32,99.11,,100.28,100.85,97.98,99.4
2016-01-27,99.33,99.1,,100.27,100.81,97.92,99.41
2016-01-28,99.335,99.13,,100.27,100.81,97.89,99.41
2016-01-29,99.33,99.185,,100.31,100.84,97.92,99.44
2016-02-01,99.33,99.15,,100.3,100.81,97.91,99.43
2016-02-02,99.355,99.215,,100.305,100.81,97.9,99.44
2016-02-03,99.335,99.24,,100.315,100.83,97.93,99.44
2016-02-04,99.33,99.24,,100.305,100.8,97.89,99.43
2016-02-05,99.34,99.205,,100.305,100.8,97.89,99.42
2016-02-08,99.36,99.255,,100.265,100.82,97.87,99.41
2016-02-09,99.345,99.25,,100.275,100.86,97.92,99.42
2016-02-10,99.32,99.26,,100.285,100.84,97.9,99.41
2016-02-11,99.325,99.315,,100.29,100.9,97.91,99.47
2016-02-12,99.265,99.255,,100.275,100.86,97.89,99.43
2016-02-15,,,,100.285,100.87,97.87,99.42
2016-02-16,99.245,99.25,,100.285,100.87,97.87,99.42
2016-02-17,99.245,99.22,,100.29,100.86,97.87,99.4
2016-02-18,99.265,99.235,,100.3,100.87,97.88,99.41
2016-02-19,99.25,99.205,,100.31,100.87,97.91,99.4
2016-02-22,99.245,99.2,,100.295,100.89,97.89,99.39
2016-02-23,99.22,99.21,,100.285,100.91,97.89,99.39
2016-02-24,99.205,99.22,,100.275,100.93,97.9,99.41
2016-02-25,99.19,99.25,,100.29,100.93,97.91,99.41
2016-02-26,99.18,99.165,,100.305,100.91,97.94,99.4
2016-02-29,99.18,99.165,,100.32,100.92,97.91,99.4
2016-03-01,99.16,99.12,,100.305,100.9,97.91,99.41
