,FUT_CUR_GEN_TICKER,LAST_PRICE,PX_HIGH,PX_LAST,PX_LOW,Match_id,FUT_ROLL_DT,SETTLE_DT
1990-08-02,YEU90,92.18,92.19,92.18,92.16,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-03,YEU90,92.14,92.16,92.14,92.12,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-06,YEU90,92.09,92.13,92.09,92.06,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-07,YEU90,92.05,92.05,92.05,92.02,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-08,YEU90,92.09,92.09,92.09,92.05,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-09,YEU90,92.05,92.07,92.05,92.05,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-10,YEU90,92.05,92.07,92.05,92.05,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-13,YEU90,92.04,92.05,92.04,92.0,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-14,YEU90,92.0,92.04,92.0,92.0,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-15,YEU90,92.03,92.04,92.03,92.0,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-16,YEU90,92.0,92.02,92.0,92.0,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-17,YEU90,91.92,91.98,91.92,91.89,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-20,YEU90,91.88,91.9,91.88,91.83,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-21,YEU90,91.8,91.88,91.8,91.78,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-22,YEU90,91.8,91.8,91.8,91.74,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-23,YEU90,91.76,91.77,91.76,91.74,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-24,YEU90,91.73,91.76,91.73,91.73,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-27,YEU90,91.68,91.69,91.68,91.66,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-28,YEU90,91.69,91.73,91.69,91.68,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-29,YEU90,91.59,91.64,91.59,91.58,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-30,YEU90,91.69,91.69,91.69,91.61,YEU90 Comdty,1990-09-01,2016-03-16
1990-08-31,YEU90,91.7,91.72,91.7,91.68,YEU90 Comdty,1990-09-01,2016-03-16
1990-09-03,YEU90,91.69,91.71,91.69,91.68,YEU90 Comdty,1990-09-01,2016-03-16
1990-09-04,YEU90,91.64,91.66,91.64,91.63,YEU90 Comdty,1990-09-01,2016-03-16
1990-09-05,YEU90,91.58,91.63,91.58,91.58,YEU90 Comdty,1990-09-01,2016-03-16
1990-09-06,YEU90,91.52,91.55,91.52,91.51,YEU90 Comdty,1990-09-01,2016-03-16
1990-09-07,YEU90,91.54,91.54,91.54,91.52,YEU90 Comdty,1990-09-01,2016-03-16
1990-09-10,YEU90,91.51,91.55,91.51,91.51,YEU90 Comdty,1990-09-01,2016-03-16
1990-09-11,YEU90,91.45,91.48,91.45,91.45,YEU90 Comdty,1990-09-01,2016-03-16
1990-09-12,YEU90,91.45,91.46,91.45,91.41,YEU90 Comdty,1990-09-01,2016-03-16
1990-09-13,YEU90,91.48,91.49,91.48,91.48,YEU90 Comdty,1990-09-01,2016-03-16
1990-09-14,YEU90,91.52,91.53,91.52,91.49,YEU90 Comdty,1990-09-01,2016-03-16
1990-09-17,YEU90,91.59,91.6,91.59,91.54,YEU90 Comdty,1990-09-01,2016-03-16
1990-09-18,YEZ90,91.23,91.28,91.23,91.22,YEZ90 Comdty,1990-12-17,2016-03-16
1990-09-19,YEZ90,91.27,91.27,91.27,91.22,YEZ90 Comdty,1990-12-17,2016-03-16
1990-09-20,YEZ90,91.26,91.28,91.26,91.25,YEZ90 Comdty,1990-12-17,2016-03-16
1990-09-21,YEZ90,91.24,91.24,91.24,91.2,YEZ90 Comdty,1990-12-17,2016-03-16
1990-09-25,YEZ90,91.2,91.21,91.2,91.17,YEZ90 Comdty,1990-12-17,2016-03-16
1990-09-26,YEZ90,91.2,91.24,91.2,91.19,YEZ90 Comdty,1990-12-17,2016-03-16
1990-09-27,YEZ90,91.19,91.22,91.19,91.18,YEZ90 Comdty,1990-12-17,2016-03-16
1990-09-28,YEZ90,91.25,91.26,91.25,91.19,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-01,YEZ90,91.45,91.45,91.45,91.27,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-02,YEZ90,91.57,91.59,91.57,91.47,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-03,YEZ90,91.48,91.56,91.48,91.48,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-04,YEZ90,91.54,91.57,91.54,91.47,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-05,YEZ90,91.6,91.68,91.6,91.58,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-08,YEZ90,91.77,91.77,91.77,91.65,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-09,YEZ90,91.73,91.83,91.73,91.72,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-11,YEZ90,91.6,91.66,91.6,91.6,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-12,YEZ90,91.62,91.63,91.62,91.54,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-15,YEZ90,91.61,91.67,91.61,91.61,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-16,YEZ90,91.62,91.64,91.62,91.6,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-17,YEZ90,91.71,91.74,91.71,91.68,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-18,YEZ90,91.73,91.86,91.73,91.71,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-19,YEZ90,91.74,91.79,91.74,91.72,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-22,YEZ90,91.73,91.75,91.73,91.71,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-23,YEZ90,91.78,91.79,91.78,91.74,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-24,YEZ90,91.74,91.77,91.74,91.73,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-25,YEZ90,91.74,91.78,91.74,91.74,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-26,YEZ90,91.72,91.73,91.72,91.71,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-29,YEZ90,91.75,91.75,91.75,91.72,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-30,YEZ90,91.72,91.75,91.72,91.72,YEZ90 Comdty,1990-12-17,2016-03-16
1990-10-31,YEZ90,91.72,91.74,91.72,91.71,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-01,YEZ90,91.69,91.7,91.69,91.68,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-02,YEZ90,91.71,91.72,91.71,91.68,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-05,YEZ90,91.71,91.73,91.71,91.71,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-06,YEZ90,91.7,91.73,91.7,91.69,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-07,YEZ90,91.67,91.69,91.67,91.66,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-08,YEZ90,91.63,91.65,91.63,91.63,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-09,YEZ90,91.6,91.62,91.6,91.58,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-13,YEZ90,91.59,91.61,91.59,91.58,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-14,YEZ90,91.57,91.58,91.57,91.56,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-15,YEZ90,91.57,91.58,91.57,91.56,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-16,YEZ90,91.6,91.6,91.6,91.57,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-19,YEZ90,91.61,91.62,91.61,91.6,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-20,YEZ90,91.59,91.61,91.59,91.58,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-21,YEZ90,91.6,91.6,91.6,91.58,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-22,YEZ90,91.6,91.6,91.6,91.59,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-26,YEZ90,91.61,91.62,91.61,91.59,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-27,YEZ90,91.6,91.61,91.6,91.59,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-28,YEZ90,91.56,91.6,91.56,91.56,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-29,YEZ90,91.56,91.57,91.56,91.53,YEZ90 Comdty,1990-12-17,2016-03-16
1990-11-30,YEZ90,91.57,91.58,91.57,91.56,YEZ90 Comdty,1990-12-17,2016-03-16
1990-12-03,YEZ90,91.57,91.6,91.57,91.57,YEZ90 Comdty,1990-12-17,2016-03-16
1990-12-04,YEZ90,91.57,91.59,91.57,91.57,YEZ90 Comdty,1990-12-17,2016-03-16
1990-12-05,YEZ90,91.61,91.61,91.61,91.59,YEZ90 Comdty,1990-12-17,2016-03-16
1990-12-06,YEZ90,91.6,91.62,91.6,91.6,YEZ90 Comdty,1990-12-17,2016-03-16
1990-12-07,YEZ90,91.63,91.69,91.63,91.62,YEZ90 Comdty,1990-12-17,2016-03-16
1990-12-10,YEZ90,91.71,91.71,91.71,91.68,YEZ90 Comdty,1990-12-17,2016-03-16
1990-12-11,YEZ90,91.75,91.75,91.75,91.71,YEZ90 Comdty,1990-12-17,2016-03-16
1990-12-12,YEZ90,91.79,91.8,91.79,91.75,YEZ90 Comdty,1990-12-17,2016-03-16
1990-12-13,YEZ90,91.79,91.81,91.79,91.79,YEZ90 Comdty,1990-12-17,2016-03-16
1990-12-14,YEZ90,91.77,91.79,91.77,91.77,YEZ90 Comdty,1990-12-17,2016-03-16
1990-12-17,YEZ90,91.8,91.79,91.8,91.75,YEZ90 Comdty,1990-12-17,2016-03-16
1990-12-18,YEH91,92.49,92.58,92.49,92.37,YEH91 Comdty,1991-03-15,2016-03-16
1990-12-19,YEH91,92.49,92.49,92.49,92.49,YEH91 Comdty,1991-03-15,2016-03-16
1990-12-20,YEH91,92.37,92.46,92.37,92.36,YEH91 Comdty,1991-03-15,2016-03-16
1990-12-21,YEH91,92.36,92.39,92.36,92.32,YEH91 Comdty,1991-03-15,2016-03-16
1990-12-25,YEH91,92.33,92.33,92.33,92.3,YEH91 Comdty,1991-03-15,2016-03-16
1990-12-26,YEH91,92.39,92.39,92.39,92.33,YEH91 Comdty,1991-03-15,2016-03-16
1990-12-27,YEH91,92.46,92.46,92.46,92.34,YEH91 Comdty,1991-03-15,2016-03-16
1990-12-28,YEH91,92.44,92.5,92.44,92.38,YEH91 Comdty,1991-03-15,2016-03-16
1990-12-31,YEH91,92.44,92.48,92.44,92.44,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-04,YEH91,92.6,92.61,92.6,92.5,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-07,YEH91,92.5,92.57,92.5,92.49,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-08,YEH91,92.36,92.46,92.36,92.34,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-09,YEH91,92.3,92.38,92.3,92.27,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-10,YEH91,92.3,92.3,92.3,92.2,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-11,YEH91,92.28,92.35,92.28,92.26,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-14,YEH91,92.22,92.24,92.22,92.17,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-16,YEH91,92.12,92.15,92.12,92.08,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-17,YEH91,92.27,92.3,92.27,91.97,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-18,YEH91,92.26,92.36,92.26,92.14,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-21,YEH91,92.2,92.24,92.2,92.2,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-22,YEH91,92.16,92.25,92.16,92.16,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-23,YEH91,92.12,92.15,92.12,92.12,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-24,YEH91,92.04,92.13,92.04,92.02,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-25,YEH91,92.04,92.05,92.04,92.01,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-28,YEH91,92.0,92.02,92.0,91.99,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-29,YEH91,91.93,92.0,91.93,91.9,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-30,YEH91,91.96,91.96,91.96,91.94,YEH91 Comdty,1991-03-15,2016-03-16
1991-01-31,YEH91,91.94,91.97,91.94,91.93,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-01,YEH91,91.89,91.9,91.89,91.87,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-04,YEH91,91.93,91.94,91.93,91.91,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-05,YEH91,92.05,92.05,92.05,91.96,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-06,YEH91,92.1,92.14,92.1,92.08,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-07,YEH91,92.07,92.15,92.07,92.05,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-08,YEH91,92.13,92.14,92.13,92.06,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-12,YEH91,92.14,92.16,92.14,92.09,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-13,YEH91,92.34,92.36,92.34,92.25,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-14,YEH91,92.38,92.41,92.38,92.34,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-15,YEH91,92.34,92.37,92.34,92.31,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-18,YEH91,92.32,92.4,92.32,92.32,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-19,YEH91,92.24,92.3,92.24,92.21,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-20,YEH91,92.2,92.2,92.2,92.14,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-21,YEH91,92.17,92.18,92.17,92.16,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-22,YEH91,92.18,92.18,92.18,92.16,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-25,YEH91,92.13,92.15,92.13,92.12,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-26,YEH91,92.07,92.12,92.07,92.07,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-27,YEH91,92.03,92.05,92.03,91.99,YEH91 Comdty,1991-03-15,2016-03-16
1991-02-28,YEH91,92.03,92.05,92.03,92.0,YEH91 Comdty,1991-03-15,2016-03-16
1991-03-01,YEH91,91.94,92.0,91.94,91.93,YEH91 Comdty,1991-03-15,2016-03-16
1991-03-04,YEH91,91.97,91.98,91.97,91.91,YEH91 Comdty,1991-03-15,2016-03-16
1991-03-05,YEH91,91.94,91.98,91.94,91.9,YEH91 Comdty,1991-03-15,2016-03-16
1991-03-06,YEH91,91.9,91.92,91.9,91.9,YEH91 Comdty,1991-03-15,2016-03-16
1991-03-07,YEH91,91.91,91.93,91.91,91.9,YEH91 Comdty,1991-03-15,2016-03-16
1991-03-08,YEH91,91.94,91.94,91.94,91.91,YEH91 Comdty,1991-03-15,2016-03-16
1991-03-11,YEH91,91.92,91.95,91.92,91.91,YEH91 Comdty,1991-03-15,2016-03-16
1991-03-12,YEH91,91.92,91.93,91.92,91.91,YEH91 Comdty,1991-03-15,2016-03-16
1991-03-13,YEH91,91.89,91.93,91.89,91.89,YEH91 Comdty,1991-03-15,2016-03-16
1991-03-14,YEH91,91.86,91.89,91.86,91.84,YEH91 Comdty,1991-03-15,2016-03-16
1991-03-15,YEH91,91.81,91.83,91.81,91.77,YEH91 Comdty,1991-03-15,2016-03-16
1991-03-18,YEH91,91.74,91.77,91.74,91.75,YEH91 Comdty,1991-03-15,2016-03-16
1991-03-19,YEM91,92.67,92.76,92.67,92.66,YEM91 Comdty,1991-06-14,2016-03-16
1991-03-20,YEM91,92.63,92.67,92.63,92.61,YEM91 Comdty,1991-06-14,2016-03-16
1991-03-22,YEM91,92.7,92.68,92.7,92.68,YEM91 Comdty,1991-06-14,2016-03-16
1991-03-25,YEM91,92.68,92.72,92.68,92.68,YEM91 Comdty,1991-06-14,2016-03-16
1991-03-26,YEM91,92.71,92.72,92.71,92.66,YEM91 Comdty,1991-06-14,2016-03-16
1991-03-27,YEM91,92.69,92.73,92.69,92.68,YEM91 Comdty,1991-06-14,2016-03-16
1991-03-28,YEM91,92.65,92.69,92.65,92.63,YEM91 Comdty,1991-06-14,2016-03-16
1991-03-29,YEM91,92.67,92.68,92.67,92.62,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-01,YEM91,92.64,92.67,92.64,92.61,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-02,YEM91,92.59,92.67,92.59,92.53,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-03,YEM91,92.65,92.66,92.65,92.6,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-04,YEM91,92.62,92.66,92.62,92.61,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-05,YEM91,92.61,92.65,92.61,92.6,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-08,YEM91,92.5,92.58,92.5,92.5,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-09,YEM91,92.47,92.52,92.47,92.44,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-10,YEM91,92.44,92.5,92.44,92.41,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-11,YEM91,92.38,92.43,92.38,92.38,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-12,YEM91,92.44,92.46,92.44,92.39,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-15,YEM91,92.46,92.47,92.46,92.44,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-16,YEM91,92.47,92.48,92.47,92.42,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-17,YEM91,92.43,92.46,92.43,92.43,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-18,YEM91,92.43,92.45,92.43,92.42,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-19,YEM91,92.34,92.41,92.34,92.32,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-22,YEM91,92.3,92.31,92.3,92.26,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-23,YEM91,92.32,92.32,92.32,92.29,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-24,YEM91,92.28,92.35,92.28,92.27,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-25,YEM91,92.28,92.28,92.28,92.25,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-26,YEM91,92.28,92.31,92.28,92.27,YEM91 Comdty,1991-06-14,2016-03-16
1991-04-30,YEM91,92.27,92.3,92.27,92.26,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-01,YEM91,92.39,92.4,92.39,92.34,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-02,YEM91,92.37,92.4,92.37,92.36,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-07,YEM91,92.32,92.37,92.32,92.32,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-08,YEM91,92.32,92.33,92.32,92.3,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-09,YEM91,92.36,92.37,92.36,92.29,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-10,YEM91,92.41,92.42,92.41,92.36,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-13,YEM91,92.43,92.45,92.43,92.4,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-14,YEM91,92.42,92.46,92.42,92.4,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-15,YEM91,92.41,92.42,92.41,92.39,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-16,YEM91,92.41,92.42,92.41,92.4,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-17,YEM91,92.41,92.43,92.41,92.41,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-20,YEM91,92.41,92.42,92.41,92.4,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-21,YEM91,92.39,92.41,92.39,92.39,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-22,YEM91,92.37,92.4,92.37,92.35,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-23,YEM91,92.36,92.37,92.36,92.34,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-24,YEM91,92.34,92.36,92.34,92.33,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-27,YEM91,92.36,92.36,92.36,92.33,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-28,YEM91,92.38,92.39,92.38,92.35,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-29,YEM91,92.37,92.38,92.37,92.36,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-30,YEM91,92.4,92.4,92.4,92.36,YEM91 Comdty,1991-06-14,2016-03-16
1991-05-31,YEM91,92.44,92.44,92.44,92.39,YEM91 Comdty,1991-06-14,2016-03-16
1991-06-03,YEM91,92.38,92.43,92.38,92.38,YEM91 Comdty,1991-06-14,2016-03-16
1991-06-04,YEM91,92.38,92.4,92.38,92.36,YEM91 Comdty,1991-06-14,2016-03-16
1991-06-05,YEM91,92.37,92.38,92.37,92.36,YEM91 Comdty,1991-06-14,2016-03-16
1991-06-06,YEM91,92.38,92.38,92.38,92.36,YEM91 Comdty,1991-06-14,2016-03-16
1991-06-07,YEM91,92.36,92.38,92.36,92.35,YEM91 Comdty,1991-06-14,2016-03-16
1991-06-10,YEM91,92.31,92.34,92.31,92.31,YEM91 Comdty,1991-06-14,2016-03-16
1991-06-11,YEM91,92.25,92.29,92.25,92.25,YEM91 Comdty,1991-06-14,2016-03-16
1991-06-12,YEM91,92.2,92.25,92.2,92.19,YEM91 Comdty,1991-06-14,2016-03-16
1991-06-13,YEM91,92.23,92.24,92.23,92.17,YEM91 Comdty,1991-06-14,2016-03-16
1991-06-14,YEM91,92.21,92.24,92.21,92.2,YEM91 Comdty,1991-06-14,2016-03-16
1991-06-17,YEM91,92.19,92.2,92.19,92.19,YEM91 Comdty,1991-06-14,2016-03-16
1991-06-18,YEU91,92.58,92.6,92.58,92.56,YEU91 Comdty,1991-09-11,2016-03-16
1991-06-19,YEU91,92.53,92.58,92.53,92.53,YEU91 Comdty,1991-09-11,2016-03-16
1991-06-20,YEU91,92.61,92.62,92.61,92.54,YEU91 Comdty,1991-09-11,2016-03-16
1991-06-21,YEU91,92.61,92.65,92.61,92.59,YEU91 Comdty,1991-09-11,2016-03-16
1991-06-24,YEU91,92.55,92.58,92.55,92.53,YEU91 Comdty,1991-09-11,2016-03-16
1991-06-25,YEU91,92.57,92.57,92.57,92.52,YEU91 Comdty,1991-09-11,2016-03-16
1991-06-26,YEU91,92.51,92.59,92.51,92.51,YEU91 Comdty,1991-09-11,2016-03-16
1991-06-27,YEU91,92.5,92.51,92.5,92.46,YEU91 Comdty,1991-09-11,2016-03-16
1991-06-28,YEU91,92.51,92.55,92.51,92.49,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-01,YEU91,92.64,92.7,92.64,92.6,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-02,YEU91,92.59,92.61,92.59,92.58,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-03,YEU91,92.55,92.58,92.55,92.55,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-04,YEU91,92.61,92.62,92.61,92.54,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-05,YEU91,92.63,92.63,92.63,92.59,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-08,YEU91,92.67,92.67,92.67,92.63,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-09,YEU91,92.67,92.72,92.67,92.66,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-10,YEU91,92.65,92.69,92.65,92.65,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-11,YEU91,92.64,92.66,92.64,92.63,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-12,YEU91,92.63,92.64,92.63,92.61,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-15,YEU91,92.66,92.66,92.66,92.63,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-16,YEU91,92.65,92.67,92.65,92.63,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-17,YEU91,92.64,92.65,92.64,92.64,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-18,YEU91,92.63,92.65,92.63,92.63,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-19,YEU91,92.66,92.66,92.66,92.62,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-22,YEU91,92.69,92.7,92.69,92.66,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-23,YEU91,92.73,92.75,92.73,92.69,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-24,YEU91,92.87,92.88,92.87,92.77,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-25,YEU91,92.81,92.88,92.81,92.79,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-26,YEU91,92.85,92.86,92.85,92.77,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-29,YEU91,92.85,92.87,92.85,92.82,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-30,YEU91,92.81,92.83,92.81,92.8,YEU91 Comdty,1991-09-11,2016-03-16
1991-07-31,YEU91,92.79,92.81,92.79,92.77,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-01,YEU91,92.79,92.82,92.79,92.79,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-02,YEU91,92.81,92.82,92.81,92.79,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-05,YEU91,92.82,92.84,92.82,92.81,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-06,YEU91,92.79,92.83,92.79,92.77,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-07,YEU91,92.77,92.82,92.77,92.77,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-08,YEU91,92.78,92.78,92.78,92.76,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-09,YEU91,92.79,92.8,92.79,92.75,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-12,YEU91,92.79,92.79,92.79,92.76,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-13,YEU91,92.81,92.82,92.81,92.79,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-14,YEU91,92.84,92.85,92.84,92.81,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-15,YEU91,92.84,92.87,92.84,92.83,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-16,YEU91,92.92,92.92,92.92,92.86,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-19,YEU91,92.96,92.96,92.96,92.87,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-20,YEU91,92.96,92.99,92.96,92.96,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-21,YEU91,92.96,92.98,92.96,92.93,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-22,YEU91,92.9,92.95,92.9,92.88,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-23,YEU91,92.94,92.95,92.94,92.89,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-26,YEU91,92.89,92.93,92.89,92.89,YEU91 Comdty,1991-09-11,2016-03-16
1991-08-27,YEU91,92.88,92.89,92.88,92.85,YEU91 Comdty,1991-09-11,2016-03-16
