,FUT_CUR_GEN_TICKER,LAST_PRICE,PX_HIGH,PX_LAST,PX_LOW,Match_id,FUT_ROLL_DT,SETTLE_DT
1996-10-10,YEZ96,99.41,99.42,99.41,99.41,YEZ96 Comdty,1996-12-13,2016-03-16
1996-10-11,YEZ96,99.42,99.42,99.42,99.41,YEZ96 Comdty,1996-12-13,2016-03-16
1996-10-14,YEZ96,99.4,99.42,99.4,99.4,YEZ96 Comdty,1996-12-13,2016-03-16
1996-10-15,YEZ96,99.41,99.42,99.41,99.4,YEZ96 Comdty,1996-12-13,2016-03-16
1996-10-16,YEZ96,99.4,99.42,99.4,99.4,YEZ96 Comdty,1996-12-13,2016-03-16
1996-10-17,YEZ96,99.4,99.41,99.4,99.4,YEZ96 Comdty,1996-12-13,2016-03-16
1996-10-18,YEZ96,99.41,99.42,99.41,99.41,YEZ96 Comdty,1996-12-13,2016-03-16
1996-10-21,YEZ96,99.43,99.44,99.43,99.41,YEZ96 Comdty,1996-12-13,2016-03-16
1996-10-22,YEZ96,99.44,99.45,99.44,99.43,YEZ96 Comdty,1996-12-13,2016-03-16
1996-10-23,YEZ96,99.43,99.46,99.43,99.43,YEZ96 Comdty,1996-12-13,2016-03-16
1996-10-24,YEZ96,99.44,99.45,99.44,99.43,YEZ96 Comdty,1996-12-13,2016-03-16
1996-10-25,YEZ96,99.44,99.45,99.44,99.44,YEZ96 Comdty,1996-12-13,2016-03-16
1996-10-28,YEZ96,99.45,99.46,99.45,99.44,YEZ96 Comdty,1996-12-13,2016-03-16
1996-10-29,YEZ96,99.45,99.45,99.45,99.44,YEZ96 Comdty,1996-12-13,2016-03-16
1996-10-30,YEZ96,99.46,99.46,99.46,99.44,YEZ96 Comdty,1996-12-13,2016-03-16
1996-10-31,YEZ96,99.45,99.46,99.45,99.44,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-01,YEZ96,99.45,99.45,99.45,99.44,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-04,YEZ96,99.45,99.45,99.45,99.44,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-05,YEZ96,99.45,99.45,99.45,99.43,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-06,YEZ96,99.44,99.45,99.44,99.44,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-07,YEZ96,99.44,99.45,99.44,99.42,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-08,YEZ96,99.43,99.44,99.43,99.41,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-11,YEZ96,99.43,99.44,99.43,99.42,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-12,YEZ96,99.43,99.43,99.43,99.42,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-13,YEZ96,99.45,99.45,99.45,99.43,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-14,YEZ96,99.45,99.45,99.45,99.44,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-15,YEZ96,99.45,99.45,99.45,99.43,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-18,YEZ96,99.45,99.45,99.45,99.44,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-19,YEZ96,99.46,99.46,99.46,99.44,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-20,YEZ96,99.44,99.45,99.44,99.44,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-21,YEZ96,99.45,99.46,99.45,99.45,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-22,YEZ96,99.45,99.46,99.45,99.44,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-25,YEZ96,99.44,99.45,99.44,99.44,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-26,YEZ96,99.44,99.46,99.44,99.44,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-27,YEZ96,99.46,99.47,99.46,99.45,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-28,YEZ96,99.47,99.48,99.47,99.45,YEZ96 Comdty,1996-12-13,2016-03-16
1996-11-29,YEZ96,99.48,99.48,99.48,99.47,YEZ96 Comdty,1996-12-13,2016-03-16
1996-12-02,YEZ96,99.48,99.49,99.48,99.47,YEZ96 Comdty,1996-12-13,2016-03-16
1996-12-03,YEZ96,99.48,99.48,99.48,99.48,YEZ96 Comdty,1996-12-13,2016-03-16
1996-12-04,YEZ96,99.48,99.49,99.48,99.48,YEZ96 Comdty,1996-12-13,2016-03-16
1996-12-05,YEZ96,99.47,99.48,99.47,99.47,YEZ96 Comdty,1996-12-13,2016-03-16
1996-12-06,YEZ96,99.47,99.48,99.47,99.47,YEZ96 Comdty,1996-12-13,2016-03-16
1996-12-09,YEZ96,99.48,99.49,99.48,99.47,YEZ96 Comdty,1996-12-13,2016-03-16
1996-12-10,YEZ96,99.48,99.49,99.48,99.48,YEZ96 Comdty,1996-12-13,2016-03-16
1996-12-11,YEZ96,99.49,99.49,99.49,99.48,YEZ96 Comdty,1996-12-13,2016-03-16
1996-12-12,YEZ96,99.49,99.49,99.49,99.48,YEZ96 Comdty,1996-12-13,2016-03-16
1996-12-13,YEZ96,99.48,99.49,99.48,99.48,YEZ96 Comdty,1996-12-13,2016-03-16
1996-12-16,YEZ96,99.48,99.49,99.48,99.48,YEZ96 Comdty,1996-12-13,2016-03-16
1996-12-17,YEH97,99.47,99.47,99.47,99.46,YEH97 Comdty,1997-03-03,2016-03-16
1996-12-18,YEH97,99.46,99.47,99.46,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1996-12-19,YEH97,99.46,99.47,99.46,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1996-12-20,YEH97,99.46,99.47,99.46,99.46,YEH97 Comdty,1997-03-03,2016-03-16
1996-12-25,YEH97,99.46,99.46,99.46,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1996-12-26,YEH97,99.46,99.47,99.46,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1996-12-27,YEH97,99.46,99.47,99.46,99.46,YEH97 Comdty,1997-03-03,2016-03-16
1996-12-30,YEH97,99.47,99.47,99.47,99.46,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-06,YEH97,99.45,99.46,99.45,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-07,YEH97,99.46,99.47,99.46,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-08,YEH97,99.47,99.47,99.47,99.46,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-09,YEH97,99.46,99.47,99.46,99.46,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-10,YEH97,99.48,99.48,99.48,99.46,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-13,YEH97,99.48,99.5,99.48,99.48,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-14,YEH97,99.48,99.49,99.48,99.48,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-16,YEH97,99.48,99.48,99.48,99.47,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-17,YEH97,99.47,99.48,99.47,99.46,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-20,YEH97,99.47,99.48,99.47,99.46,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-21,YEH97,99.47,99.48,99.47,99.47,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-22,YEH97,99.46,99.47,99.46,99.46,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-23,YEH97,99.47,99.47,99.47,99.46,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-24,YEH97,99.47,99.47,99.47,99.46,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-27,YEH97,99.47,99.47,99.47,99.46,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-28,YEH97,99.47,99.47,99.47,99.46,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-29,YEH97,99.46,99.47,99.46,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-30,YEH97,99.45,99.46,99.45,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1997-01-31,YEH97,99.46,99.46,99.46,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-03,YEH97,99.45,99.47,99.45,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-04,YEH97,99.45,99.47,99.45,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-05,YEH97,99.45,99.46,99.45,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-06,YEH97,99.46,99.46,99.46,99.46,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-07,YEH97,99.47,99.47,99.47,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-10,YEH97,99.46,99.46,99.46,99.46,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-12,YEH97,99.46,99.46,99.46,99.46,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-13,YEH97,99.46,99.46,99.46,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-14,YEH97,99.45,99.46,99.45,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-17,YEH97,99.45,99.46,99.45,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-18,YEH97,99.45,99.46,99.45,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-19,YEH97,99.46,99.46,99.46,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-20,YEH97,99.45,99.46,99.45,99.44,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-21,YEH97,99.44,99.45,99.44,99.44,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-24,YEH97,99.45,99.45,99.45,99.44,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-25,YEH97,99.44,99.45,99.44,99.44,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-26,YEH97,99.45,99.45,99.45,99.44,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-27,YEH97,99.44,99.45,99.44,99.44,YEH97 Comdty,1997-03-03,2016-03-16
1997-02-28,YEH97,99.44,99.45,99.44,99.44,YEH97 Comdty,1997-03-03,2016-03-16
1997-03-03,YEH97,99.44,99.45,99.44,99.44,YEH97 Comdty,1997-03-03,2016-03-16
1997-03-04,YEH97,99.45,99.45,99.45,99.44,YEH97 Comdty,1997-03-03,2016-03-16
1997-03-05,YEH97,99.44,99.45,99.44,99.44,YEH97 Comdty,1997-03-03,2016-03-16
1997-03-06,YEH97,99.45,99.45,99.45,99.44,YEH97 Comdty,1997-03-03,2016-03-16
1997-03-07,YEH97,99.45,99.45,99.45,99.45,YEH97 Comdty,1997-03-03,2016-03-16
1997-03-10,YEH97,99.45,99.45,99.45,99.44,YEH97 Comdty,1997-03-03,2016-03-16
1997-03-11,YEH97,99.45,99.45,99.45,99.44,YEH97 Comdty,1997-03-03,2016-03-16
1997-03-12,YEH97,99.45,99.45,99.45,99.44,YEH97 Comdty,1997-03-03,2016-03-16
1997-03-13,YEH97,99.45,99.45,99.45,99.44,YEH97 Comdty,1997-03-03,2016-03-16
1997-03-14,YEH97,99.44,99.45,99.44,99.44,YEH97 Comdty,1997-03-03,2016-03-16
1997-03-17,YEH97,99.43,99.43,99.43,99.42,YEH97 Comdty,1997-03-03,2016-03-16
1997-03-18,YEM97,99.35,99.41,99.35,99.35,YEM97 Comdty,1997-06-02,2016-03-16
1997-03-19,YEM97,99.35,99.37,99.35,99.34,YEM97 Comdty,1997-06-02,2016-03-16
1997-03-21,YEM97,99.26,99.33,99.26,99.26,YEM97 Comdty,1997-06-02,2016-03-16
1997-03-24,YEM97,99.28,99.29,99.28,99.2,YEM97 Comdty,1997-06-02,2016-03-16
1997-03-25,YEM97,99.28,99.3,99.28,99.25,YEM97 Comdty,1997-06-02,2016-03-16
1997-03-26,YEM97,99.35,99.36,99.35,99.28,YEM97 Comdty,1997-06-02,2016-03-16
1997-03-27,YEM97,99.35,99.37,99.35,99.33,YEM97 Comdty,1997-06-02,2016-03-16
1997-03-28,YEM97,99.36,99.37,99.36,99.35,YEM97 Comdty,1997-06-02,2016-03-16
1997-03-31,YEM97,99.37,99.37,99.37,99.35,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-01,YEM97,99.36,99.38,99.36,99.35,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-02,YEM97,99.39,99.39,99.39,99.3,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-03,YEM97,99.38,99.4,99.38,99.38,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-04,YEM97,99.4,99.4,99.4,99.39,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-07,YEM97,99.41,99.41,99.41,99.4,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-08,YEM97,99.39,99.4,99.39,99.39,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-09,YEM97,99.37,99.39,99.37,99.37,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-10,YEM97,99.37,99.38,99.37,99.36,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-11,YEM97,99.35,99.37,99.35,99.35,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-14,YEM97,99.35,99.36,99.35,99.34,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-15,YEM97,99.36,99.37,99.36,99.36,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-16,YEM97,99.38,99.4,99.38,99.37,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-17,YEM97,99.36,99.37,99.36,99.36,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-18,YEM97,99.37,99.37,99.37,99.36,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-21,YEM97,99.35,99.36,99.35,99.35,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-22,YEM97,99.37,99.37,99.37,99.36,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-23,YEM97,99.36,99.37,99.36,99.35,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-24,YEM97,99.36,99.36,99.36,99.35,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-25,YEM97,99.33,99.35,99.33,99.33,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-28,YEM97,99.34,99.36,99.34,99.32,YEM97 Comdty,1997-06-02,2016-03-16
1997-04-30,YEM97,99.34,99.35,99.34,99.34,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-01,YEM97,99.36,99.36,99.36,99.34,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-02,YEM97,99.35,99.36,99.35,99.35,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-06,YEM97,99.34,99.35,99.34,99.33,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-07,YEM97,99.33,99.34,99.33,99.32,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-08,YEM97,99.33,99.34,99.33,99.33,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-09,YEM97,99.31,99.32,99.31,99.25,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-12,YEM97,99.32,99.32,99.32,99.31,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-13,YEM97,99.34,99.34,99.34,99.31,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-14,YEM97,99.33,99.35,99.33,99.33,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-15,YEM97,99.35,99.35,99.35,99.33,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-16,YEM97,99.36,99.36,99.36,99.35,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-19,YEM97,99.37,99.37,99.37,99.36,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-20,YEM97,99.35,99.37,99.35,99.35,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-21,YEM97,99.35,99.38,99.35,99.33,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-22,YEM97,99.35,99.36,99.35,99.35,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-23,YEM97,99.37,99.37,99.37,99.35,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-26,YEM97,99.37,99.37,99.37,99.36,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-27,YEM97,99.37,99.37,99.37,99.36,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-28,YEM97,99.36,99.37,99.36,99.36,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-29,YEM97,99.38,99.38,99.38,99.34,YEM97 Comdty,1997-06-02,2016-03-16
1997-05-30,YEM97,99.38,99.38,99.38,99.37,YEM97 Comdty,1997-06-02,2016-03-16
1997-06-02,YEM97,99.36,99.38,99.36,99.36,YEM97 Comdty,1997-06-02,2016-03-16
1997-06-03,YEM97,99.36,99.37,99.36,99.36,YEM97 Comdty,1997-06-02,2016-03-16
1997-06-04,YEM97,99.37,99.38,99.37,99.36,YEM97 Comdty,1997-06-02,2016-03-16
1997-06-05,YEM97,99.37,99.38,99.37,99.36,YEM97 Comdty,1997-06-02,2016-03-16
1997-06-06,YEM97,99.37,99.39,99.37,99.37,YEM97 Comdty,1997-06-02,2016-03-16
1997-06-09,YEM97,99.38,99.38,99.38,99.37,YEM97 Comdty,1997-06-02,2016-03-16
1997-06-10,YEM97,99.38,99.39,99.38,99.37,YEM97 Comdty,1997-06-02,2016-03-16
1997-06-11,YEM97,99.39,99.39,99.39,99.38,YEM97 Comdty,1997-06-02,2016-03-16
1997-06-12,YEM97,99.38,99.39,99.38,99.38,YEM97 Comdty,1997-06-02,2016-03-16
1997-06-13,YEM97,99.39,99.39,99.39,99.38,YEM97 Comdty,1997-06-02,2016-03-16
1997-06-16,YEM97,99.37,99.39,99.37,99.38,YEM97 Comdty,1997-06-02,2016-03-16
1997-06-17,YEU97,99.33,99.33,99.33,99.31,YEU97 Comdty,1997-09-04,2016-03-16
1997-06-18,YEU97,99.31,99.33,99.31,99.3,YEU97 Comdty,1997-09-04,2016-03-16
1997-06-19,YEU97,99.31,99.32,99.31,99.31,YEU97 Comdty,1997-09-04,2016-03-16
1997-06-20,YEU97,99.29,99.31,99.29,99.29,YEU97 Comdty,1997-09-04,2016-03-16
1997-06-23,YEU97,99.3,99.31,99.3,99.29,YEU97 Comdty,1997-09-04,2016-03-16
1997-06-24,YEU97,99.32,99.33,99.32,99.3,YEU97 Comdty,1997-09-04,2016-03-16
1997-06-25,YEU97,99.26,99.32,99.26,99.25,YEU97 Comdty,1997-09-04,2016-03-16
1997-06-26,YEU97,99.27,99.28,99.27,99.26,YEU97 Comdty,1997-09-04,2016-03-16
1997-06-27,YEU97,99.29,99.3,99.29,99.26,YEU97 Comdty,1997-09-04,2016-03-16
1997-06-30,YEU97,99.31,99.31,99.31,99.29,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-01,YEU97,99.3,99.32,99.3,99.3,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-02,YEU97,99.3,99.32,99.3,99.3,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-03,YEU97,99.32,99.32,99.32,99.3,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-04,YEU97,99.33,99.34,99.33,99.32,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-07,YEU97,99.33,99.33,99.33,99.32,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-08,YEU97,99.31,99.32,99.31,99.31,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-09,YEU97,99.32,99.33,99.32,99.31,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-10,YEU97,99.33,99.33,99.33,99.32,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-11,YEU97,99.33,99.34,99.33,99.32,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-14,YEU97,99.32,99.33,99.32,99.32,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-15,YEU97,99.31,99.33,99.31,99.31,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-16,YEU97,99.32,99.33,99.32,99.31,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-17,YEU97,99.32,99.33,99.32,99.32,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-18,YEU97,99.32,99.32,99.32,99.31,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-22,YEU97,99.31,99.32,99.31,99.31,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-23,YEU97,99.32,99.33,99.32,99.31,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-24,YEU97,99.33,99.33,99.33,99.32,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-25,YEU97,99.33,99.34,99.33,99.33,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-28,YEU97,99.33,99.34,99.33,99.33,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-29,YEU97,99.33,99.34,99.33,99.33,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-30,YEU97,99.35,99.36,99.35,99.34,YEU97 Comdty,1997-09-04,2016-03-16
1997-07-31,YEU97,99.37,99.38,99.37,99.36,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-01,YEU97,99.37,99.38,99.37,99.37,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-04,YEU97,99.36,99.37,99.36,99.36,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-05,YEU97,99.37,99.38,99.37,99.37,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-06,YEU97,99.37,99.38,99.37,99.37,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-07,YEU97,99.39,99.39,99.39,99.37,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-08,YEU97,99.4,99.41,99.4,99.38,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-11,YEU97,99.41,99.41,99.41,99.4,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-12,YEU97,99.4,99.41,99.4,99.4,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-13,YEU97,99.41,99.41,99.41,99.39,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-14,YEU97,99.42,99.42,99.42,99.41,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-15,YEU97,99.41,99.42,99.41,99.41,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-18,YEU97,99.41,99.42,99.41,99.41,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-19,YEU97,99.42,99.43,99.42,99.41,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-20,YEU97,99.43,99.44,99.43,99.43,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-21,YEU97,99.43,99.44,99.43,99.43,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-22,YEU97,99.43,99.44,99.43,99.42,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-25,YEU97,99.43,99.44,99.43,99.43,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-26,YEU97,99.44,99.44,99.44,99.43,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-27,YEU97,99.42,99.43,99.42,99.42,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-28,YEU97,99.42,99.43,99.42,99.42,YEU97 Comdty,1997-09-04,2016-03-16
1997-08-29,YEU97,99.42,99.44,99.42,99.42,YEU97 Comdty,1997-09-04,2016-03-16
1997-09-01,YEU97,99.43,99.43,99.43,99.42,YEU97 Comdty,1997-09-04,2016-03-16
1997-09-02,YEU97,99.42,99.43,99.42,99.42,YEU97 Comdty,1997-09-04,2016-03-16
1997-09-03,YEU97,99.41,99.43,99.41,99.41,YEU97 Comdty,1997-09-04,2016-03-16
1997-09-04,YEU97,99.41,99.42,99.41,99.41,YEU97 Comdty,1997-09-04,2016-03-16
1997-09-05,YEU97,99.41,99.41,99.41,99.4,YEU97 Comdty,1997-09-04,2016-03-16
1997-09-08,YEU97,99.41,99.41,99.41,99.41,YEU97 Comdty,1997-09-04,2016-03-16
1997-09-09,YEU97,99.41,99.42,99.41,99.4,YEU97 Comdty,1997-09-04,2016-03-16
1997-09-10,YEU97,99.41,99.41,99.41,99.41,YEU97 Comdty,1997-09-04,2016-03-16
1997-09-11,YEU97,99.4,99.41,99.4,99.4,YEU97 Comdty,1997-09-04,2016-03-16
1997-09-12,YEU97,99.42,99.43,99.42,99.4,YEU97 Comdty,1997-09-04,2016-03-16
1997-09-16,YEZ97,99.42,99.43,99.42,99.42,YEZ97 Comdty,1997-12-10,2016-03-16
1997-09-17,YEZ97,99.43,99.43,99.43,99.42,YEZ97 Comdty,1997-12-10,2016-03-16
1997-09-18,YEZ97,99.42,99.43,99.42,99.42,YEZ97 Comdty,1997-12-10,2016-03-16
1997-09-19,YEZ97,99.42,99.43,99.42,99.41,YEZ97 Comdty,1997-12-10,2016-03-16
1997-09-22,YEZ97,99.44,99.44,99.44,99.41,YEZ97 Comdty,1997-12-10,2016-03-16
1997-09-24,YEZ97,99.42,99.43,99.42,99.42,YEZ97 Comdty,1997-12-10,2016-03-16
1997-09-25,YEZ97,99.43,99.43,99.43,99.42,YEZ97 Comdty,1997-12-10,2016-03-16
1997-09-26,YEZ97,99.43,99.43,99.43,99.42,YEZ97 Comdty,1997-12-10,2016-03-16
1997-09-29,YEZ97,99.43,99.43,99.43,99.42,YEZ97 Comdty,1997-12-10,2016-03-16
1997-09-30,YEZ97,99.43,99.44,99.43,99.42,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-01,YEZ97,99.46,99.46,99.46,99.43,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-02,YEZ97,99.46,99.47,99.46,99.45,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-03,YEZ97,99.47,99.47,99.47,99.46,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-06,YEZ97,99.47,99.47,99.47,99.46,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-07,YEZ97,99.47,99.48,99.47,99.47,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-08,YEZ97,99.47,99.48,99.47,99.46,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-09,YEZ97,99.44,99.46,99.44,99.44,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-13,YEZ97,99.45,99.45,99.45,99.43,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-14,YEZ97,99.45,99.46,99.45,99.45,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-15,YEZ97,99.46,99.46,99.46,99.44,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-16,YEZ97,99.45,99.46,99.45,99.45,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-17,YEZ97,99.47,99.47,99.47,99.44,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-20,YEZ97,99.47,99.47,99.47,99.46,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-21,YEZ97,99.46,99.47,99.46,99.46,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-22,YEZ97,99.46,99.47,99.46,99.46,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-23,YEZ97,99.46,99.47,99.46,99.46,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-24,YEZ97,99.47,99.48,99.47,99.46,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-27,YEZ97,99.47,99.48,99.47,99.47,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-28,YEZ97,99.49,99.49,99.49,99.47,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-29,YEZ97,99.49,99.49,99.49,99.48,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-30,YEZ97,99.49,99.5,99.49,99.48,YEZ97 Comdty,1997-12-10,2016-03-16
1997-10-31,YEZ97,99.49,99.5,99.49,99.48,YEZ97 Comdty,1997-12-10,2016-03-16
1997-11-04,YEZ97,99.49,99.49,99.49,99.48,YEZ97 Comdty,1997-12-10,2016-03-16
1997-11-05,YEZ97,99.49,99.49,99.49,99.48,YEZ97 Comdty,1997-12-10,2016-03-16
