,FUT_CUR_GEN_TICKER,LAST_PRICE,PX_HIGH,PX_LAST,PX_LOW,Match_id,SETTLE_DT,FUT_ROLL_DT
1999-06-09,ERM99,97.39,97.395,97.39,97.38,ERM99 Comdty,2016-03-15,1999-06-04
1999-06-10,ERM99,97.385,97.39,97.385,97.38,ERM99 Comdty,2016-03-15,1999-06-04
1999-06-11,ERM99,97.375,97.39,97.375,97.375,ERM99 Comdty,2016-03-15,1999-06-04
1999-06-14,ERM99,97.375,97.38,97.375,97.375,ERM99 Comdty,2016-03-15,1999-06-04
1999-06-15,ERU99,97.305,97.31,97.305,97.29,ERU99 Comdty,2016-03-15,1999-07-08
1999-06-16,ERU99,97.315,97.32,97.315,97.295,ERU99 Comdty,2016-03-15,1999-07-08
1999-06-17,ERU99,97.325,97.335,97.325,97.31,ERU99 Comdty,2016-03-15,1999-07-08
1999-06-18,ERU99,97.32,97.35,97.32,97.32,ERU99 Comdty,2016-03-15,1999-07-08
1999-06-21,ERU99,97.3,97.335,97.3,97.29,ERU99 Comdty,2016-03-15,1999-07-08
1999-06-22,ERU99,97.29,97.31,97.29,97.285,ERU99 Comdty,2016-03-15,1999-07-08
1999-06-23,ERU99,97.28,97.305,97.28,97.265,ERU99 Comdty,2016-03-15,1999-07-08
1999-06-24,ERU99,97.27,97.3,97.27,97.255,ERU99 Comdty,2016-03-15,1999-07-08
1999-06-25,ERU99,97.28,97.285,97.28,97.26,ERU99 Comdty,2016-03-15,1999-07-08
1999-06-28,ERU99,97.275,97.29,97.275,97.26,ERU99 Comdty,2016-03-15,1999-07-08
1999-06-29,ERU99,97.265,97.29,97.265,97.26,ERU99 Comdty,2016-03-15,1999-07-08
1999-06-30,ERU99,97.255,97.27,97.255,97.245,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-01,ERU99,97.25,97.31,97.25,97.225,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-02,ERU99,97.25,97.265,97.25,97.22,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-05,ERU99,97.27,97.275,97.27,97.25,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-06,ERU99,97.26,97.265,97.26,97.24,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-07,ERU99,97.26,97.265,97.26,97.25,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-08,ERU99,97.255,97.26,97.255,97.23,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-09,ERU99,97.26,97.27,97.26,97.25,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-12,ERU99,97.26,97.27,97.26,97.245,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-13,ERU99,97.275,97.28,97.275,97.255,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-14,ERU99,97.275,97.28,97.275,97.265,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-15,ERU99,97.21,97.29,97.21,97.2,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-16,ERU99,97.2,97.215,97.2,97.185,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-19,ERU99,97.185,97.22,97.185,97.175,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-20,ERU99,97.215,97.225,97.215,97.195,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-21,ERU99,97.24,97.25,97.24,97.225,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-22,ERU99,97.215,97.25,97.215,97.21,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-23,ERU99,97.215,97.22,97.215,97.205,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-26,ERU99,97.225,97.23,97.225,97.205,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-27,ERU99,97.225,97.24,97.225,97.205,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-28,ERU99,97.225,97.235,97.225,97.22,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-29,ERU99,97.205,97.235,97.205,97.19,ERU99 Comdty,2016-03-15,1999-07-08
1999-07-30,ERU99,97.21,97.22,97.21,97.195,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-02,ERU99,97.195,97.205,97.195,97.18,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-03,ERU99,97.19,97.195,97.19,97.175,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-04,ERU99,97.2,97.21,97.2,97.19,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-05,ERU99,97.195,97.205,97.195,97.185,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-06,ERU99,97.195,97.205,97.195,97.175,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-09,ERU99,97.17,97.19,97.17,97.16,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-10,ERU99,97.195,97.2,97.195,97.16,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-11,ERU99,97.2,97.23,97.2,97.195,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-12,ERU99,97.215,97.22,97.215,97.205,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-13,ERU99,97.22,97.225,97.22,97.205,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-16,ERU99,97.23,97.24,97.23,97.21,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-17,ERU99,97.245,97.245,97.245,97.22,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-18,ERU99,97.255,97.26,97.255,97.245,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-19,ERU99,97.255,97.26,97.255,97.245,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-20,ERU99,97.26,97.265,97.26,97.25,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-23,ERU99,97.26,97.275,97.26,97.255,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-24,ERU99,97.245,97.255,97.245,97.24,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-25,ERU99,97.26,97.265,97.26,97.25,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-26,ERU99,97.23,97.265,97.23,97.23,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-27,ERU99,97.245,97.255,97.245,97.21,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-30,ERU99,97.245,97.25,97.245,97.21,ERU99 Comdty,2016-03-15,1999-07-08
1999-08-31,ERU99,97.25,97.255,97.25,97.23,ERU99 Comdty,2016-03-15,1999-07-08
1999-09-01,ERU99,97.26,97.27,97.26,97.245,ERU99 Comdty,2016-03-15,1999-07-08
1999-09-02,ERU99,97.27,97.27,97.27,97.255,ERU99 Comdty,2016-03-15,1999-07-08
1999-09-03,ERU99,97.28,97.29,97.28,97.265,ERU99 Comdty,2016-03-15,1999-07-08
1999-09-06,ERU99,97.285,97.29,97.285,97.28,ERU99 Comdty,2016-03-15,1999-07-08
1999-09-07,ERU99,97.285,97.29,97.285,97.28,ERU99 Comdty,2016-03-15,1999-07-08
1999-09-08,ERU99,97.27,97.3,97.27,97.26,ERU99 Comdty,2016-03-15,1999-07-08
1999-09-09,ERU99,97.3,97.305,97.3,97.24,ERU99 Comdty,2016-03-15,1999-07-08
1999-09-10,ERU99,97.305,97.31,97.305,97.295,ERU99 Comdty,2016-03-15,1999-07-08
1999-09-13,ERU99,97.305,97.305,97.305,97.3,ERU99 Comdty,2016-03-15,1999-07-08
1999-09-14,ERZ99,96.79,96.79,96.79,96.77,ERZ99 Comdty,2016-03-15,1999-10-04
1999-09-15,ERZ99,96.765,96.795,96.765,96.76,ERZ99 Comdty,2016-03-15,1999-10-04
1999-09-16,ERZ99,96.81,96.82,96.81,96.765,ERZ99 Comdty,2016-03-15,1999-10-04
1999-09-17,ERZ99,96.83,96.845,96.83,96.805,ERZ99 Comdty,2016-03-15,1999-10-04
1999-09-20,ERZ99,96.825,96.88,96.825,96.82,ERZ99 Comdty,2016-03-15,1999-10-04
1999-09-21,ERZ99,96.815,96.83,96.815,96.78,ERZ99 Comdty,2016-03-15,1999-10-04
1999-09-22,ERZ99,96.81,96.835,96.81,96.81,ERZ99 Comdty,2016-03-15,1999-10-04
1999-09-23,ERZ99,96.82,96.85,96.82,96.785,ERZ99 Comdty,2016-03-15,1999-10-04
1999-09-24,ERZ99,96.85,96.87,96.85,96.84,ERZ99 Comdty,2016-03-15,1999-10-04
1999-09-27,ERZ99,96.8,96.85,96.8,96.785,ERZ99 Comdty,2016-03-15,1999-10-04
1999-09-28,ERZ99,96.755,96.82,96.755,96.74,ERZ99 Comdty,2016-03-15,1999-10-04
1999-09-29,ERZ99,96.79,96.81,96.79,96.72,ERZ99 Comdty,2016-03-15,1999-10-04
1999-09-30,ERZ99,96.78,96.79,96.78,96.755,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-01,ERZ99,96.625,96.78,96.625,96.61,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-04,ERZ99,96.565,96.62,96.565,96.555,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-05,ERZ99,96.575,96.6,96.575,96.54,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-06,ERZ99,96.57,96.59,96.57,96.545,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-07,ERZ99,96.605,96.65,96.605,96.565,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-08,ERZ99,96.595,96.63,96.595,96.575,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-11,ERZ99,96.585,96.595,96.585,96.575,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-12,ERZ99,96.52,96.585,96.52,96.505,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-13,ERZ99,96.51,96.56,96.51,96.505,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-14,ERZ99,96.445,96.51,96.445,96.43,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-15,ERZ99,96.48,96.51,96.48,96.425,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-18,ERZ99,96.47,96.49,96.47,96.465,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-19,ERZ99,96.425,96.465,96.425,96.37,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-20,ERZ99,96.37,96.4,96.37,96.35,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-21,ERZ99,96.4,96.44,96.4,96.26,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-22,ERZ99,96.45,96.5,96.45,96.38,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-25,ERZ99,96.39,96.46,96.39,96.385,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-26,ERZ99,96.39,96.4,96.39,96.37,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-27,ERZ99,96.41,96.43,96.41,96.37,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-28,ERZ99,96.445,96.46,96.445,96.42,ERZ99 Comdty,2016-03-15,1999-10-04
1999-10-29,ERZ99,96.46,96.485,96.46,96.45,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-01,ERZ99,96.435,96.455,96.435,96.41,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-02,ERZ99,96.435,96.44,96.435,96.395,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-03,ERZ99,96.445,96.455,96.445,96.42,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-04,ERZ99,96.49,96.54,96.49,96.4,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-05,ERZ99,96.535,96.56,96.535,96.485,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-08,ERZ99,96.55,96.57,96.55,96.53,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-09,ERZ99,96.565,96.59,96.565,96.545,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-10,ERZ99,96.555,96.565,96.555,96.55,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-11,ERZ99,96.565,96.575,96.565,96.55,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-12,ERZ99,96.585,96.595,96.585,96.57,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-15,ERZ99,96.58,96.595,96.58,96.58,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-16,ERZ99,96.59,96.605,96.59,96.585,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-17,ERZ99,96.585,96.59,96.585,96.57,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-18,ERZ99,96.58,96.585,96.58,96.57,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-19,ERZ99,96.56,96.58,96.56,96.56,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-22,ERZ99,96.55,96.57,96.55,96.535,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-23,ERZ99,96.555,96.56,96.555,96.54,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-24,ERZ99,96.565,96.565,96.565,96.545,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-25,ERZ99,96.56,96.57,96.56,96.555,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-26,ERZ99,96.555,96.565,96.555,96.545,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-29,ERZ99,96.56,96.565,96.56,96.55,ERZ99 Comdty,2016-03-15,1999-10-04
1999-11-30,ERZ99,96.565,96.575,96.565,96.555,ERZ99 Comdty,2016-03-15,1999-10-04
1999-12-01,ERZ99,96.57,96.58,96.57,96.565,ERZ99 Comdty,2016-03-15,1999-10-04
1999-12-02,ERZ99,96.555,96.575,96.555,96.555,ERZ99 Comdty,2016-03-15,1999-10-04
1999-12-03,ERZ99,96.56,96.565,96.56,96.545,ERZ99 Comdty,2016-03-15,1999-10-04
1999-12-06,ERZ99,96.555,96.565,96.555,96.55,ERZ99 Comdty,2016-03-15,1999-10-04
1999-12-07,ERZ99,96.55,96.56,96.55,96.545,ERZ99 Comdty,2016-03-15,1999-10-04
1999-12-08,ERZ99,96.545,96.555,96.545,96.545,ERZ99 Comdty,2016-03-15,1999-10-04
1999-12-09,ERZ99,96.555,96.555,96.555,96.545,ERZ99 Comdty,2016-03-15,1999-10-04
1999-12-10,ERZ99,96.555,96.555,96.555,96.55,ERZ99 Comdty,2016-03-15,1999-10-04
1999-12-13,ERZ99,96.545,96.55,96.545,96.54,ERZ99 Comdty,2016-03-15,1999-10-04
1999-12-14,ERH00,96.425,96.455,96.425,96.415,ERH00 Comdty,2016-03-15,2000-03-13
1999-12-15,ERH00,96.435,96.44,96.435,96.415,ERH00 Comdty,2016-03-15,2000-03-13
1999-12-16,ERH00,96.375,96.43,96.375,96.35,ERH00 Comdty,2016-03-15,2000-03-13
1999-12-17,ERH00,96.355,96.375,96.355,96.34,ERH00 Comdty,2016-03-15,2000-03-13
1999-12-20,ERH00,96.355,96.37,96.355,96.345,ERH00 Comdty,2016-03-15,2000-03-13
1999-12-21,ERH00,96.39,96.395,96.39,96.345,ERH00 Comdty,2016-03-15,2000-03-13
